0.5, -965.158, 3.26385
1, -761.62, 0.5772
1.5, -582.573, 0.224435
2, -462.309, 0.527727
2.5, -379.816, 0.251822
3, -321.931, 0.259874
3.5, -278.253, 0.355592
4, -245.044, 0.137016
4.5, -218.769, 0.49929
5, -196.86, 0.262538
