#t, E mean, E/N mean, M mean, M/N mean, M2 mean, M2/N mean
2944, -961.14, -0.96114, 3.98, 0.00398, 48026.4, 48.0264
2945, -961.58, -0.96158, 2.36, 0.00236, 48473.2, 48.4732
2946, -961.06, -0.96106, 2.54, 0.00254, 47722.4, 47.7224
2947, -961.34, -0.96134, 1.78, 0.00178, 46599, 46.599
2948, -961.7, -0.9617, 3.6, 0.0036, 46374.2, 46.3742
2949, -961.42, -0.96142, 5.72, 0.00572, 46950.7, 46.9507
2950, -961.26, -0.96126, 4.48, 0.00448, 47369.5, 47.3695
2951, -961.5, -0.9615, 6.1, 0.0061, 47006, 47.006
2952, -961.3, -0.9613, 5.24, 0.00524, 46928.8, 46.9288
2953, -961.02, -0.96102, 3.6, 0.0036, 47558.5, 47.5585
2954, -961.78, -0.96178, 4.98, 0.00498, 47873.7, 47.8737
2955, -961.38, -0.96138, 5.3, 0.0053, 48028.4, 48.0284
2956, -961.42, -0.96142, 6.42, 0.00642, 47660.5, 47.6605
2957, -961.38, -0.96138, 6.72, 0.00672, 46779, 46.779
2958, -961.1, -0.9611, 7.5, 0.0075, 47757.8, 47.7578
2959, -961.5, -0.9615, 8.32, 0.00832, 47487.1, 47.4871
2960, -961.86, -0.96186, 8.62, 0.00862, 47711.6, 47.7116
2961, -961.94, -0.96194, 9.46, 0.00946, 47406.8, 47.4068
2962, -961.9, -0.9619, 8.48, 0.00848, 47820.8, 47.8208
2963, -962.1, -0.9621, 5.74, 0.00574, 48722.4, 48.7224
2964, -961.94, -0.96194, 6.98, 0.00698, 49730.8, 49.7308
2965, -961.86, -0.96186, 9.28, 0.00928, 49956, 49.956
2966, -961.86, -0.96186, 7.32, 0.00732, 50045.3, 50.0453
2967, -962.02, -0.96202, 8.94, 0.00894, 50804, 50.804
2968, -961.58, -0.96158, 9.66, 0.00966, 51465.3, 51.4653
2969, -961.54, -0.96154, 10.66, 0.01066, 52543.6, 52.5436
2970, -961.98, -0.96198, 11.04, 0.01104, 52765.5, 52.7655
2971, -961.98, -0.96198, 10.3, 0.0103, 53108, 53.108
2972, -961.34, -0.96134, 9.04, 0.00904, 52635.3, 52.6353
2973, -961.62, -0.96162, 9.46, 0.00946, 52623.6, 52.6236
2974, -962.06, -0.96206, 10.66, 0.01066, 52582.4, 52.5824
2975, -962.22, -0.96222, 11.64, 0.01164, 52172.6, 52.1726
2976, -962.02, -0.96202, 13.92, 0.01392, 51829, 51.829
2977, -961.22, -0.96122, 16.74, 0.01674, 52146.6, 52.1466
2978, -961.1, -0.9611, 16.52, 0.01652, 52599.9, 52.5999
2979, -961.78, -0.96178, 16.62, 0.01662, 52200.7, 52.2007
2980, -961.74, -0.96174, 15.26, 0.01526, 51603.6, 51.6036
2981, -961.58, -0.96158, 15.9, 0.0159, 52606.1, 52.6061
2982, -961.66, -0.96166, 16.12, 0.01612, 52717.8, 52.7178
2983, -961.94, -0.96194, 15.56, 0.01556, 51935.4, 51.9354
2984, -962.3, -0.9623, 17.1, 0.0171, 51388.2, 51.3882
2985, -962.1, -0.9621, 15.48, 0.01548, 51046.7, 51.0467
2986, -962.26, -0.96226, 15.14, 0.01514, 51576.8, 51.5768
2987, -962.5, -0.9625, 13.6, 0.0136, 51864.7, 51.8647
2988, -962.26, -0.96226, 12.28, 0.01228, 51889.2, 51.8892
2989, -962.18, -0.96218, 12.08, 0.01208, 51727.4, 51.7274
2990, -961.98, -0.96198, 13.12, 0.01312, 51832.3, 51.8323
2991, -961.78, -0.96178, 13.84, 0.01384, 52394.2, 52.3942
2992, -961.62, -0.96162, 14.02, 0.01402, 52166.5, 52.1665
2993, -961.34, -0.96134, 15.42, 0.01542, 51625.3, 51.6253
2994, -961.66, -0.96166, 14.6, 0.0146, 52031.8, 52.0318
2995, -961.7, -0.9617, 13.42, 0.01342, 52860, 52.86
2996, -961.58, -0.96158, 10.58, 0.01058, 53207.6, 53.2076
2997, -962.1, -0.9621, 11.2, 0.0112, 54090.2, 54.0902
2998, -962.1, -0.9621, 13.32, 0.01332, 53410.5, 53.4105
2999, -961.9, -0.9619, 13.28, 0.01328, 52936, 52.936
3000, -961.82, -0.96182, 14.32, 0.01432, 51991, 51.991
3001, -962.1, -0.9621, 15.08, 0.01508, 51494.7, 51.4947
3002, -961.62, -0.96162, 16.38, 0.01638, 51714, 51.714
3003, -961.5, -0.9615, 17.3, 0.0173, 51420.8, 51.4208
3004, -961.94, -0.96194, 17.12, 0.01712, 51559.5, 51.5595
3005, -961.98, -0.96198, 17.38, 0.01738, 50893.2, 50.8932
3006, -962.06, -0.96206, 16.64, 0.01664, 50189.8, 50.1898
3007, -962.18, -0.96218, 18.5, 0.0185, 50062.9, 50.0629
3008, -962.26, -0.96226, 20.5, 0.0205, 49526.1, 49.5261
3009, -962.34, -0.96234, 20.98, 0.02098, 49096.8, 49.0968
3010, -962.22, -0.96222, 20.5, 0.0205, 49528.8, 49.5288
3011, -962.22, -0.96222, 20.12, 0.02012, 49884.9, 49.8849
3012, -962.1, -0.9621, 19.98, 0.01998, 50407.5, 50.4075
3013, -962.06, -0.96206, 19.56, 0.01956, 50658.2, 50.6582
3014, -962.22, -0.96222, 18.5, 0.0185, 50999.4, 50.9994
3015, -961.98, -0.96198, 17.6, 0.0176, 51208.2, 51.2082
3016, -961.74, -0.96174, 17.64, 0.01764, 51159.1, 51.1591
3017, -962.02, -0.96202, 19.48, 0.01948, 51938.1, 51.9381
3018, -961.9, -0.9619, 17.72, 0.01772, 52619.7, 52.6197
3019, -961.82, -0.96182, 17.2, 0.0172, 52347.3, 52.3473
3020, -962.38, -0.96238, 17.8, 0.0178, 52274.4, 52.2744
3021, -962.42, -0.96242, 17.94, 0.01794, 52442, 52.442
3022, -962.98, -0.96298, 18.82, 0.01882, 52459.2, 52.4592
3023, -962.46, -0.96246, 18.78, 0.01878, 53404.4, 53.4044
3024, -962.34, -0.96234, 16.92, 0.01692, 53919.9, 53.9199
3025, -962.1, -0.9621, 18.4, 0.0184, 54393.2, 54.3932
3026, -962.14, -0.96214, 19.68, 0.01968, 54107.1, 54.1071
3027, -962.38, -0.96238, 20.1, 0.0201, 54194.8, 54.1948
3028, -962.42, -0.96242, 16.56, 0.01656, 54730.5, 54.7305
3029, -962.42, -0.96242, 15.74, 0.01574, 55095.6, 55.0956
3030, -962.34, -0.96234, 15.68, 0.01568, 55015.3, 55.0153
3031, -962.54, -0.96254, 15.86, 0.01586, 54470.2, 54.4702
3032, -962.98, -0.96298, 14.48, 0.01448, 54091.5, 54.0915
3033, -963.02, -0.96302, 15.84, 0.01584, 55725.4, 55.7254
3034, -962.78, -0.96278, 17.64, 0.01764, 56523, 56.523
3035, -962.74, -0.96274, 16.96, 0.01696, 55804.3, 55.8043
3036, -963.1, -0.9631, 17.04, 0.01704, 56239.8, 56.2398
3037, -962.86, -0.96286, 16.48, 0.01648, 55954.7, 55.9547
3038, -963.1, -0.9631, 14.82, 0.01482, 56748.9, 56.7489
3039, -962.86, -0.96286, 16.62, 0.01662, 57360.9, 57.3609
3040, -962.58, -0.96258, 15.82, 0.01582, 57317, 57.317
3041, -962.46, -0.96246, 16.18, 0.01618, 56399.2, 56.3992
3042, -962.34, -0.96234, 17.3, 0.0173, 56263.3, 56.2633
3043, -962.42, -0.96242, 14.94, 0.01494, 56236, 56.236
3044, -962.5, -0.9625, 16.12, 0.01612, 56528.9, 56.5289
3045, -962.42, -0.96242, 17.2, 0.0172, 56493.1, 56.4931
3046, -962.62, -0.96262, 15.22, 0.01522, 55396.8, 55.3968
3047, -962.34, -0.96234, 14.92, 0.01492, 55488.1, 55.4881
3048, -962.26, -0.96226, 15.88, 0.01588, 55414.2, 55.4142
3049, -962.38, -0.96238, 13.64, 0.01364, 55257.4, 55.2574
3050, -961.98, -0.96198, 14.3, 0.0143, 54567.3, 54.5673
3051, -962.1, -0.9621, 14.4, 0.0144, 54403.4, 54.4034
3052, -961.98, -0.96198, 13.64, 0.01364, 54059.5, 54.0595
3053, -961.98, -0.96198, 14.78, 0.01478, 52916, 52.916
3054, -962.1, -0.9621, 15.48, 0.01548, 52842.9, 52.8429
3055, -962.22, -0.96222, 15.24, 0.01524, 53581, 53.581
3056, -962.02, -0.96202, 15.32, 0.01532, 53650.8, 53.6508
3057, -962.54, -0.96254, 15.02, 0.01502, 54808.8, 54.8088
3058, -962.54, -0.96254, 17.64, 0.01764, 53701.6, 53.7016
3059, -962.3, -0.9623, 17.6, 0.0176, 52467.5, 52.4675
3060, -962.54, -0.96254, 18.42, 0.01842, 51804.1, 51.8041
3061, -962.26, -0.96226, 17.32, 0.01732, 51184.4, 51.1844
3062, -961.9, -0.9619, 18.28, 0.01828, 52685, 52.685
3063, -961.7, -0.9617, 17.94, 0.01794, 52080.4, 52.0804
3064, -961.9, -0.9619, 18.3, 0.0183, 53104, 53.104
3065, -961.38, -0.96138, 16.58, 0.01658, 53356.5, 53.3565
3066, -961.42, -0.96142, 17.26, 0.01726, 53489.1, 53.4891
3067, -961.74, -0.96174, 18.26, 0.01826, 53116.8, 53.1168
3068, -961.66, -0.96166, 18.4, 0.0184, 53502.4, 53.5024
3069, -961.78, -0.96178, 19.68, 0.01968, 52649.5, 52.6495
3070, -961.86, -0.96186, 19.3, 0.0193, 51697.9, 51.6979
3071, -961.54, -0.96154, 18.52, 0.01852, 51862.8, 51.8628
3072, -961.62, -0.96162, 18.48, 0.01848, 51501.1, 51.5011
3073, -962.02, -0.96202, 20.02, 0.02002, 51559.9, 51.5599
3074, -962.18, -0.96218, 20.14, 0.02014, 50490, 50.49
3075, -962.14, -0.96214, 19.08, 0.01908, 49148.2, 49.1482
3076, -962.18, -0.96218, 17.84, 0.01784, 49268.6, 49.2686
3077, -962.34, -0.96234, 17.8, 0.0178, 49120.3, 49.1203
3078, -962.38, -0.96238, 18.7, 0.0187, 48643.1, 48.6431
3079, -961.98, -0.96198, 19.74, 0.01974, 49180.8, 49.1808
3080, -961.9, -0.9619, 19.4, 0.0194, 48684.6, 48.6846
3081, -962.14, -0.96214, 20.52, 0.02052, 48927.4, 48.9274
3082, -962.5, -0.9625, 20.34, 0.02034, 48781.5, 48.7815
3083, -962.38, -0.96238, 20.48, 0.02048, 49133.4, 49.1334
3084, -962.22, -0.96222, 19.7, 0.0197, 50018.1, 50.0181
3085, -962.42, -0.96242, 19.46, 0.01946, 50081.7, 50.0817
3086, -962.66, -0.96266, 20.28, 0.02028, 49404.4, 49.4044
3087, -962.78, -0.96278, 19.12, 0.01912, 49366.1, 49.3661
3088, -963.06, -0.96306, 18.86, 0.01886, 49619.7, 49.6197
3089, -962.98, -0.96298, 19.16, 0.01916, 49256.6, 49.2566
3090, -963.34, -0.96334, 18.94, 0.01894, 48827.8, 48.8278
3091, -962.98, -0.96298, 17.96, 0.01796, 49062.1, 49.0621
3092, -963.22, -0.96322, 16.56, 0.01656, 48184.2, 48.1842
3093, -963.02, -0.96302, 17.48, 0.01748, 48116.9, 48.1169
3094, -962.82, -0.96282, 14.62, 0.01462, 47747.7, 47.7477
3095, -963.22, -0.96322, 12.84, 0.01284, 48495.6, 48.4956
3096, -963.18, -0.96318, 12.82, 0.01282, 48962.5, 48.9625
3097, -962.82, -0.96282, 13.08, 0.01308, 48860.2, 48.8602
3098, -962.46, -0.96246, 13.52, 0.01352, 49139.5, 49.1395
3099, -962.46, -0.96246, 12.6, 0.0126, 48562, 48.562
3100, -962.54, -0.96254, 12.28, 0.01228, 47636, 47.636
3101, -962.82, -0.96282, 11.84, 0.01184, 48826.3, 48.8263
3102, -962.74, -0.96274, 9.62, 0.00962, 48493.8, 48.4938
3103, -963.02, -0.96302, 10.02, 0.01002, 49665.8, 49.6658
3104, -962.74, -0.96274, 11.3, 0.0113, 49462.1, 49.4621
3105, -962.54, -0.96254, 9.6, 0.0096, 49609.4, 49.6094
3106, -962.66, -0.96266, 7.34, 0.00734, 49692.9, 49.6929
3107, -962.66, -0.96266, 7.12, 0.00712, 49310, 49.31
3108, -962.66, -0.96266, 7.16, 0.00716, 50021.4, 50.0214
3109, -962.5, -0.9625, 9.42, 0.00942, 50384, 50.384
3110, -963.1, -0.9631, 7.88, 0.00788, 49997.2, 49.9972
3111, -962.66, -0.96266, 8, 0.008, 50741.2, 50.7412
3112, -963.1, -0.9631, 7.02, 0.00702, 51516.8, 51.5168
3113, -962.98, -0.96298, 5.92, 0.00592, 50783.9, 50.7839
3114, -962.98, -0.96298, 6.16, 0.00616, 52253.8, 52.2538
3115, -963.22, -0.96322, 5.54, 0.00554, 53611.7, 53.6117
3116, -963.34, -0.96334, 4.92, 0.00492, 52633.2, 52.6332
3117, -963.06, -0.96306, 5.92, 0.00592, 51631.1, 51.6311
3118, -963.18, -0.96318, 6.22, 0.00622, 51470.1, 51.4701
3119, -963.1, -0.9631, 5.66, 0.00566, 51596.8, 51.5968
3120, -962.74, -0.96274, 5.56, 0.00556, 51363.2, 51.3632
3121, -962.94, -0.96294, 5.14, 0.00514, 51675.5, 51.6755
3122, -963.5, -0.9635, 3.94, 0.00394, 51680.7, 51.6807
3123, -963.46, -0.96346, 2.56, 0.00256, 53054.8, 53.0548
3124, -963.3, -0.9633, 2.3, 0.0023, 53649.5, 53.6495
3125, -963.42, -0.96342, -0.44, -0.00044, 54177.2, 54.1772
3126, -962.86, -0.96286, -0.3, -0.0003, 53708.4, 53.7084
3127, -963.5, -0.9635, 1.58, 0.00158, 54396.9, 54.3969
3128, -963.58, -0.96358, -0.46, -0.00046, 54689.5, 54.6895
3129, -963.7, -0.9637, 1.64, 0.00164, 54418.2, 54.4182
3130, -963.34, -0.96334, -0.02, -2e-05, 54206.2, 54.2062
3131, -963.14, -0.96314, -1.12, -0.00112, 53581, 53.581
3132, -963.38, -0.96338, 0.3, 0.0003, 52859, 52.859
3133, -963.22, -0.96322, 1.42, 0.00142, 52710.4, 52.7104
3134, -963.14, -0.96314, 3, 0.003, 52858.3, 52.8583
3135, -962.82, -0.96282, 3, 0.003, 52366.6, 52.3666
3136, -962.98, -0.96298, 3.38, 0.00338, 52799.2, 52.7992
3137, -962.66, -0.96266, 4.18, 0.00418, 52974.4, 52.9744
3138, -963.06, -0.96306, 5, 0.005, 52960.4, 52.9604
3139, -963.54, -0.96354, 5.78, 0.00578, 52496.8, 52.4968
3140, -963.5, -0.9635, 8.02, 0.00802, 51934.3, 51.9343
3141, -963.46, -0.96346, 7.22, 0.00722, 51519.8, 51.5198
3142, -963.38, -0.96338, 7.5, 0.0075, 51634.8, 51.6348
3143, -963.26, -0.96326, 8.48, 0.00848, 51872.2, 51.8722
3144, -963.38, -0.96338, 9.34, 0.00934, 51782.6, 51.7826
3145, -962.94, -0.96294, 9.28, 0.00928, 51321.7, 51.3217
3146, -963.02, -0.96302, 8.68, 0.00868, 52088.6, 52.0886
3147, -962.9, -0.9629, 9.08, 0.00908, 51566.5, 51.5665
3148, -962.82, -0.96282, 8.06, 0.00806, 50776.9, 50.7769
3149, -962.82, -0.96282, 6.8, 0.0068, 51269.1, 51.2691
3150, -963.1, -0.9631, 7.28, 0.00728, 51657, 51.657
3151, -963.42, -0.96342, 6.84, 0.00684, 52627.9, 52.6279
3152, -963.26, -0.96326, 5.84, 0.00584, 52311.8, 52.3118
3153, -962.9, -0.9629, 5.8, 0.0058, 52652.2, 52.6522
3154, -962.98, -0.96298, 6.02, 0.00602, 53060.8, 53.0608
3155, -962.98, -0.96298, 3.44, 0.00344, 52386.6, 52.3866
3156, -962.94, -0.96294, 3.64, 0.00364, 52831.8, 52.8318
3157, -963.14, -0.96314, 3.66, 0.00366, 53040, 53.04
3158, -962.66, -0.96266, 1.68, 0.00168, 52831.2, 52.8312
3159, -963.06, -0.96306, 3.28, 0.00328, 52765.1, 52.7651
3160, -963.34, -0.96334, 2.2, 0.0022, 52777.2, 52.7772
3161, -962.94, -0.96294, 2.58, 0.00258, 52015.8, 52.0158
3162, -962.54, -0.96254, 1.76, 0.00176, 52559.4, 52.5594
3163, -962.74, -0.96274, 0.88, 0.00088, 52844.5, 52.8445
3164, -962.58, -0.96258, 2.4, 0.0024, 52707.7, 52.7077
3165, -962.62, -0.96262, 2.38, 0.00238, 52426, 52.426
3166, -962.9, -0.9629, 2.38, 0.00238, 51795.8, 51.7958
3167, -962.94, -0.96294, 1.24, 0.00124, 52094.1, 52.0941
3168, -962.46, -0.96246, 1.3, 0.0013, 51910.1, 51.9101
3169, -962.14, -0.96214, 2, 0.002, 52209.4, 52.2094
3170, -961.74, -0.96174, 3.84, 0.00384, 51115.2, 51.1152
3171, -961.42, -0.96142, 3.86, 0.00386, 51672.2, 51.6722
3172, -961.5, -0.9615, 2.42, 0.00242, 51654.9, 51.6549
3173, -961.42, -0.96142, 3.54, 0.00354, 51788.6, 51.7886
3174, -961.62, -0.96162, 4.38, 0.00438, 51888.3, 51.8883
3175, -961.5, -0.9615, 7.74, 0.00774, 52968, 52.968
3176, -960.86, -0.96086, 9.98, 0.00998, 52912, 52.912
3177, -960.54, -0.96054, 10.68, 0.01068, 52581, 52.581
3178, -960.86, -0.96086, 9.56, 0.00956, 52788.2, 52.7882
3179, -961.06, -0.96106, 10.06, 0.01006, 52022.2, 52.0222
3180, -960.98, -0.96098, 12.62, 0.01262, 52152, 52.152
3181, -961.1, -0.9611, 14.56, 0.01456, 52551.4, 52.5514
3182, -960.94, -0.96094, 16.44, 0.01644, 52942.4, 52.9424
3183, -961.22, -0.96122, 14.54, 0.01454, 53480.8, 53.4808
3184, -961.46, -0.96146, 13.22, 0.01322, 53173.1, 53.1731
3185, -961.3, -0.9613, 11.8, 0.0118, 52735.7, 52.7357
3186, -961.9, -0.9619, 13.7, 0.0137, 52996.1, 52.9961
3187, -961.62, -0.96162, 14.02, 0.01402, 53615.7, 53.6157
3188, -961.82, -0.96182, 12.74, 0.01274, 53440, 53.44
3189, -961.26, -0.96126, 12.78, 0.01278, 53439.7, 53.4397
3190, -961.38, -0.96138, 12.12, 0.01212, 54103.2, 54.1032
3191, -961.7, -0.9617, 12.92, 0.01292, 54319.3, 54.3193
3192, -961.54, -0.96154, 12.64, 0.01264, 55223.1, 55.2231
3193, -961.7, -0.9617, 12.68, 0.01268, 54582.1, 54.5821
3194, -962.02, -0.96202, 15.6, 0.0156, 54341.5, 54.3415
3195, -962.22, -0.96222, 16.42, 0.01642, 54452.4, 54.4524
3196, -962.1, -0.9621, 16.9, 0.0169, 55551.9, 55.5519
3197, -962.3, -0.9623, 16.02, 0.01602, 55158.7, 55.1587
3198, -962.02, -0.96202, 16.74, 0.01674, 54787.6, 54.7876
3199, -961.82, -0.96182, 15.38, 0.01538, 54597.6, 54.5976
3200, -961.82, -0.96182, 13.48, 0.01348, 54011, 54.011
3201, -961.86, -0.96186, 13.94, 0.01394, 53469.7, 53.4697
3202, -961.34, -0.96134, 15.7, 0.0157, 53489.8, 53.4898
3203, -961.5, -0.9615, 15.02, 0.01502, 53125.9, 53.1259
3204, -962.06, -0.96206, 12.26, 0.01226, 53701.6, 53.7016
3205, -962.22, -0.96222, 15.06, 0.01506, 53195.9, 53.1959
3206, -962.42, -0.96242, 19, 0.019, 53762.7, 53.7627
3207, -962.7, -0.9627, 17.6, 0.0176, 54300.6, 54.3006
3208, -962.34, -0.96234, 15.88, 0.01588, 54242.6, 54.2426
3209, -962.34, -0.96234, 14.5, 0.0145, 52988.6, 52.9886
3210, -962.06, -0.96206, 15.58, 0.01558, 52647.7, 52.6477
3211, -962.34, -0.96234, 15.44, 0.01544, 52814.1, 52.8141
3212, -962.02, -0.96202, 15.64, 0.01564, 52243.5, 52.2435
3213, -962.34, -0.96234, 16.42, 0.01642, 51724, 51.724
3214, -962.74, -0.96274, 18.74, 0.01874, 51699.4, 51.6994
3215, -962.94, -0.96294, 19.46, 0.01946, 51711.2, 51.7112
3216, -962.7, -0.9627, 19.6, 0.0196, 51777.6, 51.7776
3217, -963.22, -0.96322, 19.14, 0.01914, 51334.2, 51.3342
3218, -963.06, -0.96306, 16.78, 0.01678, 51713.8, 51.7138
3219, -963.22, -0.96322, 17.74, 0.01774, 51876, 51.876
3220, -962.86, -0.96286, 17.44, 0.01744, 51442.7, 51.4427
3221, -962.82, -0.96282, 17.52, 0.01752, 51653.4, 51.6534
3222, -962.9, -0.9629, 15.96, 0.01596, 50457.1, 50.4571
3223, -962.82, -0.96282, 16.32, 0.01632, 50772.9, 50.7729
3224, -962.26, -0.96226, 17.64, 0.01764, 49854.5, 49.8545
3225, -962.14, -0.96214, 17.2, 0.0172, 49619.1, 49.6191
3226, -962.42, -0.96242, 16.16, 0.01616, 48926.5, 48.9265
3227, -962.3, -0.9623, 15.52, 0.01552, 48710.6, 48.7106
3228, -961.9, -0.9619, 14.14, 0.01414, 48939.9, 48.9399
3229, -961.7, -0.9617, 12.62, 0.01262, 49156.8, 49.1568
3230, -961.7, -0.9617, 13.06, 0.01306, 49735.5, 49.7355
3231, -961.66, -0.96166, 16.68, 0.01668, 49698.4, 49.6984
3232, -961.82, -0.96182, 16.74, 0.01674, 50695.6, 50.6956
3233, -962.3, -0.9623, 15.78, 0.01578, 51087.8, 51.0878
3234, -962.22, -0.96222, 17.54, 0.01754, 50982.4, 50.9824
3235, -962.26, -0.96226, 17.76, 0.01776, 50579.8, 50.5798
3236, -961.98, -0.96198, 16.38, 0.01638, 51657.5, 51.6575
3237, -961.58, -0.96158, 16, 0.016, 51557, 51.557
3238, -961.98, -0.96198, 16.2, 0.0162, 51541.7, 51.5417
3239, -962.02, -0.96202, 15.84, 0.01584, 51790.9, 51.7909
3240, -961.66, -0.96166, 15.28, 0.01528, 51799.7, 51.7997
3241, -961.22, -0.96122, 15.1, 0.0151, 51881.5, 51.8815
3242, -961.9, -0.9619, 16.48, 0.01648, 51830.2, 51.8302
3243, -961.82, -0.96182, 16.22, 0.01622, 51754, 51.754
3244, -961.74, -0.96174, 16.12, 0.01612, 52332.6, 52.3326
3245, -961.82, -0.96182, 16.08, 0.01608, 52118.7, 52.1187
3246, -961.82, -0.96182, 15.38, 0.01538, 50949.6, 50.9496
3247, -961.54, -0.96154, 14.52, 0.01452, 50562.6, 50.5626
3248, -961.7, -0.9617, 13.68, 0.01368, 50331.9, 50.3319
3249, -962.06, -0.96206, 10.78, 0.01078, 50438.6, 50.4386
3250, -962.06, -0.96206, 8.94, 0.00894, 50614.3, 50.6143
3251, -961.54, -0.96154, 9.78, 0.00978, 49855.2, 49.8552
3252, -961.7, -0.9617, 10.72, 0.01072, 49038.5, 49.0385
3253, -961.7, -0.9617, 12.66, 0.01266, 50112.8, 50.1128
3254, -962.18, -0.96218, 9.46, 0.00946, 50092, 50.092
3255, -962.46, -0.96246, 9.4, 0.0094, 49831.1, 49.8311
3256, -962.62, -0.96262, 9.44, 0.00944, 50492.6, 50.4926
3257, -962.42, -0.96242, 9.2, 0.0092, 49478.5, 49.4785
3258, -962.86, -0.96286, 8.58, 0.00858, 49390.6, 49.3906
3259, -962.58, -0.96258, 7.44, 0.00744, 49483.5, 49.4835
3260, -962.66, -0.96266, 8.42, 0.00842, 48976, 48.976
3261, -962.66, -0.96266, 10.84, 0.01084, 49037.3, 49.0373
3262, -962.86, -0.96286, 12.14, 0.01214, 49267.9, 49.2679
3263, -962.74, -0.96274, 13.24, 0.01324, 49383.5, 49.3835
3264, -962.86, -0.96286, 12.06, 0.01206, 50226.2, 50.2262
3265, -962.78, -0.96278, 10.96, 0.01096, 50493, 50.493
3266, -963.46, -0.96346, 11.28, 0.01128, 50871.4, 50.8714
3267, -963.46, -0.96346, 12.8, 0.0128, 51448, 51.448
3268, -963.06, -0.96306, 11.84, 0.01184, 50467.5, 50.4675
3269, -962.82, -0.96282, 11.8, 0.0118, 50043.9, 50.0439
3270, -962.66, -0.96266, 10.98, 0.01098, 49675.6, 49.6756
3271, -962.78, -0.96278, 11.64, 0.01164, 50192.5, 50.1925
3272, -962.5, -0.9625, 12.72, 0.01272, 50165.5, 50.1655
3273, -962.42, -0.96242, 13.58, 0.01358, 50867.8, 50.8678
3274, -962.74, -0.96274, 14.86, 0.01486, 49618, 49.618
3275, -962.58, -0.96258, 13.8, 0.0138, 49072.7, 49.0727
3276, -962.78, -0.96278, 16.06, 0.01606, 48755.5, 48.7555
3277, -962.5, -0.9625, 16, 0.016, 49695.4, 49.6954
3278, -962.58, -0.96258, 17.46, 0.01746, 49761.3, 49.7613
3279, -962.5, -0.9625, 17.52, 0.01752, 50386, 50.386
3280, -963.06, -0.96306, 15.88, 0.01588, 49869.8, 49.8698
3281, -963.1, -0.9631, 14.64, 0.01464, 50298.3, 50.2983
3282, -962.98, -0.96298, 15.3, 0.0153, 50932.4, 50.9324
3283, -962.9, -0.9629, 13.98, 0.01398, 51418.9, 51.4189
3284, -963.54, -0.96354, 13.54, 0.01354, 51186.8, 51.1868
3285, -962.9, -0.9629, 14.02, 0.01402, 51076, 51.076
3286, -962.9, -0.9629, 13.54, 0.01354, 51156.8, 51.1568
3287, -963.18, -0.96318, 14.2, 0.0142, 51621.8, 51.6218
3288, -963.14, -0.96314, 14.8, 0.0148, 51457, 51.457
3289, -963.1, -0.9631, 14.84, 0.01484, 51303.8, 51.3038
3290, -962.58, -0.96258, 15.1, 0.0151, 50757.9, 50.7579
3291, -962.7, -0.9627, 14.82, 0.01482, 51161.2, 51.1612
3292, -962.66, -0.96266, 15.56, 0.01556, 51130.7, 51.1307
3293, -962.86, -0.96286, 16.14, 0.01614, 50745.9, 50.7459
3294, -962.78, -0.96278, 15.64, 0.01564, 50692.2, 50.6922
3295, -962.62, -0.96262, 15.5, 0.0155, 50955.2, 50.9552
3296, -962.46, -0.96246, 17.3, 0.0173, 51486, 51.486
3297, -962.58, -0.96258, 17.7, 0.0177, 51035.9, 51.0359
3298, -962.94, -0.96294, 17.38, 0.01738, 50762.4, 50.7624
3299, -962.9, -0.9629, 17.3, 0.0173, 50244.8, 50.2448
3300, -962.7, -0.9627, 17.1, 0.0171, 50761, 50.761
3301, -963.06, -0.96306, 17.1, 0.0171, 50182.1, 50.1821
3302, -963.1, -0.9631, 17.64, 0.01764, 50579.5, 50.5795
3303, -962.98, -0.96298, 15.5, 0.0155, 50076.4, 50.0764
3304, -963.26, -0.96326, 15.46, 0.01546, 49000.8, 49.0008
3305, -963.66, -0.96366, 15.54, 0.01554, 49212.9, 49.2129
3306, -963.22, -0.96322, 13.86, 0.01386, 49598.2, 49.5982
3307, -963.5, -0.9635, 14.44, 0.01444, 50432.7, 50.4327
3308, -963.14, -0.96314, 13.98, 0.01398, 49414.9, 49.4149
3309, -963.22, -0.96322, 13.7, 0.0137, 50294.9, 50.2949
3310, -963.42, -0.96342, 15.28, 0.01528, 49780, 49.78
3311, -963.14, -0.96314, 16.54, 0.01654, 49737.9, 49.7379
3312, -963.22, -0.96322, 15.38, 0.01538, 50094.3, 50.0943
3313, -963.58, -0.96358, 16.3, 0.0163, 49048.8, 49.0488
3314, -963.82, -0.96382, 15.6, 0.0156, 49671.5, 49.6715
3315, -963.82, -0.96382, 15.12, 0.01512, 49112.2, 49.1122
3316, -964.02, -0.96402, 15.28, 0.01528, 48632.6, 48.6326
3317, -964.1, -0.9641, 15.28, 0.01528, 48589, 48.589
3318, -963.78, -0.96378, 15.8, 0.0158, 48465.5, 48.4655
3319, -963.66, -0.96366, 16.14, 0.01614, 49310.2, 49.3102
3320, -963.98, -0.96398, 15.7, 0.0157, 48554.4, 48.5544
3321, -963.66, -0.96366, 15.74, 0.01574, 48286.8, 48.2868
3322, -964.22, -0.96422, 16.76, 0.01676, 48412, 48.412
3323, -964.14, -0.96414, 15.1, 0.0151, 47578.6, 47.5786
3324, -964.3, -0.9643, 14.08, 0.01408, 46621.1, 46.6211
3325, -964.34, -0.96434, 15.08, 0.01508, 47354.2, 47.3542
