#t, E mean, E/N mean, M mean, M/N mean, M2 mean, M2/N mean
1576, -97.18, -0.9718, -1.64, -0.0164, 5448, 54.48
1577, -97.06, -0.9706, -1.7, -0.017, 5402.68, 54.0268
1578, -96.98, -0.9698, -2.1, -0.021, 5351.08, 53.5108
1579, -97.02, -0.9702, -2.18, -0.0218, 5300.2, 53.002
1580, -97.1, -0.971, -2.24, -0.0224, 5318.48, 53.1848
1581, -97.22, -0.9722, -3.22, -0.0322, 5288.12, 52.8812
1582, -97.1, -0.971, -2.94, -0.0294, 5251.56, 52.5156
1583, -97.06, -0.9706, -3.16, -0.0316, 5232.32, 52.3232
1584, -96.98, -0.9698, -2.9, -0.029, 5239.56, 52.3956
1585, -96.9, -0.969, -2.86, -0.0286, 5230.2, 52.302
1586, -96.94, -0.9694, -3.18, -0.0318, 5205.48, 52.0548
1587, -96.82, -0.9682, -3.08, -0.0308, 5158.48, 51.5848
1588, -96.66, -0.9666, -3.58, -0.0358, 5141.56, 51.4156
1589, -96.86, -0.9686, -3.6, -0.036, 5198.16, 51.9816
1590, -96.94, -0.9694, -3.68, -0.0368, 5188.08, 51.8808
1591, -97.06, -0.9706, -3.88, -0.0388, 5265.52, 52.6552
1592, -97.06, -0.9706, -3.72, -0.0372, 5276.48, 52.7648
1593, -97.1, -0.971, -4.06, -0.0406, 5182.04, 51.8204
1594, -97.06, -0.9706, -3.76, -0.0376, 5161.12, 51.6112
1595, -96.98, -0.9698, -3.98, -0.0398, 5174.36, 51.7436
1596, -96.98, -0.9698, -3.76, -0.0376, 5177.2, 51.772
1597, -96.94, -0.9694, -3.98, -0.0398, 5143.96, 51.4396
1598, -96.98, -0.9698, -3.92, -0.0392, 5115.52, 51.1552
1599, -96.82, -0.9682, -3.64, -0.0364, 5176.64, 51.7664
1600, -96.98, -0.9698, -3.54, -0.0354, 5127.32, 51.2732
1601, -97.02, -0.9702, -3.02, -0.0302, 5171.96, 51.7196
1602, -97.02, -0.9702, -2.9, -0.029, 5145.8, 51.458
1603, -96.98, -0.9698, -3.48, -0.0348, 5139.84, 51.3984
1604, -96.9, -0.969, -3.86, -0.0386, 5125.16, 51.2516
1605, -96.98, -0.9698, -3.78, -0.0378, 5157.72, 51.5772
1606, -96.98, -0.9698, -4.28, -0.0428, 5185.84, 51.8584
1607, -96.98, -0.9698, -4.46, -0.0446, 5162.44, 51.6244
1608, -96.86, -0.9686, -5.12, -0.0512, 5178.72, 51.7872
1609, -96.94, -0.9694, -5.28, -0.0528, 5167.68, 51.6768
1610, -96.9, -0.969, -5.58, -0.0558, 5165.8, 51.658
1611, -96.9, -0.969, -6.3, -0.063, 5207.4, 52.074
1612, -97.02, -0.9702, -6.3, -0.063, 5165.16, 51.6516
1613, -97.02, -0.9702, -5.82, -0.0582, 5139.16, 51.3916
1614, -97.18, -0.9718, -6.1, -0.061, 5167.64, 51.6764
1615, -97.1, -0.971, -5.72, -0.0572, 5174.64, 51.7464
1616, -97.14, -0.9714, -5.52, -0.0552, 5128, 51.28
1617, -97.06, -0.9706, -5.76, -0.0576, 5116.8, 51.168
1618, -96.98, -0.9698, -6.28, -0.0628, 5066.96, 50.6696
1619, -97.14, -0.9714, -6.28, -0.0628, 5070.32, 50.7032
1620, -97.02, -0.9702, -5.88, -0.0588, 5086.4, 50.864
1621, -96.98, -0.9698, -5.7, -0.057, 5033.8, 50.338
1622, -96.98, -0.9698, -5.42, -0.0542, 4984.2, 49.842
1623, -97.06, -0.9706, -4.76, -0.0476, 5015.28, 50.1528
1624, -97.22, -0.9722, -5.06, -0.0506, 5058.76, 50.5876
1625, -97.06, -0.9706, -5, -0.05, 5009.52, 50.0952
1626, -96.94, -0.9694, -5.3, -0.053, 5033.32, 50.3332
1627, -97.02, -0.9702, -4.36, -0.0436, 5064.96, 50.6496
1628, -96.94, -0.9694, -4.78, -0.0478, 4996.12, 49.9612
1629, -96.82, -0.9682, -4.7, -0.047, 4931.88, 49.3188
1630, -96.86, -0.9686, -4.74, -0.0474, 4963.96, 49.6396
1631, -96.94, -0.9694, -5.46, -0.0546, 4972.2, 49.722
1632, -96.98, -0.9698, -6.04, -0.0604, 5007.36, 50.0736
1633, -96.86, -0.9686, -6.34, -0.0634, 5015.32, 50.1532
1634, -96.82, -0.9682, -5.84, -0.0584, 4978.48, 49.7848
1635, -96.86, -0.9686, -6, -0.06, 4939.76, 49.3976
1636, -96.94, -0.9694, -5.84, -0.0584, 4935.84, 49.3584
1637, -96.98, -0.9698, -5.74, -0.0574, 5046.04, 50.4604
1638, -96.86, -0.9686, -5.68, -0.0568, 5076.24, 50.7624
1639, -96.9, -0.969, -5.46, -0.0546, 5011.48, 50.1148
1640, -96.94, -0.9694, -4.82, -0.0482, 4978.44, 49.7844
1641, -96.86, -0.9686, -4.18, -0.0418, 5057.64, 50.5764
1642, -96.82, -0.9682, -3.96, -0.0396, 5002.4, 50.024
1643, -96.78, -0.9678, -3.66, -0.0366, 5018.12, 50.1812
1644, -96.9, -0.969, -4.04, -0.0404, 5076.24, 50.7624
1645, -96.94, -0.9694, -4, -0.04, 4980.48, 49.8048
1646, -97.06, -0.9706, -3.72, -0.0372, 4972.96, 49.7296
1647, -97.18, -0.9718, -3.56, -0.0356, 5033.12, 50.3312
1648, -97.06, -0.9706, -3.28, -0.0328, 4983.52, 49.8352
1649, -97.14, -0.9714, -2.82, -0.0282, 5022.76, 50.2276
1650, -96.98, -0.9698, -3, -0.03, 5017.76, 50.1776
1651, -97.06, -0.9706, -2.74, -0.0274, 5022.84, 50.2284
1652, -96.9, -0.969, -3, -0.03, 5018.16, 50.1816
1653, -96.9, -0.969, -2.56, -0.0256, 5022.32, 50.2232
1654, -96.94, -0.9694, -2.52, -0.0252, 5026.64, 50.2664
1655, -96.94, -0.9694, -2.8, -0.028, 5038.64, 50.3864
1656, -96.86, -0.9686, -2.18, -0.0218, 5034.36, 50.3436
1657, -96.82, -0.9682, -1.52, -0.0152, 5061.28, 50.6128
1658, -96.82, -0.9682, -1.58, -0.0158, 5070.84, 50.7084
1659, -96.94, -0.9694, -1.7, -0.017, 5056.68, 50.5668
1660, -96.98, -0.9698, -1.82, -0.0182, 5088.04, 50.8804
1661, -96.98, -0.9698, -1.2, -0.012, 5078.56, 50.7856
1662, -97.06, -0.9706, -0.82, -0.0082, 5089.24, 50.8924
1663, -97.06, -0.9706, -0.76, -0.0076, 5155.84, 51.5584
1664, -97.06, -0.9706, -1.08, -0.0108, 5223.36, 52.2336
1665, -96.94, -0.9694, -0.98, -0.0098, 5186.76, 51.8676
1666, -96.94, -0.9694, -0.6, -0.006, 5131.2, 51.312
1667, -97.1, -0.971, -0.66, -0.0066, 5177.32, 51.7732
1668, -97.14, -0.9714, -0.32, -0.0032, 5210.16, 52.1016
1669, -97.02, -0.9702, -0.26, -0.0026, 5242.36, 52.4236
1670, -96.98, -0.9698, -0.54, -0.0054, 5227.96, 52.2796
1671, -97.02, -0.9702, -0.74, -0.0074, 5236.44, 52.3644
1672, -97.06, -0.9706, -0.56, -0.0056, 5217.92, 52.1792
1673, -97.14, -0.9714, -0.7, -0.007, 5244.04, 52.4404
1674, -97.22, -0.9722, -0.34, -0.0034, 5279.96, 52.7996
1675, -97.14, -0.9714, -0.62, -0.0062, 5266.68, 52.6668
1676, -97.06, -0.9706, 0, -1.55431e-17, 5252.88, 52.5288
1677, -97.1, -0.971, -0.18, -0.0018, 5219.32, 52.1932
1678, -97.14, -0.9714, 0.04, 0.0004, 5227.2, 52.272
1679, -97.14, -0.9714, -0.26, -0.0026, 5221.48, 52.2148
1680, -97.02, -0.9702, -0.74, -0.0074, 5210.12, 52.1012
1681, -97.06, -0.9706, -0.24, -0.0024, 5195.76, 51.9576
1682, -97.14, -0.9714, -0.74, -0.0074, 5186.76, 51.8676
1683, -97.06, -0.9706, -1.5, -0.015, 5070.76, 50.7076
1684, -97.1, -0.971, -1.52, -0.0152, 5111.2, 51.112
1685, -97.06, -0.9706, -1.12, -0.0112, 5138, 51.38
1686, -97.06, -0.9706, -1.6, -0.016, 5194.24, 51.9424
1687, -97.06, -0.9706, -1.58, -0.0158, 5129.24, 51.2924
1688, -97.02, -0.9702, -1.66, -0.0166, 5131.72, 51.3172
1689, -96.9, -0.969, -1.66, -0.0166, 5057.16, 50.5716
1690, -96.82, -0.9682, -2, -0.02, 5012.4, 50.124
1691, -96.82, -0.9682, -2.04, -0.0204, 4976.64, 49.7664
1692, -97.02, -0.9702, -1.76, -0.0176, 5055.44, 50.5544
1693, -96.9, -0.969, -1.14, -0.0114, 5059.16, 50.5916
1694, -96.9, -0.969, -1.72, -0.0172, 5028.56, 50.2856
1695, -96.9, -0.969, -1.68, -0.0168, 4974.16, 49.7416
1696, -96.94, -0.9694, -2.06, -0.0206, 4939.16, 49.3916
1697, -97.02, -0.9702, -1.98, -0.0198, 4984.84, 49.8484
1698, -96.94, -0.9694, -1.96, -0.0196, 4983.92, 49.8392
1699, -97.02, -0.9702, -1.9, -0.019, 5080.28, 50.8028
1700, -97.1, -0.971, -2.18, -0.0218, 5057.4, 50.574
1701, -96.9, -0.969, -2.62, -0.0262, 5076.36, 50.7636
1702, -96.9, -0.969, -2.14, -0.0214, 5094.6, 50.946
1703, -97.02, -0.9702, -2.62, -0.0262, 5099.08, 50.9908
1704, -97.06, -0.9706, -2.5, -0.025, 5137.4, 51.374
1705, -97.1, -0.971, -2.5, -0.025, 5141.64, 51.4164
1706, -97.1, -0.971, -1.88, -0.0188, 5092.4, 50.924
1707, -97.06, -0.9706, -2.2, -0.022, 5012.88, 50.1288
1708, -97.14, -0.9714, -2.3, -0.023, 5027.88, 50.2788
1709, -97.06, -0.9706, -2.76, -0.0276, 5006.64, 50.0664
1710, -97.06, -0.9706, -2.66, -0.0266, 5014.28, 50.1428
1711, -96.98, -0.9698, -2.88, -0.0288, 5067.52, 50.6752
1712, -96.94, -0.9694, -2.94, -0.0294, 5035.96, 50.3596
1713, -96.98, -0.9698, -2.42, -0.0242, 4978.28, 49.7828
1714, -96.9, -0.969, -2.32, -0.0232, 4929.36, 49.2936
1715, -96.94, -0.9694, -3.02, -0.0302, 4988.12, 49.8812
1716, -97.06, -0.9706, -3.26, -0.0326, 4990.12, 49.9012
1717, -96.98, -0.9698, -4, -0.04, 4957.2, 49.572
1718, -96.86, -0.9686, -4.2, -0.042, 4877.76, 48.7776
1719, -96.82, -0.9682, -3.56, -0.0356, 4877.04, 48.7704
1720, -96.7, -0.967, -3.4, -0.034, 4859.84, 48.5984
1721, -96.7, -0.967, -3.18, -0.0318, 4819.24, 48.1924
1722, -96.82, -0.9682, -3.1, -0.031, 4785.08, 47.8508
1723, -96.82, -0.9682, -2.62, -0.0262, 4792.2, 47.922
1724, -96.86, -0.9686, -3.36, -0.0336, 4767.84, 47.6784
1725, -97.02, -0.9702, -2.8, -0.028, 4784.88, 47.8488
1726, -96.9, -0.969, -2.12, -0.0212, 4748.96, 47.4896
1727, -97.02, -0.9702, -1.88, -0.0188, 4722.08, 47.2208
1728, -96.9, -0.969, -2.26, -0.0226, 4687.16, 46.8716
1729, -96.98, -0.9698, -1.46, -0.0146, 4651.4, 46.514
1730, -96.98, -0.9698, -1.92, -0.0192, 4682.72, 46.8272
1731, -96.86, -0.9686, -2.54, -0.0254, 4657.72, 46.5772
1732, -96.82, -0.9682, -2.92, -0.0292, 4685.12, 46.8512
1733, -96.78, -0.9678, -2.88, -0.0288, 4594.08, 45.9408
1734, -96.86, -0.9686, -3.14, -0.0314, 4623.72, 46.2372
1735, -96.86, -0.9686, -2.7, -0.027, 4557.32, 45.5732
1736, -96.86, -0.9686, -2.7, -0.027, 4595.24, 45.9524
1737, -96.86, -0.9686, -2.6, -0.026, 4590.88, 45.9088
1738, -96.86, -0.9686, -2.6, -0.026, 4559.36, 45.5936
1739, -96.78, -0.9678, -2.4, -0.024, 4522.08, 45.2208
1740, -96.82, -0.9682, -1.96, -0.0196, 4493.04, 44.9304
1741, -96.74, -0.9674, -1.9, -0.019, 4459.08, 44.5908
1742, -96.86, -0.9686, -3.2, -0.032, 4504.64, 45.0464
1743, -96.86, -0.9686, -3.18, -0.0318, 4485.08, 44.8508
1744, -96.7, -0.967, -2.92, -0.0292, 4510.8, 45.108
1745, -96.54, -0.9654, -3.04, -0.0304, 4567.84, 45.6784
1746, -96.7, -0.967, -2.38, -0.0238, 4542.04, 45.4204
1747, -96.78, -0.9678, -2.5, -0.025, 4457.56, 44.5756
1748, -96.74, -0.9674, -2.5, -0.025, 4451.08, 44.5108
1749, -96.7, -0.967, -2.72, -0.0272, 4423.6, 44.236
1750, -96.62, -0.9662, -2.22, -0.0222, 4439.72, 44.3972
1751, -96.66, -0.9666, -1.6, -0.016, 4463.52, 44.6352
1752, -96.66, -0.9666, -1.64, -0.0164, 4436, 44.36
1753, -96.7, -0.967, -1.88, -0.0188, 4468.56, 44.6856
1754, -96.82, -0.9682, -2.46, -0.0246, 4552.2, 45.522
1755, -96.74, -0.9674, -2.24, -0.0224, 4562.24, 45.6224
1756, -96.66, -0.9666, -1.4, -0.014, 4477.84, 44.7784
1757, -96.58, -0.9658, -1.52, -0.0152, 4440.4, 44.404
1758, -96.54, -0.9654, -1.2, -0.012, 4410.72, 44.1072
1759, -96.54, -0.9654, -1.26, -0.0126, 4429.56, 44.2956
1760, -96.62, -0.9662, -1.38, -0.0138, 4404.28, 44.0428
1761, -96.54, -0.9654, -1.74, -0.0174, 4375.24, 43.7524
1762, -96.62, -0.9662, -1.7, -0.017, 4424.52, 44.2452
1763, -96.54, -0.9654, -1.8, -0.018, 4377.04, 43.7704
1764, -96.5, -0.965, -1.32, -0.0132, 4288.96, 42.8896
1765, -96.62, -0.9662, -1.44, -0.0144, 4265.28, 42.6528
1766, -96.54, -0.9654, -1.16, -0.0116, 4340.88, 43.4088
1767, -96.7, -0.967, -1.32, -0.0132, 4349.28, 43.4928
1768, -96.7, -0.967, -1.42, -0.0142, 4338.92, 43.3892
1769, -96.54, -0.9654, -1.5, -0.015, 4332.92, 43.3292
1770, -96.58, -0.9658, -1.5, -0.015, 4353.4, 43.534
1771, -96.58, -0.9658, -1.3, -0.013, 4403.48, 44.0348
1772, -96.66, -0.9666, -1.64, -0.0164, 4397.12, 43.9712
1773, -96.54, -0.9654, -1.42, -0.0142, 4419.96, 44.1996
1774, -96.54, -0.9654, -1.92, -0.0192, 4440.96, 44.4096
1775, -96.34, -0.9634, -1.64, -0.0164, 4368.8, 43.688
1776, -96.3, -0.963, -2.38, -0.0238, 4354.52, 43.5452
1777, -96.34, -0.9634, -3.18, -0.0318, 4383.56, 43.8356
1778, -96.26, -0.9626, -3.2, -0.032, 4360.4, 43.604
1779, -96.42, -0.9642, -3.7, -0.037, 4407, 44.07
1780, -96.42, -0.9642, -4, -0.04, 4406.56, 44.0656
1781, -96.54, -0.9654, -3.9, -0.039, 4469.16, 44.6916
1782, -96.54, -0.9654, -4.16, -0.0416, 4479.2, 44.792
1783, -96.5, -0.965, -3.18, -0.0318, 4456.92, 44.5692
1784, -96.54, -0.9654, -3.32, -0.0332, 4424.16, 44.2416
1785, -96.62, -0.9662, -3.62, -0.0362, 4495.96, 44.9596
1786, -96.42, -0.9642, -4.44, -0.0444, 4549.44, 45.4944
1787, -96.62, -0.9662, -3.9, -0.039, 4525.24, 45.2524
1788, -96.66, -0.9666, -3.64, -0.0364, 4509.44, 45.0944
1789, -96.62, -0.9662, -3.42, -0.0342, 4491.64, 44.9164
1790, -96.74, -0.9674, -3.34, -0.0334, 4472.6, 44.726
1791, -96.82, -0.9682, -2.56, -0.0256, 4468.88, 44.6888
1792, -96.62, -0.9662, -2.02, -0.0202, 4486.68, 44.8668
1793, -96.58, -0.9658, -2.32, -0.0232, 4451.28, 44.5128
1794, -96.38, -0.9638, -2.26, -0.0226, 4406.92, 44.0692
1795, -96.38, -0.9638, -2.1, -0.021, 4379.48, 43.7948
1796, -96.3, -0.963, -2.18, -0.0218, 4277.08, 42.7708
1797, -96.34, -0.9634, -1.48, -0.0148, 4239.28, 42.3928
1798, -96.38, -0.9638, -0.8, -0.008, 4169.52, 41.6952
1799, -96.26, -0.9626, -1.2, -0.012, 4139.36, 41.3936
1800, -96.34, -0.9634, -0.84, -0.0084, 4170.24, 41.7024
1801, -96.34, -0.9634, -0.22, -0.0022, 4162.36, 41.6236
1802, -96.34, -0.9634, -0.58, -0.0058, 4192.68, 41.9268
1803, -96.46, -0.9646, -0.32, -0.0032, 4187.92, 41.8792
1804, -96.5, -0.965, -0.5, -0.005, 4215, 42.15
1805, -96.34, -0.9634, 0.08, 0.0008, 4200.56, 42.0056
1806, -96.46, -0.9646, -0.44, -0.0044, 4147.76, 41.4776
1807, -96.46, -0.9646, -1.06, -0.0106, 4154.68, 41.5468
1808, -96.46, -0.9646, -0.86, -0.0086, 4230.68, 42.3068
1809, -96.58, -0.9658, -0.88, -0.0088, 4248.08, 42.4808
1810, -96.54, -0.9654, -0.4, -0.004, 4357.2, 43.572
1811, -96.42, -0.9642, -0.36, -0.0036, 4384.96, 43.8496
1812, -96.38, -0.9638, 0.08, 0.0008, 4409.12, 44.0912
1813, -96.46, -0.9646, -0.06, -0.0006, 4416.84, 44.1684
1814, -96.3, -0.963, -0.54, -0.0054, 4398.76, 43.9876
1815, -96.54, -0.9654, -1.06, -0.0106, 4415.8, 44.158
1816, -96.54, -0.9654, 0.12, 0.0012, 4405.28, 44.0528
1817, -96.5, -0.965, 0.14, 0.0014, 4365.56, 43.6556
1818, -96.54, -0.9654, 0.44, 0.0044, 4299.6, 42.996
1819, -96.46, -0.9646, 0, 1.60982e-17, 4334.32, 43.3432
1820, -96.34, -0.9634, -0.02, -0.0002, 4361.96, 43.6196
1821, -96.38, -0.9638, 0.56, 0.0056, 4386, 43.86
1822, -96.38, -0.9638, 0.28, 0.0028, 4396.64, 43.9664
1823, -96.34, -0.9634, 0.22, 0.0022, 4377.16, 43.7716
1824, -96.46, -0.9646, 0.18, 0.0018, 4348.84, 43.4884
1825, -96.66, -0.9666, 0.46, 0.0046, 4405, 44.05
1826, -96.74, -0.9674, 0.38, 0.0038, 4504.92, 45.0492
1827, -96.66, -0.9666, 0.84, 0.0084, 4472.96, 44.7296
1828, -96.7, -0.967, 1.26, 0.0126, 4474.92, 44.7492
1829, -96.66, -0.9666, 0.76, 0.0076, 4493.44, 44.9344
1830, -96.58, -0.9658, 1.08, 0.0108, 4505.44, 45.0544
1831, -96.62, -0.9662, 1.02, 0.0102, 4408.44, 44.0844
1832, -96.58, -0.9658, 1.56, 0.0156, 4447.52, 44.4752
1833, -96.62, -0.9662, 1.44, 0.0144, 4391.76, 43.9176
1834, -96.58, -0.9658, 2.14, 0.0214, 4401.4, 44.014
1835, -96.66, -0.9666, 1.36, 0.0136, 4330.56, 43.3056
1836, -96.78, -0.9678, 1.16, 0.0116, 4418.96, 44.1896
1837, -96.82, -0.9682, 1.14, 0.0114, 4435, 44.35
1838, -96.78, -0.9678, 1.24, 0.0124, 4487.76, 44.8776
1839, -96.82, -0.9682, 1.28, 0.0128, 4496.32, 44.9632
1840, -96.82, -0.9682, 1.36, 0.0136, 4517.6, 45.176
1841, -96.7, -0.967, 1.98, 0.0198, 4443.88, 44.4388
1842, -96.7, -0.967, 1.78, 0.0178, 4395, 43.95
1843, -96.74, -0.9674, 1.78, 0.0178, 4424.52, 44.2452
1844, -96.74, -0.9674, 2.04, 0.0204, 4399.12, 43.9912
1845, -96.62, -0.9662, 2.06, 0.0206, 4391.56, 43.9156
1846, -96.58, -0.9658, 2.08, 0.0208, 4432, 44.32
1847, -96.5, -0.965, 2.36, 0.0236, 4376.88, 43.7688
1848, -96.58, -0.9658, 2.66, 0.0266, 4369.8, 43.698
1849, -96.54, -0.9654, 2.68, 0.0268, 4370.16, 43.7016
1850, -96.54, -0.9654, 2.84, 0.0284, 4341.52, 43.4152
1851, -96.5, -0.965, 2.96, 0.0296, 4304.72, 43.0472
1852, -96.46, -0.9646, 3.06, 0.0306, 4386.12, 43.8612
1853, -96.62, -0.9662, 3.14, 0.0314, 4390.2, 43.902
1854, -96.66, -0.9666, 2.84, 0.0284, 4402.16, 44.0216
1855, -96.7, -0.967, 3.38, 0.0338, 4488.52, 44.8852
1856, -96.7, -0.967, 3.46, 0.0346, 4525.32, 45.2532
1857, -96.66, -0.9666, 3.86, 0.0386, 4502.44, 45.0244
1858, -96.62, -0.9662, 3.96, 0.0396, 4454.4, 44.544
1859, -96.58, -0.9658, 4, 0.04, 4456.8, 44.568
1860, -96.62, -0.9662, 3.08, 0.0308, 4472.32, 44.7232
1861, -96.5, -0.965, 3.56, 0.0356, 4415.84, 44.1584
1862, -96.54, -0.9654, 3.3, 0.033, 4369.16, 43.6916
1863, -96.58, -0.9658, 3.4, 0.034, 4343.76, 43.4376
1864, -96.5, -0.965, 2.98, 0.0298, 4303.4, 43.034
1865, -96.58, -0.9658, 2.9, 0.029, 4350.68, 43.5068
1866, -96.62, -0.9662, 2.84, 0.0284, 4338.24, 43.3824
1867, -96.7, -0.967, 1.9, 0.019, 4347.48, 43.4748
1868, -96.7, -0.967, 2.26, 0.0226, 4335.4, 43.354
1869, -96.7, -0.967, 1.58, 0.0158, 4391.88, 43.9188
1870, -96.66, -0.9666, 1.3, 0.013, 4368.2, 43.682
1871, -96.54, -0.9654, 1.1, 0.011, 4370.2, 43.702
1872, -96.62, -0.9662, 1.56, 0.0156, 4370.88, 43.7088
1873, -96.54, -0.9654, 1.92, 0.0192, 4364.72, 43.6472
1874, -96.58, -0.9658, 1.68, 0.0168, 4331.68, 43.3168
1875, -96.62, -0.9662, 2.08, 0.0208, 4297.68, 42.9768
1876, -96.62, -0.9662, 2.86, 0.0286, 4333.88, 43.3388
1877, -96.66, -0.9666, 1.98, 0.0198, 4331.96, 43.3196
1878, -96.62, -0.9662, 2.32, 0.0232, 4343.36, 43.4336
1879, -96.58, -0.9658, 2.68, 0.0268, 4360.32, 43.6032
1880, -96.5, -0.965, 3.28, 0.0328, 4311.2, 43.112
1881, -96.46, -0.9646, 3.26, 0.0326, 4304.68, 43.0468
1882, -96.3, -0.963, 2.94, 0.0294, 4335.88, 43.3588
1883, -96.3, -0.963, 2.52, 0.0252, 4357.76, 43.5776
1884, -96.5, -0.965, 1.96, 0.0196, 4395.84, 43.9584
1885, -96.58, -0.9658, 2.4, 0.024, 4356.48, 43.5648
1886, -96.5, -0.965, 2.22, 0.0222, 4340.04, 43.4004
1887, -96.5, -0.965, 1.7, 0.017, 4385.96, 43.8596
1888, -96.54, -0.9654, 1.88, 0.0188, 4441.68, 44.4168
1889, -96.62, -0.9662, 2.42, 0.0242, 4496.44, 44.9644
1890, -96.54, -0.9654, 2.86, 0.0286, 4477.16, 44.7716
1891, -96.58, -0.9658, 2.82, 0.0282, 4521.08, 45.2108
1892, -96.58, -0.9658, 2.58, 0.0258, 4565.8, 45.658
1893, -96.7, -0.967, 2.06, 0.0206, 4600.6, 46.006
1894, -96.74, -0.9674, 1.78, 0.0178, 4595.72, 45.9572
1895, -96.7, -0.967, 1.74, 0.0174, 4664.92, 46.6492
1896, -96.54, -0.9654, 1.36, 0.0136, 4677.04, 46.7704
1897, -96.62, -0.9662, 1.54, 0.0154, 4574.36, 45.7436
1898, -96.74, -0.9674, 1.9, 0.019, 4609.64, 46.0964
1899, -96.74, -0.9674, 1.56, 0.0156, 4598.96, 45.9896
1900, -96.82, -0.9682, 1.7, 0.017, 4586.2, 45.862
1901, -96.78, -0.9678, 2.38, 0.0238, 4538.04, 45.3804
1902, -96.7, -0.967, 2.52, 0.0252, 4604.8, 46.048
1903, -96.82, -0.9682, 2.54, 0.0254, 4695.64, 46.9564
1904, -96.94, -0.9694, 2.2, 0.022, 4746.56, 47.4656
1905, -96.9, -0.969, 2.12, 0.0212, 4765.44, 47.6544
1906, -96.82, -0.9682, 2.24, 0.0224, 4749.04, 47.4904
1907, -96.86, -0.9686, 2.76, 0.0276, 4688.56, 46.8856
1908, -96.94, -0.9694, 3.24, 0.0324, 4643.52, 46.4352
1909, -96.86, -0.9686, 2.96, 0.0296, 4612.24, 46.1224
1910, -96.7, -0.967, 3.08, 0.0308, 4694.24, 46.9424
1911, -96.7, -0.967, 3.42, 0.0342, 4695.16, 46.9516
1912, -96.66, -0.9666, 3.56, 0.0356, 4646.64, 46.4664
1913, -96.7, -0.967, 3.84, 0.0384, 4708.4, 47.084
1914, -96.74, -0.9674, 3.42, 0.0342, 4729.56, 47.2956
1915, -96.7, -0.967, 3.58, 0.0358, 4709.72, 47.0972
1916, -96.66, -0.9666, 3.28, 0.0328, 4680, 46.8
1917, -96.62, -0.9662, 3.44, 0.0344, 4617.36, 46.1736
1918, -96.7, -0.967, 3.36, 0.0336, 4584.08, 45.8408
1919, -96.66, -0.9666, 3.68, 0.0368, 4574.64, 45.7464
1920, -96.5, -0.965, 4.08, 0.0408, 4560.48, 45.6048
1921, -96.54, -0.9654, 4, 0.04, 4568.4, 45.684
1922, -96.74, -0.9674, 3.88, 0.0388, 4580.56, 45.8056
1923, -96.66, -0.9666, 4.14, 0.0414, 4588.44, 45.8844
1924, -96.5, -0.965, 4.48, 0.0448, 4571.52, 45.7152
1925, -96.62, -0.9662, 4.7, 0.047, 4531.32, 45.3132
1926, -96.66, -0.9666, 5.04, 0.0504, 4552.88, 45.5288
1927, -96.7, -0.967, 4.36, 0.0436, 4651.44, 46.5144
1928, -96.74, -0.9674, 3.76, 0.0376, 4745.44, 47.4544
1929, -96.78, -0.9678, 4.18, 0.0418, 4760.68, 47.6068
1930, -96.86, -0.9686, 4.22, 0.0422, 4757.48, 47.5748
1931, -96.86, -0.9686, 4.18, 0.0418, 4751.48, 47.5148
1932, -96.9, -0.969, 4.2, 0.042, 4770.64, 47.7064
1933, -96.9, -0.969, 4.24, 0.0424, 4798.16, 47.9816
1934, -96.78, -0.9678, 4.48, 0.0448, 4799.44, 47.9944
1935, -96.86, -0.9686, 4, 0.04, 4768.32, 47.6832
1936, -96.86, -0.9686, 4.1, 0.041, 4832.12, 48.3212
1937, -96.86, -0.9686, 4.02, 0.0402, 4837.24, 48.3724
1938, -96.98, -0.9698, 4.22, 0.0422, 4885.8, 48.858
1939, -96.98, -0.9698, 3.38, 0.0338, 4876.04, 48.7604
1940, -96.94, -0.9694, 3.44, 0.0344, 4789.68, 47.8968
1941, -96.94, -0.9694, 3.36, 0.0336, 4807.2, 48.072
1942, -96.9, -0.969, 3.64, 0.0364, 4844.72, 48.4472
1943, -97.02, -0.9702, 3.16, 0.0316, 4842.56, 48.4256
1944, -97.06, -0.9706, 3.16, 0.0316, 4816.16, 48.1616
1945, -96.98, -0.9698, 3.16, 0.0316, 4820.96, 48.2096
1946, -97.06, -0.9706, 3.42, 0.0342, 4794.68, 47.9468
1947, -97.02, -0.9702, 3.94, 0.0394, 4791.16, 47.9116
1948, -97.02, -0.9702, 3.4, 0.034, 4731.6, 47.316
1949, -97.06, -0.9706, 3, 0.03, 4746, 47.46
1950, -97.02, -0.9702, 2.98, 0.0298, 4723.56, 47.2356
1951, -96.94, -0.9694, 3.62, 0.0362, 4660.76, 46.6076
1952, -96.98, -0.9698, 3.88, 0.0388, 4675.76, 46.7576
1953, -97.1, -0.971, 3.76, 0.0376, 4718.56, 47.1856
1954, -96.98, -0.9698, 3.82, 0.0382, 4673.48, 46.7348
1955, -96.98, -0.9698, 4.14, 0.0414, 4660.12, 46.6012
1956, -97.06, -0.9706, 4.24, 0.0424, 4632.48, 46.3248
1957, -96.86, -0.9686, 4.32, 0.0432, 4607.52, 46.0752
1958, -96.94, -0.9694, 4.76, 0.0476, 4641.44, 46.4144
1959, -96.98, -0.9698, 4.92, 0.0492, 4657.6, 46.576
