#t, E mean, E/N mean, M mean, M/N mean, M2 mean, M2/N mean
34, -92.14, -0.9214, -1.74, -0.0174, 1605, 16.05
35, -92.18, -0.9218, -0.3, -0.003, 1594.28, 15.9428
36, -92.06, -0.9206, -0.28, -0.0028, 1685.28, 16.8528
37, -92.26, -0.9226, -1.38, -0.0138, 1698.2, 16.982
38, -92.34, -0.9234, -1.5, -0.015, 1739.88, 17.3988
39, -92.46, -0.9246, -1.3, -0.013, 1767.64, 17.6764
40, -92.46, -0.9246, -1.08, -0.0108, 1792.72, 17.9272
41, -92.58, -0.9258, -0.48, -0.0048, 1818.16, 18.1816
42, -92.7, -0.927, -1.3, -0.013, 1927.4, 19.274
43, -92.94, -0.9294, -1.7, -0.017, 1975.96, 19.7596
44, -92.94, -0.9294, -1.92, -0.0192, 1996.8, 19.968
45, -92.98, -0.9298, -2.38, -0.0238, 2011.16, 20.1116
46, -93.02, -0.9302, -3.16, -0.0316, 2086.08, 20.8608
47, -93.1, -0.931, -3.8, -0.038, 2143.36, 21.4336
48, -93.3, -0.933, -3.6, -0.036, 2200, 22
49, -93.26, -0.9326, -3.42, -0.0342, 2190.6, 21.906
50, -93.46, -0.9346, -3.52, -0.0352, 2167.44, 21.6744
51, -93.46, -0.9346, -2.84, -0.0284, 2165.28, 21.6528
52, -93.62, -0.9362, -3.36, -0.0336, 2238.16, 22.3816
53, -93.78, -0.9378, -3.16, -0.0316, 2278.48, 22.7848
54, -93.98, -0.9398, -3.38, -0.0338, 2323, 23.23
55, -94.1, -0.941, -4.48, -0.0448, 2311.36, 23.1136
56, -94.06, -0.9406, -5.08, -0.0508, 2438.16, 24.3816
57, -94.14, -0.9414, -5.06, -0.0506, 2489, 24.89
58, -94.22, -0.9422, -5.52, -0.0552, 2520.64, 25.2064
59, -94.18, -0.9418, -5.9, -0.059, 2531.08, 25.3108
60, -94.34, -0.9434, -5.46, -0.0546, 2500.36, 25.0036
61, -94.38, -0.9438, -5.54, -0.0554, 2498.12, 24.9812
62, -94.46, -0.9446, -5.98, -0.0598, 2500.68, 25.0068
63, -94.42, -0.9442, -6.08, -0.0608, 2443.52, 24.4352
64, -94.46, -0.9446, -6.36, -0.0636, 2378.48, 23.7848
65, -94.54, -0.9454, -6.06, -0.0606, 2435.8, 24.358
66, -94.54, -0.9454, -5.06, -0.0506, 2451.56, 24.5156
67, -94.82, -0.9482, -4.8, -0.048, 2525.12, 25.2512
68, -94.82, -0.9482, -4.96, -0.0496, 2563.12, 25.6312
69, -94.82, -0.9482, -4.5, -0.045, 2596.52, 25.9652
70, -94.9, -0.949, -4.74, -0.0474, 2609.88, 26.0988
71, -94.86, -0.9486, -4.9, -0.049, 2648.84, 26.4884
72, -94.74, -0.9474, -4.7, -0.047, 2616.92, 26.1692
73, -94.66, -0.9466, -3.8, -0.038, 2622, 26.22
74, -94.78, -0.9478, -4.04, -0.0404, 2636.8, 26.368
75, -94.82, -0.9482, -4.02, -0.0402, 2636.6, 26.366
76, -94.78, -0.9478, -4.04, -0.0404, 2647.92, 26.4792
77, -94.7, -0.947, -4.12, -0.0412, 2684.4, 26.844
78, -94.7, -0.947, -4.34, -0.0434, 2624.36, 26.2436
79, -94.74, -0.9474, -4.8, -0.048, 2632.24, 26.3224
80, -94.74, -0.9474, -4.74, -0.0474, 2651.32, 26.5132
81, -94.86, -0.9486, -4.72, -0.0472, 2660.24, 26.6024
82, -94.9, -0.949, -5.12, -0.0512, 2678.48, 26.7848
83, -94.98, -0.9498, -5.18, -0.0518, 2676.84, 26.7684
84, -94.9, -0.949, -4.94, -0.0494, 2750.2, 27.502
85, -94.9, -0.949, -5.26, -0.0526, 2808.6, 28.086
86, -94.9, -0.949, -4.18, -0.0418, 2818.04, 28.1804
87, -94.94, -0.9494, -4.46, -0.0446, 2777.08, 27.7708
88, -95.02, -0.9502, -4.3, -0.043, 2807.08, 28.0708
89, -95.1, -0.951, -4.56, -0.0456, 2824.16, 28.2416
90, -95.22, -0.9522, -4.46, -0.0446, 2848.04, 28.4804
91, -95.22, -0.9522, -5.66, -0.0566, 2910.6, 29.106
92, -95.26, -0.9526, -5.36, -0.0536, 2849.68, 28.4968
93, -95.38, -0.9538, -6.06, -0.0606, 2835.56, 28.3556
94, -95.18, -0.9518, -6.12, -0.0612, 2838.56, 28.3856
95, -95.34, -0.9534, -6.42, -0.0642, 2898.68, 28.9868
96, -95.34, -0.9534, -6.76, -0.0676, 2909.12, 29.0912
97, -95.38, -0.9538, -6.92, -0.0692, 2966.64, 29.6664
98, -95.26, -0.9526, -7.18, -0.0718, 3055.48, 30.5548
99, -95.38, -0.9538, -7.04, -0.0704, 3054.56, 30.5456
100, -95.42, -0.9542, -7.22, -0.0722, 3042.52, 30.4252
101, -95.54, -0.9554, -7.26, -0.0726, 3104.2, 31.042
102, -95.54, -0.9554, -7.1, -0.071, 3096.6, 30.966
103, -95.5, -0.955, -7.42, -0.0742, 3109.96, 31.0996
104, -95.5, -0.955, -6.9, -0.069, 3142.04, 31.4204
105, -95.62, -0.9562, -6.86, -0.0686, 3190.44, 31.9044
106, -95.5, -0.955, -7.62, -0.0762, 3213.16, 32.1316
107, -95.46, -0.9546, -7.44, -0.0744, 3275.36, 32.7536
108, -95.5, -0.955, -8.44, -0.0844, 3357.12, 33.5712
109, -95.46, -0.9546, -9.06, -0.0906, 3367.88, 33.6788
110, -95.46, -0.9546, -8.8, -0.088, 3284.88, 32.8488
111, -95.5, -0.955, -8.5, -0.085, 3326.76, 33.2676
112, -95.5, -0.955, -8.18, -0.0818, 3381.72, 33.8172
113, -95.54, -0.9554, -8.56, -0.0856, 3364, 33.64
114, -95.62, -0.9562, -8.28, -0.0828, 3398.16, 33.9816
115, -95.54, -0.9554, -8.34, -0.0834, 3389.72, 33.8972
116, -95.58, -0.9558, -8.92, -0.0892, 3457.6, 34.576
117, -95.54, -0.9554, -9.16, -0.0916, 3517.04, 35.1704
118, -95.66, -0.9566, -9.64, -0.0964, 3522.96, 35.2296
119, -95.66, -0.9566, -10.76, -0.1076, 3544.88, 35.4488
120, -95.74, -0.9574, -10.76, -0.1076, 3567.52, 35.6752
121, -95.94, -0.9594, -10.62, -0.1062, 3538.92, 35.3892
122, -95.98, -0.9598, -10.24, -0.1024, 3552.48, 35.5248
123, -96.1, -0.961, -9.64, -0.0964, 3553.84, 35.5384
124, -96.1, -0.961, -10.08, -0.1008, 3626, 36.26
125, -96.26, -0.9626, -9.3, -0.093, 3604.76, 36.0476
126, -96.26, -0.9626, -9.14, -0.0914, 3622.52, 36.2252
127, -96.22, -0.9622, -8.94, -0.0894, 3663.24, 36.6324
128, -96.18, -0.9618, -8.72, -0.0872, 3695.92, 36.9592
129, -96.14, -0.9614, -8.32, -0.0832, 3726.4, 37.264
130, -96.1, -0.961, -8.26, -0.0826, 3741.48, 37.4148
131, -96.06, -0.9606, -8.18, -0.0818, 3719.64, 37.1964
132, -96.18, -0.9618, -8.12, -0.0812, 3778.96, 37.7896
133, -96.1, -0.961, -7.94, -0.0794, 3772.04, 37.7204
134, -96.18, -0.9618, -8.22, -0.0822, 3806.04, 38.0604
135, -96.26, -0.9626, -9.2, -0.092, 3832.16, 38.3216
136, -96.26, -0.9626, -9.24, -0.0924, 3784.88, 37.8488
137, -96.34, -0.9634, -9.68, -0.0968, 3832.32, 38.3232
138, -96.5, -0.965, -9.9, -0.099, 3930.36, 39.3036
139, -96.5, -0.965, -10.1, -0.101, 3956.84, 39.5684
140, -96.38, -0.9638, -10.06, -0.1006, 3932.84, 39.3284
141, -96.5, -0.965, -10.04, -0.1004, 3932, 39.32
142, -96.5, -0.965, -10.5, -0.105, 3913.48, 39.1348
143, -96.38, -0.9638, -9.94, -0.0994, 3979.08, 39.7908
144, -96.5, -0.965, -9.48, -0.0948, 4006.88, 40.0688
145, -96.58, -0.9658, -9.42, -0.0942, 4051.96, 40.5196
146, -96.62, -0.9662, -8.74, -0.0874, 3978.76, 39.7876
147, -96.62, -0.9662, -9.64, -0.0964, 4006.72, 40.0672
148, -96.58, -0.9658, -8.7, -0.087, 4016.76, 40.1676
149, -96.5, -0.965, -8.54, -0.0854, 4020.84, 40.2084
150, -96.46, -0.9646, -9.18, -0.0918, 4074.36, 40.7436
151, -96.42, -0.9642, -8.66, -0.0866, 4037.56, 40.3756
152, -96.46, -0.9646, -9.48, -0.0948, 3989.84, 39.8984
153, -96.34, -0.9634, -9.4, -0.094, 3965.92, 39.6592
154, -96.26, -0.9626, -8.84, -0.0884, 4042.64, 40.4264
155, -96.42, -0.9642, -8.82, -0.0882, 4074.12, 40.7412
156, -96.46, -0.9646, -9.26, -0.0926, 4123.32, 41.2332
157, -96.54, -0.9654, -9.18, -0.0918, 4163.16, 41.6316
158, -96.5, -0.965, -9.2, -0.092, 4198.72, 41.9872
159, -96.66, -0.9666, -9.36, -0.0936, 4221.12, 42.2112
160, -96.62, -0.9662, -9.58, -0.0958, 4203.56, 42.0356
161, -96.5, -0.965, -9.54, -0.0954, 4180.68, 41.8068
162, -96.38, -0.9638, -9.96, -0.0996, 4185.12, 41.8512
163, -96.38, -0.9638, -9.38, -0.0938, 4263.16, 42.6316
164, -96.54, -0.9654, -9.08, -0.0908, 4330.64, 43.3064
165, -96.5, -0.965, -9.88, -0.0988, 4394.32, 43.9432
166, -96.74, -0.9674, -9.8, -0.098, 4385.2, 43.852
167, -96.62, -0.9662, -9.62, -0.0962, 4402.84, 44.0284
168, -96.74, -0.9674, -9.4, -0.094, 4521.68, 45.2168
169, -96.58, -0.9658, -9.06, -0.0906, 4537.4, 45.374
170, -96.62, -0.9662, -9.74, -0.0974, 4504.36, 45.0436
171, -96.78, -0.9678, -10.28, -0.1028, 4477.76, 44.7776
172, -96.7, -0.967, -9.86, -0.0986, 4432.92, 44.3292
173, -96.78, -0.9678, -9.86, -0.0986, 4474.52, 44.7452
174, -96.58, -0.9658, -9.82, -0.0982, 4445.8, 44.458
175, -96.62, -0.9662, -10.44, -0.1044, 4446.72, 44.4672
176, -96.7, -0.967, -10.66, -0.1066, 4515.8, 45.158
177, -96.78, -0.9678, -10.68, -0.1068, 4623.92, 46.2392
178, -96.74, -0.9674, -10.3, -0.103, 4614.68, 46.1468
179, -96.74, -0.9674, -10.04, -0.1004, 4563.36, 45.6336
180, -96.78, -0.9678, -10.22, -0.1022, 4608.84, 46.0884
181, -96.66, -0.9666, -9.7, -0.097, 4618.76, 46.1876
182, -96.62, -0.9662, -10.02, -0.1002, 4560.36, 45.6036
183, -96.54, -0.9654, -9.64, -0.0964, 4579.92, 45.7992
184, -96.62, -0.9662, -9.9, -0.099, 4670.6, 46.706
185, -96.66, -0.9666, -9.6, -0.096, 4718.72, 47.1872
186, -96.74, -0.9674, -9.9, -0.099, 4769.32, 47.6932
187, -96.82, -0.9682, -9.76, -0.0976, 4707.04, 47.0704
188, -96.78, -0.9678, -9.5, -0.095, 4715, 47.15
189, -96.78, -0.9678, -9.8, -0.098, 4680.72, 46.8072
190, -96.74, -0.9674, -9.64, -0.0964, 4768.72, 47.6872
191, -96.7, -0.967, -9.92, -0.0992, 4738.16, 47.3816
192, -96.78, -0.9678, -10.06, -0.1006, 4746.12, 47.4612
193, -96.7, -0.967, -9.9, -0.099, 4813.32, 48.1332
194, -96.7, -0.967, -10.02, -0.1002, 4847, 48.47
195, -96.74, -0.9674, -10.48, -0.1048, 4846.32, 48.4632
196, -96.9, -0.969, -11.1, -0.111, 4930.36, 49.3036
197, -96.94, -0.9694, -10.58, -0.1058, 4960.84, 49.6084
198, -96.94, -0.9694, -10.74, -0.1074, 4931.48, 49.3148
199, -97.02, -0.9702, -11.18, -0.1118, 4924.84, 49.2484
200, -97.06, -0.9706, -10.72, -0.1072, 4938.96, 49.3896
201, -97.02, -0.9702, -10.8, -0.108, 4876.08, 48.7608
202, -96.98, -0.9698, -10.38, -0.1038, 4874.12, 48.7412
203, -96.98, -0.9698, -10.9, -0.109, 4879.72, 48.7972
204, -96.78, -0.9678, -10.86, -0.1086, 4912.92, 49.1292
205, -96.82, -0.9682, -10.42, -0.1042, 4943, 49.43
206, -96.86, -0.9686, -10.52, -0.1052, 4992.64, 49.9264
207, -96.86, -0.9686, -9.84, -0.0984, 4901.2, 49.012
208, -96.94, -0.9694, -10.1, -0.101, 4875.64, 48.7564
209, -96.94, -0.9694, -9.88, -0.0988, 4817.2, 48.172
210, -96.94, -0.9694, -9.7, -0.097, 4863.32, 48.6332
211, -96.9, -0.969, -9.48, -0.0948, 4878.16, 48.7816
212, -96.82, -0.9682, -9.58, -0.0958, 4866.92, 48.6692
213, -96.86, -0.9686, -9.2, -0.092, 4928.08, 49.2808
214, -96.78, -0.9678, -9.44, -0.0944, 4934.48, 49.3448
215, -96.86, -0.9686, -9.5, -0.095, 5006.44, 50.0644
216, -96.94, -0.9694, -9.66, -0.0966, 5019.8, 50.198
217, -96.9, -0.969, -9.72, -0.0972, 5035.44, 50.3544
218, -96.78, -0.9678, -9.96, -0.0996, 4977.28, 49.7728
219, -96.46, -0.9646, -9.78, -0.0978, 4952.84, 49.5284
220, -96.74, -0.9674, -9.2, -0.092, 5011.76, 50.1176
221, -96.82, -0.9682, -9.16, -0.0916, 5074.64, 50.7464
222, -96.82, -0.9682, -9.5, -0.095, 5073.08, 50.7308
223, -96.86, -0.9686, -9.62, -0.0962, 5095.8, 50.958
224, -96.94, -0.9694, -9.72, -0.0972, 5135.92, 51.3592
225, -97.02, -0.9702, -9.32, -0.0932, 5144.88, 51.4488
226, -96.98, -0.9698, -9.44, -0.0944, 5079.12, 50.7912
227, -96.94, -0.9694, -9.16, -0.0916, 5082.08, 50.8208
228, -96.9, -0.969, -9.56, -0.0956, 5065.04, 50.6504
229, -96.9, -0.969, -9.08, -0.0908, 5032.88, 50.3288
230, -96.94, -0.9694, -9.4, -0.094, 5084.64, 50.8464
231, -96.78, -0.9678, -9.22, -0.0922, 5070.04, 50.7004
232, -96.82, -0.9682, -9.5, -0.095, 5119.88, 51.1988
233, -96.7, -0.967, -9.74, -0.0974, 5175.56, 51.7556
234, -96.54, -0.9654, -9.34, -0.0934, 5118.92, 51.1892
235, -96.46, -0.9646, -9.02, -0.0902, 5122.28, 51.2228
236, -96.34, -0.9634, -8.38, -0.0838, 5093.32, 50.9332
237, -96.62, -0.9662, -8.7, -0.087, 5117.8, 51.178
238, -96.58, -0.9658, -8.6, -0.086, 5146.24, 51.4624
239, -96.5, -0.965, -8.22, -0.0822, 5057.64, 50.5764
240, -96.7, -0.967, -7.8, -0.078, 5099.52, 50.9952
241, -96.74, -0.9674, -7.96, -0.0796, 5013.68, 50.1368
242, -96.7, -0.967, -7.26, -0.0726, 4931.88, 49.3188
243, -96.66, -0.9666, -7.46, -0.0746, 4966.6, 49.666
244, -96.7, -0.967, -7.34, -0.0734, 4997.88, 49.9788
245, -96.7, -0.967, -7.86, -0.0786, 5039.8, 50.398
246, -96.66, -0.9666, -7.94, -0.0794, 5075.48, 50.7548
247, -96.74, -0.9674, -7.8, -0.078, 5069.6, 50.696
248, -96.78, -0.9678, -7.62, -0.0762, 5090.76, 50.9076
249, -96.7, -0.967, -7.44, -0.0744, 5113.92, 51.1392
250, -96.66, -0.9666, -7.5, -0.075, 5132.04, 51.3204
251, -96.62, -0.9662, -7.44, -0.0744, 5169.28, 51.6928
252, -96.58, -0.9658, -7.14, -0.0714, 5160.76, 51.6076
253, -96.74, -0.9674, -7.08, -0.0708, 5102.72, 51.0272
254, -96.78, -0.9678, -7.2, -0.072, 5120.4, 51.204
255, -96.74, -0.9674, -8.04, -0.0804, 5172.64, 51.7264
256, -96.74, -0.9674, -8.22, -0.0822, 5193.4, 51.934
257, -96.66, -0.9666, -7.42, -0.0742, 5256.68, 52.5668
258, -96.94, -0.9694, -8.04, -0.0804, 5221.76, 52.2176
259, -96.86, -0.9686, -8.2, -0.082, 5266.88, 52.6688
260, -96.94, -0.9694, -8.22, -0.0822, 5282.2, 52.822
261, -96.98, -0.9698, -8.46, -0.0846, 5276.12, 52.7612
262, -96.9, -0.969, -8.52, -0.0852, 5354.16, 53.5416
263, -96.98, -0.9698, -8.58, -0.0858, 5386.12, 53.8612
264, -96.94, -0.9694, -8.64, -0.0864, 5388.96, 53.8896
265, -97.06, -0.9706, -8.22, -0.0822, 5395.88, 53.9588
266, -97.1, -0.971, -7.92, -0.0792, 5444.88, 54.4488
267, -97.06, -0.9706, -8.12, -0.0812, 5427.6, 54.276
268, -97.1, -0.971, -8.02, -0.0802, 5409.56, 54.0956
269, -97.14, -0.9714, -8.3, -0.083, 5441.32, 54.4132
270, -97.1, -0.971, -8.82, -0.0882, 5351.4, 53.514
271, -97.1, -0.971, -8.92, -0.0892, 5350.64, 53.5064
272, -97.14, -0.9714, -8.66, -0.0866, 5368.28, 53.6828
273, -97.26, -0.9726, -9.04, -0.0904, 5302.56, 53.0256
274, -97.22, -0.9722, -8.62, -0.0862, 5342.52, 53.4252
275, -97.06, -0.9706, -8.72, -0.0872, 5246.64, 52.4664
276, -97.3, -0.973, -8.82, -0.0882, 5231.4, 52.314
277, -97.26, -0.9726, -8.78, -0.0878, 5247.4, 52.474
278, -97.22, -0.9722, -8.36, -0.0836, 5312.32, 53.1232
279, -97.14, -0.9714, -7.94, -0.0794, 5302.84, 53.0284
280, -97.26, -0.9726, -8.04, -0.0804, 5300.56, 53.0056
281, -97.3, -0.973, -7.62, -0.0762, 5240.12, 52.4012
282, -97.22, -0.9722, -7.82, -0.0782, 5293.88, 52.9388
283, -97.18, -0.9718, -8.42, -0.0842, 5294.92, 52.9492
284, -97.3, -0.973, -8.86, -0.0886, 5223.24, 52.2324
285, -97.22, -0.9722, -8.96, -0.0896, 5267.52, 52.6752
286, -97.14, -0.9714, -8.7, -0.087, 5270.36, 52.7036
287, -96.94, -0.9694, -8.52, -0.0852, 5261.28, 52.6128
288, -97.02, -0.9702, -9.18, -0.0918, 5279.16, 52.7916
289, -97.06, -0.9706, -8.76, -0.0876, 5297.6, 52.976
290, -97.02, -0.9702, -8.52, -0.0852, 5255.36, 52.5536
291, -97.06, -0.9706, -9.04, -0.0904, 5250.32, 52.5032
292, -97.1, -0.971, -9.48, -0.0948, 5264.72, 52.6472
293, -97.22, -0.9722, -9.38, -0.0938, 5270.52, 52.7052
294, -97.18, -0.9718, -9.36, -0.0936, 5286.24, 52.8624
295, -97.1, -0.971, -9.72, -0.0972, 5254, 52.54
296, -97.06, -0.9706, -9.92, -0.0992, 5225.52, 52.2552
297, -97.1, -0.971, -10.06, -0.1006, 5241.08, 52.4108
298, -97.1, -0.971, -9.88, -0.0988, 5227.12, 52.2712
299, -97.1, -0.971, -9.64, -0.0964, 5186.96, 51.8696
300, -97.1, -0.971, -9.96, -0.0996, 5228.32, 52.2832
301, -97.06, -0.9706, -9.94, -0.0994, 5232.04, 52.3204
302, -97.14, -0.9714, -9.3, -0.093, 5266.76, 52.6676
303, -96.98, -0.9698, -9.36, -0.0936, 5215.12, 52.1512
304, -96.9, -0.969, -9.24, -0.0924, 5201.36, 52.0136
305, -97.14, -0.9714, -9.38, -0.0938, 5172.68, 51.7268
306, -97.02, -0.9702, -9.54, -0.0954, 5170.76, 51.7076
307, -97.02, -0.9702, -9.72, -0.0972, 5221.12, 52.2112
308, -96.98, -0.9698, -9.56, -0.0956, 5253.68, 52.5368
309, -97.02, -0.9702, -9.96, -0.0996, 5200.4, 52.004
310, -96.86, -0.9686, -10.82, -0.1082, 5251.72, 52.5172
311, -96.78, -0.9678, -11.2, -0.112, 5263.44, 52.6344
312, -96.78, -0.9678, -10.76, -0.1076, 5269.28, 52.6928
313, -96.9, -0.969, -10.4, -0.104, 5256.72, 52.5672
314, -96.98, -0.9698, -10.1, -0.101, 5242.12, 52.4212
315, -96.98, -0.9698, -9.84, -0.0984, 5164.56, 51.6456
316, -96.78, -0.9678, -10.18, -0.1018, 5213.8, 52.138
317, -96.82, -0.9682, -10.28, -0.1028, 5158.8, 51.588
318, -96.78, -0.9678, -10.52, -0.1052, 5174.64, 51.7464
319, -96.82, -0.9682, -11.1, -0.111, 5177.88, 51.7788
320, -96.86, -0.9686, -10.34, -0.1034, 5161.4, 51.614
321, -96.86, -0.9686, -10.36, -0.1036, 5161.12, 51.6112
322, -97.02, -0.9702, -10.42, -0.1042, 5131.32, 51.3132
323, -96.9, -0.969, -9.8, -0.098, 5102.88, 51.0288
324, -97.02, -0.9702, -10.24, -0.1024, 5120.96, 51.2096
325, -96.86, -0.9686, -10.42, -0.1042, 5086.76, 50.8676
326, -96.94, -0.9694, -10.66, -0.1066, 5097.96, 50.9796
327, -97.06, -0.9706, -10.94, -0.1094, 5107.4, 51.074
328, -96.9, -0.969, -10.76, -0.1076, 5162, 51.62
329, -96.9, -0.969, -10.82, -0.1082, 5136.44, 51.3644
330, -96.94, -0.9694, -10.76, -0.1076, 5114.08, 51.1408
331, -96.86, -0.9686, -10.72, -0.1072, 5084.16, 50.8416
332, -96.82, -0.9682, -11.2, -0.112, 5090.8, 50.908
333, -96.86, -0.9686, -10.78, -0.1078, 5086.36, 50.8636
334, -96.82, -0.9682, -10.42, -0.1042, 5113.8, 51.138
335, -96.78, -0.9678, -10.88, -0.1088, 5103.76, 51.0376
336, -96.74, -0.9674, -11.38, -0.1138, 5088.04, 50.8804
337, -96.82, -0.9682, -10.92, -0.1092, 5113.6, 51.136
338, -96.9, -0.969, -11.04, -0.1104, 5116.88, 51.1688
339, -96.86, -0.9686, -11.02, -0.1102, 5135.24, 51.3524
340, -96.9, -0.969, -10.8, -0.108, 5176, 51.76
341, -96.94, -0.9694, -11.68, -0.1168, 5164.24, 51.6424
342, -96.94, -0.9694, -11.16, -0.1116, 5165.6, 51.656
343, -97.02, -0.9702, -10.6, -0.106, 5192.64, 51.9264
344, -97.06, -0.9706, -10.78, -0.1078, 5223.56, 52.2356
345, -97.06, -0.9706, -10.5, -0.105, 5241.64, 52.4164
346, -96.98, -0.9698, -10.08, -0.1008, 5172.8, 51.728
347, -96.98, -0.9698, -10.5, -0.105, 5200.28, 52.0028
348, -97.06, -0.9706, -10.28, -0.1028, 5207.12, 52.0712
349, -97.1, -0.971, -9.72, -0.0972, 5250, 52.5
350, -97.18, -0.9718, -9.94, -0.0994, 5324.68, 53.2468
351, -97.3, -0.973, -10.72, -0.1072, 5312.8, 53.128
352, -97.3, -0.973, -10.6, -0.106, 5395.2, 53.952
353, -97.22, -0.9722, -10.04, -0.1004, 5389.04, 53.8904
354, -97.22, -0.9722, -10, -0.1, 5342.56, 53.4256
355, -97.34, -0.9734, -10.38, -0.1038, 5339.56, 53.3956
356, -97.38, -0.9738, -9.62, -0.0962, 5380.6, 53.806
357, -97.34, -0.9734, -9.58, -0.0958, 5339.24, 53.3924
358, -97.34, -0.9734, -9.02, -0.0902, 5331.32, 53.3132
359, -97.3, -0.973, -9.28, -0.0928, 5316.96, 53.1696
360, -97.26, -0.9726, -9.04, -0.0904, 5325.12, 53.2512
361, -97.3, -0.973, -9.12, -0.0912, 5323.36, 53.2336
362, -97.26, -0.9726, -8.5, -0.085, 5271.56, 52.7156
363, -97.22, -0.9722, -8.54, -0.0854, 5274.6, 52.746
364, -97.22, -0.9722, -8.44, -0.0844, 5289.28, 52.8928
365, -97.22, -0.9722, -8.42, -0.0842, 5267.48, 52.6748
366, -97.22, -0.9722, -8.92, -0.0892, 5298.16, 52.9816
367, -97.18, -0.9718, -8.58, -0.0858, 5352.84, 53.5284
368, -97.22, -0.9722, -8.54, -0.0854, 5356.2, 53.562
369, -97.06, -0.9706, -8.3, -0.083, 5382.68, 53.8268
370, -97.02, -0.9702, -8.72, -0.0872, 5361.2, 53.612
371, -96.98, -0.9698, -8.38, -0.0838, 5340.52, 53.4052
372, -97.06, -0.9706, -8.44, -0.0844, 5430.16, 54.3016
373, -97.26, -0.9726, -9.22, -0.0922, 5440.36, 54.4036
374, -97.26, -0.9726, -9.16, -0.0916, 5406.72, 54.0672
375, -97.18, -0.9718, -9.18, -0.0918, 5423.64, 54.2364
376, -97.18, -0.9718, -9.42, -0.0942, 5459.88, 54.5988
377, -97.1, -0.971, -9.5, -0.095, 5465.96, 54.6596
378, -97.02, -0.9702, -9.04, -0.0904, 5429.92, 54.2992
379, -96.74, -0.9674, -8.92, -0.0892, 5419.2, 54.192
380, -96.86, -0.9686, -9.16, -0.0916, 5512.64, 55.1264
381, -96.94, -0.9694, -9.26, -0.0926, 5479.72, 54.7972
382, -96.94, -0.9694, -8.66, -0.0866, 5444.52, 54.4452
383, -96.86, -0.9686, -8.26, -0.0826, 5398.44, 53.9844
384, -97.02, -0.9702, -8.46, -0.0846, 5464.6, 54.646
385, -96.94, -0.9694, -8.58, -0.0858, 5478.28, 54.7828
386, -97.14, -0.9714, -8.68, -0.0868, 5506.08, 55.0608
387, -97.18, -0.9718, -8.08, -0.0808, 5500.56, 55.0056
388, -97.14, -0.9714, -8.08, -0.0808, 5491.84, 54.9184
389, -97.14, -0.9714, -8.34, -0.0834, 5505.32, 55.0532
390, -97.02, -0.9702, -8.5, -0.085, 5468.6, 54.686
391, -97.14, -0.9714, -8.22, -0.0822, 5421.72, 54.2172
392, -97.14, -0.9714, -8.04, -0.0804, 5420.56, 54.2056
393, -97.22, -0.9722, -8.54, -0.0854, 5428.52, 54.2852
