#t, E mean, E/N mean, M mean, M/N mean, M2 mean, M2/N mean
0, -5.74, -0.574, -0.46, -0.046, 33.24, 3.324
1, -6.9, -0.69, -0.52, -0.052, 51.52, 5.152
2, -7.66, -0.766, -0.7, -0.07, 62.6, 6.26
3, -8.06, -0.806, -0.74, -0.074, 69.24, 6.924
4, -8.38, -0.838, -1.28, -0.128, 75.28, 7.528
5, -8.74, -0.874, -1.66, -0.166, 82.68, 8.268
6, -8.82, -0.882, -2.04, -0.204, 88.56, 8.856
7, -9.06, -0.906, -1.46, -0.146, 90.36, 9.036
8, -9.34, -0.934, -1.8, -0.18, 97.84, 9.784
9, -9.62, -0.962, -1.98, -0.198, 110.36, 11.036
10, -9.74, -0.974, -1.86, -0.186, 113.96, 11.396
11, -9.86, -0.986, -1.88, -0.188, 116.24, 11.624
12, -9.94, -0.994, -1.74, -0.174, 117.56, 11.756
13, -10.02, -1.002, -1.8, -0.18, 117.68, 11.768
14, -10.1, -1.01, -1.9, -0.19, 120.12, 12.012
15, -10.1, -1.01, -2.02, -0.202, 120.6, 12.06
16, -10.14, -1.014, -2.08, -0.208, 121.04, 12.104
17, -10.26, -1.026, -2.2, -0.22, 127.04, 12.704
18, -10.26, -1.026, -2.16, -0.216, 123.76, 12.376
19, -10.26, -1.026, -2.12, -0.212, 122.56, 12.256
20, -10.22, -1.022, -2.28, -0.228, 123.28, 12.328
21, -10.3, -1.03, -2.32, -0.232, 124, 12.4
22, -10.34, -1.034, -2.44, -0.244, 125.92, 12.592
23, -10.3, -1.03, -2.3, -0.23, 123.32, 12.332
24, -10.34, -1.034, -2.26, -0.226, 123.24, 12.324
25, -10.38, -1.038, -2.32, -0.232, 124.88, 12.488
26, -10.38, -1.038, -2.36, -0.236, 125.76, 12.576
27, -10.38, -1.038, -2.24, -0.224, 124.32, 12.432
28, -10.38, -1.038, -2.26, -0.226, 124.68, 12.468
29, -10.42, -1.042, -2.3, -0.23, 125.8, 12.58
30, -10.42, -1.042, -2.22, -0.222, 126.04, 12.604
31, -10.54, -1.054, -2.14, -0.214, 127.8, 12.78
32, -10.54, -1.054, -2.06, -0.206, 128.28, 12.828
33, -10.54, -1.054, -2, -0.2, 129.12, 12.912
34, -10.54, -1.054, -1.9, -0.19, 132.12, 13.212
35, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
36, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
37, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
38, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
39, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
40, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
41, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
42, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
43, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
44, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
45, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
46, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
47, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
48, -10.58, -1.058, -1.88, -0.188, 132.96, 13.296
49, -10.54, -1.054, -1.8, -0.18, 132.64, 13.264
50, -10.54, -1.054, -1.82, -0.182, 132.6, 13.26
51, -10.5, -1.05, -1.84, -0.184, 132.4, 13.24
52, -10.5, -1.05, -1.84, -0.184, 132.32, 13.232
53, -10.54, -1.054, -1.8, -0.18, 132.64, 13.264
54, -10.5, -1.05, -1.78, -0.178, 132.28, 13.228
55, -10.5, -1.05, -1.8, -0.18, 131.76, 13.176
56, -10.46, -1.046, -1.72, -0.172, 130.96, 13.096
57, -10.46, -1.046, -1.7, -0.17, 130.44, 13.044
58, -10.42, -1.042, -1.74, -0.174, 129.16, 12.916
59, -10.46, -1.046, -1.6, -0.16, 127.6, 12.76
60, -10.5, -1.05, -1.52, -0.152, 128.72, 12.872
61, -10.5, -1.05, -1.56, -0.156, 127.92, 12.792
62, -10.54, -1.054, -1.56, -0.156, 128.16, 12.816
63, -10.54, -1.054, -1.58, -0.158, 127.96, 12.796
64, -10.54, -1.054, -1.58, -0.158, 127.96, 12.796
65, -10.54, -1.054, -1.5, -0.15, 129.24, 12.924
66, -10.58, -1.058, -1.48, -0.148, 129.76, 12.976
67, -10.58, -1.058, -1.48, -0.148, 129.76, 12.976
68, -10.54, -1.054, -1.46, -0.146, 129.24, 12.924
69, -10.54, -1.054, -1.46, -0.146, 129.24, 12.924
70, -10.54, -1.054, -1.44, -0.144, 128.8, 12.88
71, -10.5, -1.05, -1.44, -0.144, 128.56, 12.856
72, -10.54, -1.054, -1.44, -0.144, 128.48, 12.848
73, -10.54, -1.054, -1.46, -0.146, 129.08, 12.908
74, -10.5, -1.05, -1.4, -0.14, 128.8, 12.88
75, -10.5, -1.05, -1.44, -0.144, 129.2, 12.92
76, -10.54, -1.054, -1.44, -0.144, 128.48, 12.848
77, -10.5, -1.05, -1.42, -0.142, 128.12, 12.812
78, -10.5, -1.05, -1.32, -0.132, 126.96, 12.696
79, -10.46, -1.046, -1.24, -0.124, 124, 12.4
80, -10.46, -1.046, -1.28, -0.128, 124.08, 12.408
81, -10.46, -1.046, -1.24, -0.124, 122.8, 12.28
82, -10.5, -1.05, -1.24, -0.124, 122, 12.2
83, -10.54, -1.054, -1.26, -0.126, 121.56, 12.156
84, -10.54, -1.054, -1.26, -0.126, 121.56, 12.156
85, -10.54, -1.054, -1.3, -0.13, 121.4, 12.14
86, -10.54, -1.054, -1.36, -0.136, 120.8, 12.08
87, -10.54, -1.054, -1.38, -0.138, 120.76, 12.076
88, -10.5, -1.05, -1.34, -0.134, 120.6, 12.06
89, -10.5, -1.05, -1.32, -0.132, 120.4, 12.04
90, -10.42, -1.042, -1.38, -0.138, 118.6, 11.86
91, -10.46, -1.046, -1.34, -0.134, 119.88, 11.988
92, -10.42, -1.042, -1.44, -0.144, 120.88, 12.088
93, -10.46, -1.046, -1.52, -0.152, 121.2, 12.12
94, -10.46, -1.046, -1.62, -0.162, 121, 12.1
95, -10.42, -1.042, -1.7, -0.17, 122.92, 12.292
96, -10.46, -1.046, -1.7, -0.17, 121.4, 12.14
97, -10.42, -1.042, -1.64, -0.164, 121.36, 12.136
98, -10.46, -1.046, -1.54, -0.154, 120.44, 12.044
99, -10.46, -1.046, -1.42, -0.142, 121.4, 12.14
100, -10.46, -1.046, -1.36, -0.136, 122, 12.2
101, -10.5, -1.05, -1.42, -0.142, 123, 12.3
102, -10.5, -1.05, -1.42, -0.142, 123.8, 12.38
103, -10.54, -1.054, -1.4, -0.14, 125.28, 12.528
104, -10.54, -1.054, -1.44, -0.144, 126.56, 12.656
105, -10.54, -1.054, -1.4, -0.14, 125.28, 12.528
106, -10.54, -1.054, -1.38, -0.138, 124.76, 12.476
107, -10.54, -1.054, -1.36, -0.136, 124.32, 12.432
108, -10.54, -1.054, -1.34, -0.134, 123.96, 12.396
109, -10.46, -1.046, -1.3, -0.13, 123.16, 12.316
110, -10.46, -1.046, -1.28, -0.128, 123.28, 12.328
111, -10.42, -1.042, -1.28, -0.128, 121.04, 12.104
112, -10.46, -1.046, -1.26, -0.126, 120.92, 12.092
113, -10.46, -1.046, -1.36, -0.136, 118.32, 11.832
114, -10.42, -1.042, -1.26, -0.126, 116.2, 11.62
115, -10.42, -1.042, -1.24, -0.124, 116.24, 11.624
116, -10.42, -1.042, -1.14, -0.114, 118.12, 11.812
117, -10.46, -1.046, -1.06, -0.106, 118.84, 11.884
118, -10.46, -1.046, -1.18, -0.118, 117.88, 11.788
119, -10.5, -1.05, -1.16, -0.116, 119.44, 11.944
120, -10.5, -1.05, -1.2, -0.12, 117.28, 11.728
121, -10.46, -1.046, -1.22, -0.122, 118.2, 11.82
122, -10.46, -1.046, -1.22, -0.122, 119.56, 11.956
123, -10.5, -1.05, -1.26, -0.126, 119.48, 11.948
124, -10.5, -1.05, -1.36, -0.136, 116.08, 11.608
125, -10.46, -1.046, -1.4, -0.14, 115.12, 11.512
126, -10.5, -1.05, -1.42, -0.142, 116.44, 11.644
127, -10.5, -1.05, -1.48, -0.148, 114.96, 11.496
128, -10.42, -1.042, -1.58, -0.158, 112.92, 11.292
129, -10.46, -1.046, -1.74, -0.174, 112.52, 11.252
130, -10.46, -1.046, -1.68, -0.168, 113.2, 11.32
131, -10.46, -1.046, -1.64, -0.164, 113.12, 11.312
132, -10.46, -1.046, -1.56, -0.156, 112.72, 11.272
133, -10.5, -1.05, -1.56, -0.156, 112.16, 11.216
134, -10.5, -1.05, -1.56, -0.156, 112.08, 11.208
135, -10.54, -1.054, -1.5, -0.15, 113.4, 11.34
136, -10.5, -1.05, -1.54, -0.154, 112.44, 11.244
137, -10.5, -1.05, -1.66, -0.166, 110.04, 11.004
138, -10.46, -1.046, -1.68, -0.168, 109.68, 10.968
139, -10.46, -1.046, -1.7, -0.17, 108.92, 10.892
140, -10.38, -1.038, -1.66, -0.166, 106.28, 10.628
141, -10.38, -1.038, -1.66, -0.166, 107.72, 10.772
142, -10.38, -1.038, -1.56, -0.156, 106.96, 10.696
143, -10.42, -1.042, -1.48, -0.148, 108.48, 10.848
144, -10.46, -1.046, -1.48, -0.148, 110.16, 11.016
145, -10.46, -1.046, -1.42, -0.142, 109.24, 10.924
146, -10.42, -1.042, -1.46, -0.146, 109.4, 10.94
147, -10.42, -1.042, -1.28, -0.128, 109.52, 10.952
148, -10.46, -1.046, -1.32, -0.132, 111.28, 11.128
149, -10.54, -1.054, -1.36, -0.136, 111.84, 11.184
150, -10.54, -1.054, -1.32, -0.132, 111.84, 11.184
151, -10.5, -1.05, -1.32, -0.132, 111.6, 11.16
152, -10.5, -1.05, -1.36, -0.136, 110.64, 11.064
153, -10.5, -1.05, -1.42, -0.142, 109.4, 10.94
154, -10.5, -1.05, -1.5, -0.15, 108.6, 10.86
155, -10.38, -1.038, -1.54, -0.154, 107.72, 10.772
156, -10.38, -1.038, -1.52, -0.152, 108.32, 10.832
157, -10.42, -1.042, -1.68, -0.168, 106.4, 10.64
158, -10.42, -1.042, -1.72, -0.172, 106.72, 10.672
159, -10.34, -1.034, -1.7, -0.17, 105.64, 10.564
160, -10.38, -1.038, -1.66, -0.166, 105.64, 10.564
161, -10.38, -1.038, -1.78, -0.178, 106.68, 10.668
162, -10.34, -1.034, -1.88, -0.188, 107.68, 10.768
163, -10.34, -1.034, -1.82, -0.182, 105.8, 10.58
164, -10.38, -1.038, -1.82, -0.182, 107.24, 10.724
165, -10.42, -1.042, -1.8, -0.18, 107.44, 10.744
166, -10.42, -1.042, -1.76, -0.176, 107.76, 10.776
167, -10.42, -1.042, -1.84, -0.184, 107.36, 10.736
168, -10.42, -1.042, -1.82, -0.182, 105.24, 10.524
169, -10.42, -1.042, -1.86, -0.186, 104.04, 10.404
170, -10.46, -1.046, -1.84, -0.184, 103.6, 10.36
171, -10.46, -1.046, -1.9, -0.19, 104.2, 10.42
172, -10.5, -1.05, -1.88, -0.188, 104.08, 10.408
173, -10.5, -1.05, -1.86, -0.186, 103.96, 10.396
174, -10.54, -1.054, -1.84, -0.184, 103.84, 10.384
175, -10.54, -1.054, -1.86, -0.186, 103.96, 10.396
176, -10.54, -1.054, -1.84, -0.184, 104.16, 10.416
177, -10.54, -1.054, -1.84, -0.184, 104.16, 10.416
178, -10.54, -1.054, -1.84, -0.184, 104.16, 10.416
179, -10.54, -1.054, -1.84, -0.184, 104.16, 10.416
180, -10.58, -1.058, -1.88, -0.188, 104.16, 10.416
181, -10.58, -1.058, -1.88, -0.188, 104.16, 10.416
182, -10.54, -1.054, -1.9, -0.19, 103.64, 10.364
183, -10.58, -1.058, -1.88, -0.188, 104.16, 10.416
184, -10.54, -1.054, -1.84, -0.184, 104.16, 10.416
185, -10.5, -1.05, -1.8, -0.18, 104.4, 10.44
186, -10.54, -1.054, -1.82, -0.182, 104.28, 10.428
187, -10.54, -1.054, -1.78, -0.178, 104.76, 10.476
188, -10.5, -1.05, -1.8, -0.18, 104.24, 10.424
189, -10.5, -1.05, -1.92, -0.192, 102.8, 10.28
190, -10.46, -1.046, -1.94, -0.194, 101.88, 10.188
191, -10.5, -1.05, -1.94, -0.194, 102.36, 10.236
192, -10.54, -1.054, -1.98, -0.198, 102.36, 10.236
193, -10.54, -1.054, -2.02, -0.202, 102.2, 10.22
194, -10.54, -1.054, -1.98, -0.198, 102.36, 10.236
195, -10.54, -1.054, -2.06, -0.206, 102.36, 10.236
196, -10.54, -1.054, -2.06, -0.206, 102.36, 10.236
197, -10.54, -1.054, -2.04, -0.204, 102.24, 10.224
198, -10.5, -1.05, -2.04, -0.204, 102.48, 10.248
199, -10.5, -1.05, -2.02, -0.202, 102.52, 10.252
200, -10.5, -1.05, -2.06, -0.206, 102.52, 10.252
201, -10.54, -1.054, -2, -0.2, 102.24, 10.224
202, -10.5, -1.05, -2.02, -0.202, 102.04, 10.204
203, -10.54, -1.054, -2.04, -0.204, 102.24, 10.224
204, -10.54, -1.054, -2.04, -0.204, 102.24, 10.224
205, -10.58, -1.058, -2.08, -0.208, 102.56, 10.256
206, -10.58, -1.058, -2.08, -0.208, 102.56, 10.256
207, -10.58, -1.058, -2.08, -0.208, 102.56, 10.256
208, -10.58, -1.058, -2.08, -0.208, 102.56, 10.256
209, -10.58, -1.058, -2.08, -0.208, 102.56, 10.256
210, -10.58, -1.058, -2.08, -0.208, 102.56, 10.256
211, -10.54, -1.054, -2.06, -0.206, 102.52, 10.252
212, -10.54, -1.054, -1.98, -0.198, 103.16, 10.316
213, -10.54, -1.054, -2.06, -0.206, 102.52, 10.252
214, -10.58, -1.058, -2.08, -0.208, 102.56, 10.256
215, -10.58, -1.058, -2.08, -0.208, 102.56, 10.256
216, -10.58, -1.058, -2.08, -0.208, 102.56, 10.256
217, -10.54, -1.054, -2.02, -0.202, 102.68, 10.268
218, -10.54, -1.054, -2.02, -0.202, 102.68, 10.268
219, -10.54, -1.054, -2, -0.2, 102.88, 10.288
220, -10.54, -1.054, -1.9, -0.19, 105.08, 10.508
221, -10.54, -1.054, -1.92, -0.192, 104.48, 10.448
222, -10.58, -1.058, -1.88, -0.188, 105.76, 10.576
223, -10.54, -1.054, -1.9, -0.19, 105.24, 10.524
224, -10.58, -1.058, -1.88, -0.188, 105.76, 10.576
225, -10.58, -1.058, -1.88, -0.188, 105.76, 10.576
226, -10.54, -1.054, -1.86, -0.186, 105.56, 10.556
227, -10.54, -1.054, -1.84, -0.184, 104.48, 10.448
228, -10.54, -1.054, -1.84, -0.184, 104.48, 10.448
229, -10.5, -1.05, -1.78, -0.178, 103.48, 10.348
230, -10.46, -1.046, -1.7, -0.17, 102.6, 10.26
231, -10.46, -1.046, -1.74, -0.174, 102.36, 10.236
232, -10.46, -1.046, -1.78, -0.178, 103, 10.3
233, -10.42, -1.042, -1.72, -0.172, 103.44, 10.344
234, -10.46, -1.046, -1.7, -0.17, 102.92, 10.292
235, -10.5, -1.05, -1.7, -0.17, 102.2, 10.22
236, -10.5, -1.05, -1.74, -0.174, 102.2, 10.22
237, -10.5, -1.05, -1.68, -0.168, 102.32, 10.232
238, -10.54, -1.054, -1.72, -0.172, 102.24, 10.224
239, -10.54, -1.054, -1.72, -0.172, 102.24, 10.224
240, -10.54, -1.054, -1.72, -0.172, 102.24, 10.224
241, -10.54, -1.054, -1.7, -0.17, 102.36, 10.236
242, -10.54, -1.054, -1.76, -0.176, 102.24, 10.224
243, -10.54, -1.054, -1.74, -0.174, 102.2, 10.22
244, -10.54, -1.054, -1.7, -0.17, 102.2, 10.22
245, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
246, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
247, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
248, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
249, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
250, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
251, -10.54, -1.054, -1.64, -0.164, 101.6, 10.16
252, -10.54, -1.054, -1.64, -0.164, 101.6, 10.16
253, -10.54, -1.054, -1.62, -0.162, 101.24, 10.124
254, -10.54, -1.054, -1.62, -0.162, 101.24, 10.124
255, -10.54, -1.054, -1.62, -0.162, 101.24, 10.124
256, -10.54, -1.054, -1.66, -0.166, 102.04, 10.204
257, -10.54, -1.054, -1.64, -0.164, 101.6, 10.16
258, -10.54, -1.054, -1.62, -0.162, 101.24, 10.124
259, -10.54, -1.054, -1.66, -0.166, 102.04, 10.204
260, -10.54, -1.054, -1.64, -0.164, 101.6, 10.16
261, -10.54, -1.054, -1.66, -0.166, 102.04, 10.204
262, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
263, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
264, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
265, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
266, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
267, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
268, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
269, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
270, -10.58, -1.058, -1.68, -0.168, 102.56, 10.256
271, -10.54, -1.054, -1.62, -0.162, 102.2, 10.22
272, -10.54, -1.054, -1.62, -0.162, 102.2, 10.22
273, -10.54, -1.054, -1.62, -0.162, 102.2, 10.22
274, -10.5, -1.05, -1.64, -0.164, 102, 10.2
275, -10.54, -1.054, -1.64, -0.164, 101.92, 10.192
276, -10.54, -1.054, -1.62, -0.162, 101.72, 10.172
277, -10.54, -1.054, -1.56, -0.156, 101.6, 10.16
278, -10.54, -1.054, -1.58, -0.158, 101.56, 10.156
279, -10.46, -1.046, -1.48, -0.148, 100.24, 10.024
280, -10.46, -1.046, -1.48, -0.148, 99.92, 9.992
281, -10.46, -1.046, -1.38, -0.138, 99.8, 9.98
282, -10.5, -1.05, -1.26, -0.126, 100.76, 10.076
283, -10.46, -1.046, -1.22, -0.122, 101.08, 10.108
284, -10.54, -1.054, -1.22, -0.122, 102.2, 10.22
285, -10.54, -1.054, -1.22, -0.122, 102.2, 10.22
286, -10.54, -1.054, -1.16, -0.116, 102.56, 10.256
287, -10.54, -1.054, -1.14, -0.114, 102.84, 10.284
288, -10.54, -1.054, -1.16, -0.116, 102.56, 10.256
289, -10.5, -1.05, -1.12, -0.112, 102.64, 10.264
290, -10.46, -1.046, -1.12, -0.112, 104.24, 10.424
291, -10.46, -1.046, -1.02, -0.102, 103.72, 10.372
292, -10.54, -1.054, -0.94, -0.094, 104.44, 10.444
293, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
294, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
295, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
296, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
297, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
298, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
299, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
300, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
301, -10.54, -1.054, -0.86, -0.086, 105.56, 10.556
302, -10.54, -1.054, -0.84, -0.084, 105.44, 10.544
303, -10.54, -1.054, -0.86, -0.086, 105.56, 10.556
304, -10.5, -1.05, -0.78, -0.078, 105.24, 10.524
305, -10.5, -1.05, -0.8, -0.08, 105.36, 10.536
306, -10.54, -1.054, -0.8, -0.08, 105.44, 10.544
307, -10.54, -1.054, -0.86, -0.086, 105.56, 10.556
308, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
309, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
310, -10.54, -1.054, -0.86, -0.086, 105.56, 10.556
311, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
312, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
313, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
314, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
315, -10.54, -1.054, -0.9, -0.09, 106.04, 10.604
316, -10.54, -1.054, -0.86, -0.086, 105.56, 10.556
317, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
318, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
319, -10.58, -1.058, -0.88, -0.088, 105.76, 10.576
320, -10.54, -1.054, -0.84, -0.084, 105.12, 10.512
321, -10.5, -1.05, -0.88, -0.088, 104.88, 10.488
322, -10.46, -1.046, -0.78, -0.078, 103.56, 10.356
323, -10.5, -1.05, -0.86, -0.086, 104.6, 10.46
324, -10.5, -1.05, -0.92, -0.092, 104.08, 10.408
325, -10.5, -1.05, -0.94, -0.094, 104.28, 10.428
326, -10.5, -1.05, -0.98, -0.098, 103.64, 10.364
327, -10.46, -1.046, -1.06, -0.106, 102.44, 10.244
328, -10.5, -1.05, -1, -0.1, 103.44, 10.344
329, -10.46, -1.046, -0.96, -0.096, 103.44, 10.344
330, -10.5, -1.05, -0.96, -0.096, 103.92, 10.392
331, -10.54, -1.054, -0.94, -0.094, 104.44, 10.444
332, -10.54, -1.054, -0.92, -0.092, 104.8, 10.48
333, -10.5, -1.05, -0.9, -0.09, 104.44, 10.444
334, -10.5, -1.05, -0.8, -0.08, 104.24, 10.424
335, -10.54, -1.054, -0.8, -0.08, 104.8, 10.48
336, -10.54, -1.054, -0.78, -0.078, 104.76, 10.476
337, -10.54, -1.054, -0.74, -0.074, 104.92, 10.492
338, -10.54, -1.054, -0.72, -0.072, 105.12, 10.512
339, -10.54, -1.054, -0.72, -0.072, 105.12, 10.512
340, -10.5, -1.05, -0.78, -0.078, 104.44, 10.444
341, -10.5, -1.05, -0.76, -0.076, 104.56, 10.456
342, -10.46, -1.046, -0.66, -0.066, 103.16, 10.316
343, -10.5, -1.05, -0.64, -0.064, 103.12, 10.312
344, -10.46, -1.046, -0.76, -0.076, 103.28, 10.328
345, -10.42, -1.042, -0.68, -0.068, 102.88, 10.288
346, -10.42, -1.042, -0.58, -0.058, 102.92, 10.292
347, -10.46, -1.046, -0.72, -0.072, 103.6, 10.36
348, -10.42, -1.042, -0.6, -0.06, 102.16, 10.216
349, -10.42, -1.042, -0.5, -0.05, 101.88, 10.188
350, -10.42, -1.042, -0.36, -0.036, 101.44, 10.144
351, -10.46, -1.046, -0.48, -0.048, 102.56, 10.256
352, -10.46, -1.046, -0.28, -0.028, 102.88, 10.288
353, -10.46, -1.046, -0.38, -0.038, 104.52, 10.452
354, -10.46, -1.046, -0.52, -0.052, 102.64, 10.264
355, -10.46, -1.046, -0.62, -0.062, 102.44, 10.244
356, -10.46, -1.046, -0.6, -0.06, 102.8, 10.28
357, -10.5, -1.05, -0.62, -0.062, 104.6, 10.46
358, -10.5, -1.05, -0.6, -0.06, 105.04, 10.504
359, -10.54, -1.054, -0.5, -0.05, 106.84, 10.684
360, -10.54, -1.054, -0.5, -0.05, 106.84, 10.684
361, -10.5, -1.05, -0.48, -0.048, 105.76, 10.576
362, -10.5, -1.05, -0.48, -0.048, 105.2, 10.52
363, -10.5, -1.05, -0.5, -0.05, 106.04, 10.604
364, -10.5, -1.05, -0.48, -0.048, 105.76, 10.576
365, -10.46, -1.046, -0.46, -0.046, 105.96, 10.596
366, -10.54, -1.054, -0.42, -0.042, 106.04, 10.604
367, -10.5, -1.05, -0.34, -0.034, 104.44, 10.444
368, -10.5, -1.05, -0.3, -0.03, 104.12, 10.412
369, -10.54, -1.054, -0.34, -0.034, 105.4, 10.54
370, -10.54, -1.054, -0.32, -0.032, 105.44, 10.544
371, -10.54, -1.054, -0.32, -0.032, 105.44, 10.544
372, -10.5, -1.05, -0.32, -0.032, 105.36, 10.536
373, -10.5, -1.05, -0.24, -0.024, 105.68, 10.568
374, -10.46, -1.046, -0.1, -0.01, 106.36, 10.636
375, -10.5, -1.05, -0.04, -0.004, 108.64, 10.864
376, -10.46, -1.046, 0, 2.33147e-17, 108.88, 10.888
377, -10.5, -1.05, 0.06, 0.006, 109.4, 10.94
378, -10.5, -1.05, 0.04, 0.004, 109.84, 10.984
379, -10.5, -1.05, 0.04, 0.004, 110.16, 11.016
380, -10.54, -1.054, 0.06, 0.006, 110.84, 11.084
381, -10.54, -1.054, 0.02, 0.002, 110.36, 11.036
382, -10.54, -1.054, 0.04, 0.004, 110.56, 11.056
383, -10.54, -1.054, 0.02, 0.002, 110.36, 11.036
384, -10.5, -1.05, -0.08, -0.008, 109.84, 10.984
385, -10.5, -1.05, -0.04, -0.004, 109.68, 10.968
386, -10.54, -1.054, -0.04, -0.004, 110.24, 11.024
387, -10.54, -1.054, -0.06, -0.006, 110.36, 11.036
388, -10.54, -1.054, -0.06, -0.006, 110.36, 11.036
389, -10.5, -1.05, -0.08, -0.008, 110.16, 11.016
390, -10.46, -1.046, -0.14, -0.014, 109.72, 10.972
391, -10.42, -1.042, -0.1, -0.01, 109.72, 10.972
392, -10.46, -1.046, -0.12, -0.012, 110.24, 11.024
393, -10.5, -1.05, -0.1, -0.01, 110.84, 11.084
394, -10.5, -1.05, -0.14, -0.014, 110.04, 11.004
395, -10.5, -1.05, -0.06, -0.006, 109.88, 10.988
396, -10.5, -1.05, -0.1, -0.01, 109.88, 10.988
397, -10.5, -1.05, -0.16, -0.016, 110.48, 11.048
398, -10.5, -1.05, -0.14, -0.014, 111, 11.1
399, -10.5, -1.05, -0.14, -0.014, 110.04, 11.004
400, -10.5, -1.05, -0.18, -0.018, 110.36, 11.036
401, -10.54, -1.054, -0.26, -0.026, 111.64, 11.164
402, -10.5, -1.05, -0.3, -0.03, 111.64, 11.164
403, -10.54, -1.054, -0.38, -0.038, 112.76, 11.276
404, -10.54, -1.054, -0.46, -0.046, 114.68, 11.468
405, -10.54, -1.054, -0.46, -0.046, 114.68, 11.468
406, -10.58, -1.058, -0.48, -0.048, 115.36, 11.536
407, -10.58, -1.058, -0.48, -0.048, 115.36, 11.536
408, -10.58, -1.058, -0.48, -0.048, 115.36, 11.536
409, -10.58, -1.058, -0.48, -0.048, 115.36, 11.536
410, -10.58, -1.058, -0.48, -0.048, 115.36, 11.536
411, -10.54, -1.054, -0.42, -0.042, 113.08, 11.308
412, -10.54, -1.054, -0.42, -0.042, 113.08, 11.308
413, -10.54, -1.054, -0.44, -0.044, 113.76, 11.376
414, -10.5, -1.05, -0.42, -0.042, 113.56, 11.356
415, -10.54, -1.054, -0.44, -0.044, 115.04, 11.504
416, -10.54, -1.054, -0.42, -0.042, 115, 11.5
417, -10.54, -1.054, -0.46, -0.046, 115.16, 11.516
418, -10.54, -1.054, -0.46, -0.046, 115.32, 11.532
419, -10.54, -1.054, -0.38, -0.038, 115.96, 11.596
420, -10.54, -1.054, -0.38, -0.038, 115.96, 11.596
421, -10.5, -1.05, -0.42, -0.042, 115.16, 11.516
422, -10.5, -1.05, -0.34, -0.034, 115.64, 11.564
423, -10.5, -1.05, -0.36, -0.036, 114.4, 11.44
424, -10.46, -1.046, -0.34, -0.034, 113.32, 11.332
425, -10.5, -1.05, -0.38, -0.038, 114.52, 11.452
426, -10.5, -1.05, -0.36, -0.036, 114.4, 11.44
427, -10.54, -1.054, -0.38, -0.038, 114.36, 11.436
428, -10.54, -1.054, -0.36, -0.036, 114.4, 11.44
429, -10.5, -1.05, -0.4, -0.04, 113.44, 11.344
430, -10.46, -1.046, -0.42, -0.042, 112.12, 11.212
431, -10.46, -1.046, -0.52, -0.052, 112.4, 11.24
432, -10.46, -1.046, -0.42, -0.042, 112.84, 11.284
433, -10.5, -1.05, -0.42, -0.042, 112.92, 11.292
434, -10.5, -1.05, -0.42, -0.042, 113.08, 11.308
435, -10.5, -1.05, -0.4, -0.04, 113.2, 11.32
436, -10.46, -1.046, -0.38, -0.038, 113.16, 11.316
