#t, E mean, E/N mean, M mean, M/N mean, M2 mean, M2/N mean
939, -10.54, -1.054, -0.38, -0.038, 107.16, 10.716
940, -10.54, -1.054, -0.42, -0.042, 107, 10.7
941, -10.54, -1.054, -0.36, -0.036, 107.36, 10.736
942, -10.54, -1.054, -0.4, -0.04, 107.04, 10.704
943, -10.54, -1.054, -0.36, -0.036, 107.36, 10.736
944, -10.54, -1.054, -0.3, -0.03, 108.44, 10.844
945, -10.58, -1.058, -0.28, -0.028, 108.96, 10.896
946, -10.58, -1.058, -0.28, -0.028, 108.96, 10.896
947, -10.54, -1.054, -0.22, -0.022, 108.12, 10.812
948, -10.54, -1.054, -0.2, -0.02, 108, 10.8
949, -10.5, -1.05, -0.2, -0.02, 108.08, 10.808
950, -10.5, -1.05, -0.08, -0.008, 109.52, 10.952
951, -10.5, -1.05, -0.04, -0.004, 110.64, 11.064
952, -10.54, -1.054, 0.06, 0.006, 111.32, 11.132
953, -10.54, -1.054, 0.1, 0.01, 111.8, 11.18
954, -10.54, -1.054, 0.08, 0.008, 111.52, 11.152
955, -10.5, -1.05, 0.04, 0.004, 110.24, 11.024
956, -10.46, -1.046, 0.04, 0.004, 110.32, 11.032
957, -10.46, -1.046, 0.08, 0.008, 109.6, 10.96
958, -10.46, -1.046, 0.1, 0.01, 110.04, 11.004
959, -10.46, -1.046, 0.08, 0.008, 109.84, 10.984
960, -10.5, -1.05, 0.04, 0.004, 110.56, 11.056
961, -10.5, -1.05, 0.04, 0.004, 110.24, 11.024
962, -10.5, -1.05, 0.12, 0.012, 109.6, 10.96
963, -10.5, -1.05, 0.04, 0.004, 110.24, 11.024
964, -10.5, -1.05, 0.02, 0.002, 110.68, 11.068
965, -10.5, -1.05, 0.1, 0.01, 109.4, 10.94
966, -10.5, -1.05, 0.06, 0.006, 110.2, 11.02
967, -10.54, -1.054, 0.06, 0.006, 111.32, 11.132
968, -10.5, -1.05, 0.16, 0.016, 110.96, 11.096
969, -10.54, -1.054, 0.2, 0.02, 111.2, 11.12
970, -10.54, -1.054, 0.16, 0.016, 111.52, 11.152
971, -10.54, -1.054, 0.18, 0.018, 111.32, 11.132
972, -10.54, -1.054, 0.16, 0.016, 111.52, 11.152
973, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
974, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
975, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
976, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
977, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
978, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
979, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
980, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
981, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
982, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
983, -10.58, -1.058, 0.12, 0.012, 112.16, 11.216
984, -10.54, -1.054, 0.1, 0.01, 111.48, 11.148
985, -10.54, -1.054, 0.04, 0.004, 109.92, 10.992
986, -10.5, -1.05, 0.06, 0.006, 109.88, 10.988
987, -10.46, -1.046, 0.16, 0.016, 111.44, 11.144
988, -10.5, -1.05, 0.12, 0.012, 110.88, 11.088
989, -10.5, -1.05, 0.22, 0.022, 112.44, 11.244
990, -10.54, -1.054, 0.24, 0.024, 113.12, 11.312
991, -10.54, -1.054, 0.26, 0.026, 113.56, 11.356
992, -10.54, -1.054, 0.22, 0.022, 112.76, 11.276
993, -10.5, -1.05, 0.28, 0.028, 113.44, 11.344
994, -10.46, -1.046, 0.38, 0.038, 113.72, 11.372
995, -10.42, -1.042, 0.5, 0.05, 114.76, 11.476
996, -10.46, -1.046, 0.48, 0.048, 115.28, 11.528
997, -10.46, -1.046, 0.4, 0.04, 114.08, 11.408
998, -10.46, -1.046, 0.42, 0.042, 114.2, 11.42
999, -10.38, -1.038, 0.4, 0.04, 113.36, 11.336
1000, -10.38, -1.038, 0.38, 0.038, 113.8, 11.38
1001, -10.38, -1.038, 0.34, 0.034, 113.56, 11.356
1002, -10.38, -1.038, 0.4, 0.04, 114.48, 11.448
1003, -10.34, -1.034, 0.34, 0.034, 114.12, 11.412
1004, -10.34, -1.034, 0.46, 0.046, 117.8, 11.78
1005, -10.38, -1.038, 0.3, 0.03, 116.52, 11.652
1006, -10.38, -1.038, 0.26, 0.026, 114.92, 11.492
1007, -10.34, -1.034, 0.42, 0.042, 114.04, 11.404
1008, -10.34, -1.034, 0.5, 0.05, 114.2, 11.42
1009, -10.38, -1.038, 0.58, 0.058, 115.8, 11.58
1010, -10.34, -1.034, 0.72, 0.072, 116.24, 11.624
1011, -10.42, -1.042, 0.68, 0.068, 120.24, 12.024
1012, -10.42, -1.042, 0.78, 0.078, 119.72, 11.972
1013, -10.42, -1.042, 0.76, 0.076, 119.12, 11.912
1014, -10.46, -1.046, 0.84, 0.084, 119.2, 11.92
1015, -10.5, -1.05, 1.04, 0.104, 120.88, 12.088
1016, -10.46, -1.046, 1.02, 0.102, 119.08, 11.908
1017, -10.54, -1.054, 1.06, 0.106, 120.44, 12.044
1018, -10.54, -1.054, 1.06, 0.106, 120.44, 12.044
1019, -10.54, -1.054, 1.06, 0.106, 120.44, 12.044
1020, -10.54, -1.054, 1.02, 0.102, 119.96, 11.996
1021, -10.54, -1.054, 1.06, 0.106, 120.44, 12.044
1022, -10.54, -1.054, 1.1, 0.11, 121.24, 12.124
1023, -10.54, -1.054, 1.06, 0.106, 120.44, 12.044
1024, -10.54, -1.054, 1.06, 0.106, 120.44, 12.044
1025, -10.54, -1.054, 1.04, 0.104, 120.16, 12.016
1026, -10.54, -1.054, 1.04, 0.104, 120.16, 12.016
1027, -10.54, -1.054, 0.98, 0.098, 119.8, 11.98
1028, -10.54, -1.054, 0.94, 0.094, 119.96, 11.996
1029, -10.54, -1.054, 0.98, 0.098, 119.8, 11.98
1030, -10.5, -1.05, 1, 0.1, 119.6, 11.96
1031, -10.54, -1.054, 1.04, 0.104, 120.16, 12.016
1032, -10.54, -1.054, 0.98, 0.098, 119.8, 11.98
1033, -10.5, -1.05, 1.08, 0.108, 119.12, 11.912
1034, -10.5, -1.05, 1.1, 0.11, 119.32, 11.932
1035, -10.5, -1.05, 1.16, 0.116, 119.44, 11.944
1036, -10.46, -1.046, 1.18, 0.118, 119.72, 11.972
1037, -10.5, -1.05, 1.18, 0.118, 120.28, 12.028
1038, -10.54, -1.054, 1.22, 0.122, 120.76, 12.076
1039, -10.54, -1.054, 1.2, 0.12, 120.8, 12.08
1040, -10.54, -1.054, 1.24, 0.124, 120.8, 12.08
1041, -10.54, -1.054, 1.26, 0.126, 120.92, 12.092
1042, -10.54, -1.054, 1.26, 0.126, 120.92, 12.092
1043, -10.5, -1.05, 1.32, 0.132, 120.08, 12.008
1044, -10.46, -1.046, 1.22, 0.122, 119.16, 11.916
1045, -10.46, -1.046, 1.28, 0.128, 120.24, 12.024
1046, -10.42, -1.042, 1.32, 0.132, 119.52, 11.952
1047, -10.5, -1.05, 1.3, 0.13, 119.8, 11.98
1048, -10.5, -1.05, 1.28, 0.128, 120.08, 12.008
1049, -10.54, -1.054, 1.24, 0.124, 120.16, 12.016
1050, -10.54, -1.054, 1.22, 0.122, 119.96, 11.996
1051, -10.5, -1.05, 1.16, 0.116, 119.6, 11.96
1052, -10.5, -1.05, 1.14, 0.114, 119.48, 11.948
1053, -10.5, -1.05, 1.2, 0.12, 119.76, 11.976
1054, -10.5, -1.05, 1.1, 0.11, 119.48, 11.948
1055, -10.54, -1.054, 1.18, 0.118, 119.8, 11.98
1056, -10.54, -1.054, 1.16, 0.116, 119.84, 11.984
1057, -10.58, -1.058, 1.12, 0.112, 120.16, 12.016
1058, -10.58, -1.058, 1.12, 0.112, 120.16, 12.016
1059, -10.58, -1.058, 1.12, 0.112, 120.16, 12.016
1060, -10.58, -1.058, 1.12, 0.112, 120.16, 12.016
1061, -10.58, -1.058, 1.12, 0.112, 120.16, 12.016
1062, -10.58, -1.058, 1.12, 0.112, 120.16, 12.016
1063, -10.58, -1.058, 1.12, 0.112, 120.16, 12.016
1064, -10.5, -1.05, 1.2, 0.12, 120.72, 12.072
1065, -10.5, -1.05, 1.22, 0.122, 120.76, 12.076
1066, -10.5, -1.05, 1.22, 0.122, 120.76, 12.076
1067, -10.46, -1.046, 1.08, 0.108, 119.76, 11.976
1068, -10.46, -1.046, 1.16, 0.116, 120.72, 12.072
1069, -10.5, -1.05, 1.14, 0.114, 121.24, 12.124
1070, -10.54, -1.054, 1.24, 0.124, 122.08, 12.208
1071, -10.5, -1.05, 1.18, 0.118, 120.76, 12.076
1072, -10.54, -1.054, 1.22, 0.122, 121.56, 12.156
1073, -10.54, -1.054, 1.22, 0.122, 121.56, 12.156
1074, -10.5, -1.05, 1.18, 0.118, 120.92, 12.092
1075, -10.5, -1.05, 1.18, 0.118, 120.76, 12.076
1076, -10.5, -1.05, 1.08, 0.108, 119.52, 11.952
1077, -10.5, -1.05, 1.06, 0.106, 119.48, 11.948
1078, -10.5, -1.05, 1.06, 0.106, 119.32, 11.932
1079, -10.5, -1.05, 1, 0.1, 119.44, 11.944
1080, -10.54, -1.054, 1.02, 0.102, 119.16, 11.916
1081, -10.54, -1.054, 0.94, 0.094, 119.8, 11.98
1082, -10.54, -1.054, 0.94, 0.094, 119.96, 11.996
1083, -10.5, -1.05, 0.9, 0.09, 118.68, 11.868
1084, -10.54, -1.054, 0.98, 0.098, 119.8, 11.98
1085, -10.54, -1.054, 1, 0.1, 119.84, 11.984
1086, -10.54, -1.054, 1.02, 0.102, 119.96, 11.996
1087, -10.58, -1.058, 0.92, 0.092, 120.16, 12.016
1088, -10.58, -1.058, 0.92, 0.092, 120.16, 12.016
1089, -10.5, -1.05, 0.9, 0.09, 118.2, 11.82
1090, -10.5, -1.05, 0.9, 0.09, 115.32, 11.532
1091, -10.54, -1.054, 0.86, 0.086, 118.36, 11.836
1092, -10.54, -1.054, 0.82, 0.082, 117.56, 11.756
1093, -10.54, -1.054, 0.78, 0.078, 117.08, 11.708
1094, -10.5, -1.05, 0.72, 0.072, 116.88, 11.688
1095, -10.5, -1.05, 0.74, 0.074, 116.92, 11.692
1096, -10.54, -1.054, 0.74, 0.074, 116.92, 11.692
1097, -10.58, -1.058, 0.72, 0.072, 116.96, 11.696
1098, -10.58, -1.058, 0.72, 0.072, 116.96, 11.696
1099, -10.54, -1.054, 0.8, 0.08, 117.28, 11.728
1100, -10.54, -1.054, 0.8, 0.08, 117.28, 11.728
1101, -10.5, -1.05, 0.82, 0.082, 117.4, 11.74
1102, -10.5, -1.05, 0.86, 0.086, 118.52, 11.852
1103, -10.5, -1.05, 0.86, 0.086, 118.52, 11.852
1104, -10.5, -1.05, 0.76, 0.076, 116.32, 11.632
1105, -10.46, -1.046, 0.74, 0.074, 116.12, 11.612
1106, -10.46, -1.046, 0.68, 0.068, 116.56, 11.656
1107, -10.5, -1.05, 0.64, 0.064, 118.16, 11.816
1108, -10.54, -1.054, 0.62, 0.062, 118.36, 11.836
1109, -10.54, -1.054, 0.62, 0.062, 118.36, 11.836
1110, -10.54, -1.054, 0.66, 0.066, 118.2, 11.82
1111, -10.54, -1.054, 0.68, 0.068, 118.24, 11.824
1112, -10.54, -1.054, 0.7, 0.07, 118.36, 11.836
1113, -10.54, -1.054, 0.62, 0.062, 118.36, 11.836
1114, -10.54, -1.054, 0.68, 0.068, 118.24, 11.824
1115, -10.54, -1.054, 0.68, 0.068, 118.24, 11.824
1116, -10.54, -1.054, 0.68, 0.068, 118.24, 11.824
1117, -10.5, -1.05, 0.72, 0.072, 116.96, 11.696
1118, -10.58, -1.058, 0.72, 0.072, 118.56, 11.856
1119, -10.58, -1.058, 0.72, 0.072, 118.56, 11.856
1120, -10.58, -1.058, 0.72, 0.072, 118.56, 11.856
1121, -10.54, -1.054, 0.68, 0.068, 116.96, 11.696
1122, -10.54, -1.054, 0.66, 0.066, 116.28, 11.628
1123, -10.54, -1.054, 0.7, 0.07, 117.72, 11.772
1124, -10.54, -1.054, 0.66, 0.066, 116.28, 11.628
1125, -10.54, -1.054, 0.64, 0.064, 115.68, 11.568
1126, -10.54, -1.054, 0.62, 0.062, 115.16, 11.516
1127, -10.5, -1.05, 0.64, 0.064, 114.8, 11.48
1128, -10.5, -1.05, 0.66, 0.066, 115.32, 11.532
1129, -10.5, -1.05, 0.66, 0.066, 114.52, 11.452
1130, -10.5, -1.05, 0.68, 0.068, 114.32, 11.432
1131, -10.5, -1.05, 0.72, 0.072, 114.72, 11.472
1132, -10.5, -1.05, 0.6, 0.06, 115.28, 11.528
1133, -10.5, -1.05, 0.56, 0.056, 114.48, 11.448
1134, -10.5, -1.05, 0.54, 0.054, 114.68, 11.468
1135, -10.54, -1.054, 0.62, 0.062, 115.16, 11.516
1136, -10.54, -1.054, 0.58, 0.058, 114.36, 11.436
1137, -10.54, -1.054, 0.56, 0.056, 114.08, 11.408
1138, -10.54, -1.054, 0.54, 0.054, 113.88, 11.388
1139, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1140, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1141, -10.54, -1.054, 0.48, 0.048, 112.8, 11.28
1142, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1143, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1144, -10.54, -1.054, 0.48, 0.048, 113.44, 11.344
1145, -10.5, -1.05, 0.46, 0.046, 113.4, 11.34
1146, -10.46, -1.046, 0.42, 0.042, 113.08, 11.308
1147, -10.54, -1.054, 0.46, 0.046, 113.4, 11.34
1148, -10.54, -1.054, 0.48, 0.048, 113.44, 11.344
1149, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1150, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1151, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1152, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1153, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1154, -10.54, -1.054, 0.5, 0.05, 113.24, 11.324
1155, -10.54, -1.054, 0.54, 0.054, 113.4, 11.34
1156, -10.54, -1.054, 0.56, 0.056, 113.12, 11.312
1157, -10.54, -1.054, 0.6, 0.06, 112.8, 11.28
1158, -10.5, -1.05, 0.62, 0.062, 112.76, 11.276
1159, -10.5, -1.05, 0.6, 0.06, 113.04, 11.304
1160, -10.46, -1.046, 0.62, 0.062, 113.16, 11.316
1161, -10.42, -1.042, 0.5, 0.05, 110.68, 11.068
1162, -10.46, -1.046, 0.46, 0.046, 111.8, 11.18
1163, -10.42, -1.042, 0.54, 0.054, 111.8, 11.18
1164, -10.42, -1.042, 0.56, 0.056, 113.12, 11.312
1165, -10.42, -1.042, 0.36, 0.036, 113.6, 11.36
1166, -10.46, -1.046, 0.36, 0.036, 113.52, 11.352
1167, -10.42, -1.042, 0.44, 0.044, 111.52, 11.152
1168, -10.34, -1.034, 0.34, 0.034, 111.56, 11.156
1169, -10.34, -1.034, 0.36, 0.036, 110.64, 11.064
1170, -10.38, -1.038, 0.34, 0.034, 112.12, 11.212
1171, -10.38, -1.038, 0.28, 0.028, 112.4, 11.24
1172, -10.38, -1.038, 0.18, 0.018, 112.36, 11.236
1173, -10.38, -1.038, 0.14, 0.014, 110.84, 11.084
1174, -10.42, -1.042, 0.06, 0.006, 110.28, 11.028
1175, -10.42, -1.042, 0.08, 0.008, 110.64, 11.064
1176, -10.42, -1.042, 0.16, 0.016, 111.12, 11.112
1177, -10.5, -1.05, 0.28, 0.028, 114, 11.4
1178, -10.5, -1.05, 0.2, 0.02, 114.4, 11.44
1179, -10.5, -1.05, 0.18, 0.018, 114.68, 11.468
1180, -10.54, -1.054, 0.16, 0.016, 115.04, 11.504
1181, -10.58, -1.058, 0.12, 0.012, 115.36, 11.536
1182, -10.58, -1.058, 0.12, 0.012, 115.36, 11.536
1183, -10.58, -1.058, 0.12, 0.012, 115.36, 11.536
1184, -10.58, -1.058, 0.12, 0.012, 115.36, 11.536
1185, -10.58, -1.058, 0.12, 0.012, 115.36, 11.536
1186, -10.54, -1.054, 0.14, 0.014, 115.32, 11.532
1187, -10.5, -1.05, 0.14, 0.014, 115.32, 11.532
1188, -10.5, -1.05, 0.16, 0.016, 114.64, 11.464
1189, -10.5, -1.05, 0.2, 0.02, 113.52, 11.352
1190, -10.46, -1.046, 0.18, 0.018, 113.8, 11.38
1191, -10.42, -1.042, 0.22, 0.022, 113.32, 11.332
1192, -10.46, -1.046, 0.18, 0.018, 114.2, 11.42
1193, -10.46, -1.046, 0.08, 0.008, 114.64, 11.464
1194, -10.42, -1.042, 0.14, 0.014, 113, 11.3
1195, -10.42, -1.042, 0.06, 0.006, 112.04, 11.204
1196, -10.5, -1.05, 0.02, 0.002, 111.32, 11.132
1197, -10.5, -1.05, 0, 1.11022e-18, 111.76, 11.176
1198, -10.54, -1.054, 0.02, 0.002, 111.16, 11.116
1199, -10.54, -1.054, 0, 1.11022e-18, 111.52, 11.152
1200, -10.54, -1.054, 0.06, 0.006, 110.68, 11.068
1201, -10.54, -1.054, 0.06, 0.006, 110.68, 11.068
1202, -10.54, -1.054, 0.1, 0.01, 110.52, 11.052
1203, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1204, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1205, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1206, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1207, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1208, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1209, -10.54, -1.054, 0.16, 0.016, 109.92, 10.992
1210, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1211, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1212, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1213, -10.54, -1.054, 0.1, 0.01, 110.04, 11.004
1214, -10.54, -1.054, 0.06, 0.006, 109.24, 10.924
1215, -10.54, -1.054, 0.08, 0.008, 109.6, 10.96
1216, -10.54, -1.054, 0.04, 0.004, 108.96, 10.896
1217, -10.54, -1.054, 0.08, 0.008, 109.6, 10.96
1218, -10.54, -1.054, 0.06, 0.006, 109.24, 10.924
1219, -10.54, -1.054, 0.1, 0.01, 110.04, 11.004
1220, -10.54, -1.054, 0.14, 0.014, 110.52, 11.052
1221, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1222, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1223, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1224, -10.54, -1.054, 0.18, 0.018, 111.16, 11.116
1225, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1226, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1227, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1228, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1229, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1230, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1231, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1232, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1233, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1234, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1235, -10.54, -1.054, 0.08, 0.008, 110.56, 11.056
1236, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1237, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1238, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1239, -10.58, -1.058, 0.12, 0.012, 110.56, 11.056
1240, -10.54, -1.054, 0.18, 0.018, 110.68, 11.068
1241, -10.54, -1.054, 0.2, 0.02, 110.88, 11.088
1242, -10.54, -1.054, 0.22, 0.022, 111.16, 11.116
1243, -10.54, -1.054, 0.26, 0.026, 111.96, 11.196
1244, -10.5, -1.05, 0.28, 0.028, 111.2, 11.12
1245, -10.5, -1.05, 0.34, 0.034, 112.76, 11.276
1246, -10.5, -1.05, 0.32, 0.032, 112.16, 11.216
1247, -10.54, -1.054, 0.26, 0.026, 111.96, 11.196
1248, -10.54, -1.054, 0.22, 0.022, 111.16, 11.116
1249, -10.54, -1.054, 0.22, 0.022, 111.16, 11.116
1250, -10.54, -1.054, 0.3, 0.03, 113.08, 11.308
1251, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1252, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1253, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1254, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1255, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1256, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1257, -10.54, -1.054, 0.34, 0.034, 113.08, 11.308
1258, -10.54, -1.054, 0.38, 0.038, 114.36, 11.436
1259, -10.54, -1.054, 0.34, 0.034, 113.88, 11.388
1260, -10.54, -1.054, 0.36, 0.036, 113.44, 11.344
1261, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1262, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1263, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1264, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1265, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1266, -10.5, -1.05, 0.42, 0.042, 113.56, 11.356
1267, -10.5, -1.05, 0.36, 0.036, 113.68, 11.368
1268, -10.54, -1.054, 0.36, 0.036, 113.12, 11.312
1269, -10.54, -1.054, 0.38, 0.038, 112.92, 11.292
1270, -10.54, -1.054, 0.36, 0.036, 113.12, 11.312
1271, -10.54, -1.054, 0.38, 0.038, 112.92, 11.292
1272, -10.54, -1.054, 0.34, 0.034, 113.4, 11.34
1273, -10.54, -1.054, 0.36, 0.036, 113.12, 11.312
1274, -10.54, -1.054, 0.34, 0.034, 113.4, 11.34
1275, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1276, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1277, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1278, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1279, -10.54, -1.054, 0.44, 0.044, 114.72, 11.472
1280, -10.54, -1.054, 0.36, 0.036, 113.76, 11.376
1281, -10.54, -1.054, 0.4, 0.04, 114.08, 11.408
1282, -10.5, -1.05, 0.36, 0.036, 113.52, 11.352
1283, -10.54, -1.054, 0.38, 0.038, 113.88, 11.388
1284, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1285, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1286, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1287, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1288, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1289, -10.58, -1.058, 0.32, 0.032, 113.76, 11.376
1290, -10.54, -1.054, 0.34, 0.034, 113.4, 11.34
1291, -10.5, -1.05, 0.38, 0.038, 112.44, 11.244
1292, -10.46, -1.046, 0.38, 0.038, 111.48, 11.148
1293, -10.5, -1.05, 0.42, 0.042, 111.32, 11.132
1294, -10.5, -1.05, 0.44, 0.044, 112.08, 11.208
1295, -10.5, -1.05, 0.48, 0.048, 112.24, 11.224
1296, -10.54, -1.054, 0.4, 0.04, 112.8, 11.28
1297, -10.54, -1.054, 0.46, 0.046, 112.92, 11.292
1298, -10.58, -1.058, 0.52, 0.052, 113.76, 11.376
1299, -10.5, -1.05, 0.48, 0.048, 113.52, 11.352
1300, -10.54, -1.054, 0.4, 0.04, 114.72, 11.472
1301, -10.54, -1.054, 0.38, 0.038, 115.16, 11.516
1302, -10.54, -1.054, 0.44, 0.044, 114.08, 11.408
1303, -10.54, -1.054, 0.44, 0.044, 114.08, 11.408
1304, -10.54, -1.054, 0.42, 0.042, 114.36, 11.436
1305, -10.54, -1.054, 0.46, 0.046, 113.88, 11.388
1306, -10.54, -1.054, 0.48, 0.048, 113.76, 11.376
1307, -10.5, -1.05, 0.46, 0.046, 113.88, 11.388
1308, -10.5, -1.05, 0.44, 0.044, 114.32, 11.432
1309, -10.5, -1.05, 0.38, 0.038, 115.64, 11.564
1310, -10.5, -1.05, 0.34, 0.034, 116.92, 11.692
1311, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1312, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1313, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1314, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1315, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1316, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1317, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1318, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1319, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1320, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1321, -10.58, -1.058, 0.32, 0.032, 118.56, 11.856
1322, -10.54, -1.054, 0.3, 0.03, 118.04, 11.804
1323, -10.5, -1.05, 0.22, 0.022, 116.92, 11.692
1324, -10.5, -1.05, 0.22, 0.022, 116.6, 11.66
1325, -10.5, -1.05, 0.18, 0.018, 116.28, 11.628
1326, -10.5, -1.05, 0.14, 0.014, 115.96, 11.596
1327, -10.54, -1.054, 0.14, 0.014, 116.76, 11.676
1328, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1329, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1330, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1331, -10.54, -1.054, 0.2, 0.02, 117.28, 11.728
1332, -10.5, -1.05, 0.2, 0.02, 117.52, 11.752
1333, -10.5, -1.05, 0.12, 0.012, 116.88, 11.688
1334, -10.54, -1.054, 0.06, 0.006, 117.08, 11.708
1335, -10.54, -1.054, 0.08, 0.008, 116.96, 11.696
1336, -10.54, -1.054, 0.06, 0.006, 117.08, 11.708
1337, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1338, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1339, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1340, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1341, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1342, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1343, -10.54, -1.054, 0.08, 0.008, 116, 11.6
1344, -10.54, -1.054, 0.1, 0.01, 116.44, 11.644
1345, -10.54, -1.054, 0.1, 0.01, 116.44, 11.644
1346, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1347, -10.54, -1.054, 0.16, 0.016, 116.64, 11.664
1348, -10.54, -1.054, 0.2, 0.02, 116.64, 11.664
1349, -10.54, -1.054, 0.14, 0.014, 116.76, 11.676
1350, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1351, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1352, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1353, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1354, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1355, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1356, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1357, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1358, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1359, -10.58, -1.058, 0.12, 0.012, 116.96, 11.696
1360, -10.54, -1.054, 0.04, 0.004, 117.28, 11.728
1361, -10.5, -1.05, 0.04, 0.004, 117.52, 11.752
1362, -10.5, -1.05, 0.08, 0.008, 116.96, 11.696
1363, -10.54, -1.054, 0, -1.22125e-17, 119.2, 11.92
