#temp, E/N mean, E/N var, E mean, E var, E/N mean, E/N var, E2 mean, E2 var, E2/N mean, E2/N var, M mean, M var, M/N mean, M/N var, M2 mean, M2 var, M2/N mean, M2/N var
0.6, -0.927909, 0.0155245, -237.545, 1017.42, -0.927909, 0.0155245, 57482.6, 2.21522e+08, 224.541, 3380.16, 14.3674, 2202.27, 0.0561227, 0.0336039, 8601.51, 1.68217e+07, 33.5996, 256.679
0.61, -0.929733, 0.00726569, -238.012, 476.164, -0.929733, 0.00726569, 57160.6, 1.13568e+08, 223.284, 1732.91, -6.0246, 1600.49, -0.0235336, 0.0244215, 8330.39, 7.59672e+06, 32.5406, 115.917
0.62, -0.941957, 0.0106932, -241.141, 700.792, -0.941957, 0.0106932, 58886.1, 1.49408e+08, 230.024, 2279.78, -14.0341, 2320.7, -0.0548206, 0.0354111, 8815.21, 8.39245e+06, 34.4344, 128.059
0.63, -0.903168, 0.00294998, -231.211, 193.33, -0.903168, 0.00294998, 53690.8, 4.16944e+07, 209.73, 636.205, 4.73753, 1507.35, 0.018506, 0.0230004, 6875.66, 4.90527e+06, 26.858, 74.8484
0.64, -0.92072, 0.00648707, -235.704, 425.137, -0.92072, 0.00648707, 56024.2, 9.46744e+07, 218.845, 1444.62, 4.00333, 2045.58, 0.015638, 0.031213, 8692.4, 3.27535e+06, 33.9547, 49.9779
0.65, -0.938028, 0.00173941, -240.135, 113.994, -0.938028, 0.00173941, 57821.3, 2.62663e+07, 225.864, 400.793, -4.80993, 1345.86, -0.0187888, 0.0205362, 6344.78, 4.88153e+06, 24.7843, 74.4862
0.66, -0.938594, 0.0085109, -240.28, 557.771, -0.938594, 0.0085109, 58335.1, 1.49892e+08, 227.871, 2287.17, 16.8603, 2771.43, 0.0658604, 0.0422887, 7810.4, 1.04294e+07, 30.5094, 159.141
0.67, -0.912833, 0.0033566, -233.685, 219.978, -0.912833, 0.0033566, 54876.6, 4.7907e+07, 214.362, 731.002, -18.2271, 1237.87, -0.0711997, 0.0188885, 5986.1, 3.36873e+06, 23.3832, 51.4028
0.68, -0.925456, 0.0045057, -236.917, 295.285, -0.925456, 0.0045057, 56470.7, 5.81048e+07, 220.589, 886.609, 3.6358, 1158.93, 0.0142023, 0.0176838, 5890.63, 1.58147e+06, 23.0103, 24.1313
0.69, -0.871273, 0.00366236, -223.046, 240.016, -0.871273, 0.00366236, 50039.1, 4.86187e+07, 195.465, 741.863, -16.3866, 668.735, -0.0640102, 0.0102041, 5060.94, 1.9344e+06, 19.7693, 29.5166
0.7, -0.878946, 0.00506511, -225.01, 331.947, -0.878946, 0.00506511, 51013.7, 6.69234e+07, 199.272, 1021.17, -3.82773, 1102.88, -0.0149521, 0.0168286, 4828.79, 1.97209e+06, 18.8625, 30.0917
0.71, -0.918902, 0.00518708, -235.239, 339.94, -0.918902, 0.00518708, 55729.8, 8.66631e+07, 217.695, 1322.37, 13.558, 955.92, 0.0529609, 0.0145862, 4908.07, 2.24343e+06, 19.1721, 34.232
0.72, -0.962978, 0.0094633, -246.522, 620.187, -0.962978, 0.0094633, 61450.1, 1.63899e+08, 240.039, 2500.9, 8.46507, 1214.54, 0.0330667, 0.0185325, 5059.67, 1.40761e+06, 19.7643, 21.4784
0.73, -0.924157, 0.00511222, -236.584, 335.034, -0.924157, 0.00511222, 56366.4, 7.48881e+07, 220.181, 1142.7, -1.29273, 1786.26, -0.00504974, 0.0272561, 5532.1, 5.63525e+06, 21.6098, 85.987
0.74, -0.87876, 0.0076342, -224.963, 500.315, -0.87876, 0.0076342, 51169.4, 9.01514e+07, 199.881, 1375.6, -33.1736, 1081.39, -0.129584, 0.0165006, 5846.39, 7.92721e+06, 22.8375, 120.96
0.75, -0.909649, 0.00683383, -232.87, 447.862, -0.909649, 0.00683383, 54739, 9.6596e+07, 213.824, 1473.94, -0.449133, 1416.47, -0.00175443, 0.0216137, 4784.76, 2.98109e+06, 18.6905, 45.4878
0.76, -0.851919, 0.00464242, -218.091, 304.246, -0.851919, 0.00464242, 47931, 6.40659e+07, 187.23, 977.569, -8.53487, 965.562, -0.0333393, 0.0147333, 4575.25, 3.28009e+06, 17.8721, 50.0502
0.77, -0.889186, 0.00797059, -227.632, 522.361, -0.889186, 0.00797059, 52405.3, 9.65874e+07, 204.708, 1473.81, 0.4202, 1432.12, 0.00164141, 0.0218524, 4871.03, 1.73878e+06, 19.0274, 26.5316
0.78, -0.860143, 0.00521535, -220.197, 341.793, -0.860143, 0.00521535, 48894.8, 6.8188e+07, 190.995, 1040.47, -0.797067, 1906.89, -0.00311354, 0.0290969, 4905.44, 6.01477e+06, 19.1619, 91.7781
0.79, -0.872911, 0.00288149, -223.465, 188.841, -0.872911, 0.00288149, 50195.5, 3.78443e+07, 196.076, 577.458, -12.5895, 831.499, -0.0491776, 0.0126877, 4177.19, 2.3417e+06, 16.3172, 35.7314
0.8, -0.833635, 0.00137802, -213.411, 90.31, -0.833635, 0.00137802, 45704.2, 1.67221e+07, 178.532, 255.159, 7.03153, 767.808, 0.0274669, 0.0117158, 4026.14, 2.07047e+06, 15.7271, 31.5929
0.81, -0.853458, 0.0030573, -218.485, 200.363, -0.853458, 0.0030573, 48008.9, 3.84286e+07, 187.535, 586.374, 9.1848, 1088.76, 0.0358781, 0.0166131, 4212.45, 1.95262e+06, 16.4549, 29.7947
0.82, -0.880178, 0.00470633, -225.325, 308.434, -0.880178, 0.00470633, 51154.7, 6.2444e+07, 199.823, 952.82, -5.8572, 771.102, -0.0228797, 0.0117661, 3525.4, 2.55466e+06, 13.7711, 38.981
0.83, -0.834358, 0.00484815, -213.596, 317.728, -0.834358, 0.00484815, 46017.8, 5.45631e+07, 179.757, 832.567, -3.68487, 1805.52, -0.014394, 0.0275501, 4817.6, 3.12018e+06, 18.8187, 47.6102
0.84, -0.798595, 0.0052371, -204.44, 343.219, -0.798595, 0.0052371, 42216.5, 5.40569e+07, 164.908, 824.842, 13.4928, 1627.79, 0.0527062, 0.0248381, 4365.39, 5.43075e+06, 17.0523, 82.8667
0.85, -0.806946, 0.00678859, -206.578, 444.897, -0.806946, 0.00678859, 43203.6, 7.99738e+07, 168.764, 1220.3, -12.0148, 1331.61, -0.0469328, 0.0203187, 4206.83, 2.06164e+06, 16.4329, 31.4581
0.86, -0.866651, 0.00573858, -221.863, 376.083, -0.866651, 0.00573858, 49683.2, 7.06614e+07, 194.075, 1078.21, 22.259, 838.945, 0.0869492, 0.0128013, 3726.12, 3.14837e+06, 14.5552, 48.0402
0.87, -0.798576, 0.00933851, -204.435, 612.009, -0.798576, 0.00933851, 42488.8, 1.08357e+08, 165.972, 1653.4, -6.98253, 842.306, -0.0272755, 0.0128526, 3340.14, 931660, 13.0474, 14.216
0.88, -0.771152, 0.00366206, -197.415, 239.997, -0.771152, 0.00366206, 39299.4, 3.65781e+07, 153.513, 558.138, -8.90893, 584.209, -0.0348005, 0.00891432, 3044.14, 596463, 11.8912, 9.1013
0.89, -0.783669, 0.00675085, -200.619, 442.424, -0.783669, 0.00675085, 40776.8, 6.92521e+07, 159.284, 1056.7, 4.8926, 864.154, 0.0191117, 0.0131859, 3308.75, 1.27548e+06, 12.9248, 19.4623
0.9, -0.844925, 0.00244328, -216.301, 160.123, -0.844925, 0.00244328, 47036.5, 3.00251e+07, 183.737, 458.146, -2.8724, 1044.97, -0.0112203, 0.0159449, 3352.23, 1.18343e+06, 13.0947, 18.0576
0.91, -0.808278, 0.00446822, -206.919, 292.829, -0.808278, 0.00446822, 43198.6, 4.9855e+07, 168.744, 760.726, 9.12273, 722.991, 0.0356357, 0.011032, 3118.24, 1.9363e+06, 12.1806, 29.5456
0.92, -0.833805, 0.00319478, -213.454, 209.373, -0.833805, 0.00319478, 45864, 3.77703e+07, 179.156, 576.329, -0.4568, 1652.39, -0.00178438, 0.0252135, 3980.78, 1.78345e+06, 15.5499, 27.2133
0.93, -0.779338, 0.00324213, -199.51, 212.476, -0.779338, 0.00324213, 40113.3, 3.23914e+07, 156.693, 494.253, 10.7868, 804.049, 0.0421359, 0.0122688, 3040, 1.53717e+06, 11.875, 23.4554
0.94, -0.821407, 0.00365833, -210.28, 239.752, -0.821407, 0.00365833, 44553.2, 4.22606e+07, 174.036, 644.846, 0.745267, 463.389, 0.0029112, 0.00707075, 2565.24, 242541, 10.0205, 3.70088
0.95, -0.78814, 0.00342171, -201.764, 224.245, -0.78814, 0.00342171, 41030.8, 3.56046e+07, 160.277, 543.283, -0.3406, 918.921, -0.00133047, 0.0140216, 3023.37, 987748, 11.8101, 15.0718
0.96, -0.775384, 0.00622553, -198.498, 407.996, -0.775384, 0.00622553, 39909.3, 6.41635e+07, 155.896, 979.057, -1.8376, 664.769, -0.00717813, 0.0101436, 2605.9, 661249, 10.1793, 10.0899
0.97, -0.807954, 0.00205248, -206.836, 134.511, -0.807954, 0.00205248, 43017.6, 2.41676e+07, 168.038, 368.768, -1.15673, 459.742, -0.00451849, 0.0070151, 2492.42, 107209, 9.73603, 1.63588
0.98, -0.804412, 0.00338935, -205.929, 222.125, -0.804412, 0.00338935, 42732.3, 3.50115e+07, 166.923, 534.234, 0.427267, 821.66, 0.00166901, 0.0125375, 2808.24, 633378, 10.9697, 9.66458
0.99, -0.76754, 0.00570925, -196.49, 374.161, -0.76754, 0.00570925, 39088.9, 6.02331e+07, 152.691, 919.084, 4.80473, 1606.02, 0.0187685, 0.024506, 3485.96, 4.90119e+06, 13.617, 74.7863
1, -0.796559, 0.00517893, -203.919, 339.406, -0.796559, 0.00517893, 42031.8, 4.96708e+07, 164.187, 757.916, -3.31233, 560.334, -0.0129388, 0.00855002, 2437.7, 473696, 9.52227, 7.22803
1.01, -0.78619, 0.00466155, -201.265, 305.499, -0.78619, 0.00466155, 40922, 5.08548e+07, 159.852, 775.982, -14.6322, 1261.42, -0.057157, 0.0192478, 3243.78, 3.59614e+06, 12.671, 54.8728
1.02, -0.794044, 0.00527652, -203.275, 345.802, -0.794044, 0.00527652, 41775.9, 5.44341e+07, 163.187, 830.599, 3.71413, 1148.1, 0.0145083, 0.0175186, 3078.02, 3.68843e+06, 12.0235, 56.2809
1.03, -0.710564, 0.00931766, -181.904, 610.642, -0.710564, 0.00931766, 33811.7, 8.16452e+07, 132.077, 1245.81, 4.69733, 1065.16, 0.018349, 0.016253, 2846.44, 1.78102e+06, 11.1189, 27.1762
1.04, -0.751108, 0.00381141, -192.284, 249.785, -0.751108, 0.00381141, 37333.5, 3.76955e+07, 145.834, 575.187, 1.90087, 506.292, 0.00742526, 0.0077254, 2280.18, 155037, 8.90695, 2.36568
1.05, -0.745404, 0.009474, -190.823, 620.888, -0.745404, 0.009474, 37148, 7.6657e+07, 145.109, 1169.69, -0.5012, 1968.98, -0.00195781, 0.0300443, 3673.69, 1.29149e+07, 14.3503, 197.066
1.06, -0.746287, 0.00188331, -191.049, 123.424, -0.746287, 0.00188331, 36741.3, 1.71682e+07, 143.521, 261.965, -6.6888, 240.664, -0.0261281, 0.00367225, 1939.16, 36890.5, 7.57483, 0.562905
1.07, -0.745512, 0.00287372, -190.851, 188.332, -0.745512, 0.00287372, 36731.4, 2.84062e+07, 143.482, 433.444, 6.16827, 523.125, 0.0240948, 0.00798225, 2149.06, 464621, 8.39478, 7.08956
1.08, -0.719391, 0.00396426, -184.164, 259.802, -0.719391, 0.00396426, 34295.6, 3.55413e+07, 133.967, 542.317, -0.341667, 510.748, -0.00133464, 0.0077934, 2049.29, 153612, 8.00502, 2.34394
1.09, -0.761861, 0.00870598, -195.036, 570.555, -0.761861, 0.00870598, 38733.1, 8.8402e+07, 151.301, 1348.91, 26.4941, 920.042, 0.103493, 0.0140387, 3220.12, 2.90456e+06, 12.5786, 44.3201
1.1, -0.779303, 0.00924913, -199.502, 606.151, -0.779303, 0.00924913, 40527.7, 1.00802e+08, 158.311, 1538.11, -7.1484, 1811.63, -0.0279234, 0.0276433, 3457.77, 1.69971e+06, 13.5069, 25.9355
1.11, -0.739338, 0.00630669, -189.27, 413.316, -0.739338, 0.00630669, 36363.3, 5.92132e+07, 142.044, 903.522, -4.6902, 1642.5, -0.0183211, 0.0250625, 3184.33, 4.94204e+06, 12.4388, 75.4096
1.12, -0.767613, 0.00627846, -196.509, 411.465, -0.767613, 0.00627846, 39150.4, 6.50582e+07, 152.931, 992.709, 3.01987, 998.098, 0.0117964, 0.0152298, 2579.9, 2.14984e+06, 10.0777, 32.804
1.13, -0.729619, 0.00392724, -186.782, 257.376, -0.729619, 0.00392724, 35272.3, 3.90238e+07, 137.782, 595.456, 1.4086, 511.634, 0.00550234, 0.00780691, 2065.82, 377756, 8.0696, 5.7641
1.14, -0.771868, 0.00413199, -197.598, 270.794, -0.771868, 0.00413199, 39442.4, 4.05591e+07, 154.072, 618.882, 14.2935, 862.152, 0.0558341, 0.0131554, 2500.06, 3.38085e+06, 9.76585, 51.5878
1.15, -0.752881, 0.00315652, -192.738, 206.866, -0.752881, 0.00315652, 37483.1, 3.13464e+07, 146.418, 478.307, 5.1338, 529.374, 0.0200539, 0.0080776, 1987.8, 650076, 7.76484, 9.91937
1.16, -0.662514, 0.00396274, -169.604, 259.702, -0.662514, 0.00396274, 29154.3, 2.79163e+07, 113.884, 425.969, 13.9676, 1017.36, 0.0545609, 0.0155237, 2650.67, 1.71463e+06, 10.3542, 26.1631
1.17, -0.671894, 0.00576616, -172.005, 377.891, -0.671894, 0.00576616, 30092.1, 4.55007e+07, 117.547, 694.286, -2.33613, 898.688, -0.00912552, 0.0137129, 2281.76, 1.23513e+06, 8.91311, 18.8466
1.18, -0.705418, 0.00205615, -180.587, 134.752, -0.705418, 0.00205615, 32881.8, 1.79299e+07, 128.444, 273.589, -8.72593, 832.934, -0.0340857, 0.0127096, 2305.96, 1.16105e+06, 9.00767, 17.7162
1.19, -0.698427, 0.00363161, -178.797, 238.001, -0.698427, 0.00363161, 32344.1, 2.97052e+07, 126.344, 453.265, 2.71733, 764.559, 0.0106146, 0.0116662, 2142.42, 1.05906e+06, 8.36884, 16.16
1.2, -0.684023, 0.00971217, -175.11, 636.497, -0.684023, 0.00971217, 31438.7, 6.86125e+07, 122.807, 1046.94, -7.48913, 834.203, -0.0292544, 0.0127289, 2235, 769977, 8.73045, 11.7489
1.21, -0.678916, 0.000999842, -173.803, 65.5256, -0.678916, 0.000999842, 30409.4, 8.16817e+06, 118.787, 124.636, 0.829533, 432.945, 0.00324036, 0.00660621, 1749.44, 277981, 6.83375, 4.24166
1.22, -0.697179, 0.0054869, -178.478, 359.59, -0.697179, 0.0054869, 32352, 4.34551e+07, 126.375, 663.073, -4.53967, 1397.14, -0.0177331, 0.0213186, 2756.69, 3.00877e+06, 10.7683, 45.9102
1.23, -0.67333, 0.00269965, -172.373, 176.924, -0.67333, 0.00269965, 30029.1, 2.16368e+07, 117.301, 330.152, 9.97793, 714.006, 0.0389763, 0.0108949, 2072.79, 1.21329e+06, 8.09683, 18.5134
1.24, -0.657215, 0.00519584, -168.247, 340.514, -0.657215, 0.00519584, 28790.3, 3.8844e+07, 112.462, 592.712, -2.41507, 736.466, -0.00943385, 0.0112376, 2021.07, 907356, 7.89479, 13.8451
1.25, -0.682158, 0.00591623, -174.632, 387.726, -0.682158, 0.00591623, 31027.3, 4.74575e+07, 121.2, 724.144, -2.6984, 1766.91, -0.0105406, 0.0269609, 2996.7, 1.99219e+06, 11.7059, 30.3983
1.26, -0.685475, 0.0027264, -175.482, 178.678, -0.685475, 0.0027264, 31116.6, 2.33295e+07, 121.549, 355.98, 13.106, 1063.23, 0.0511953, 0.0162236, 2469.34, 4.70039e+06, 9.64585, 71.7223
1.27, -0.660613, 0.001682, -169.117, 110.231, -0.660613, 0.001682, 28856.9, 1.21986e+07, 112.722, 186.136, -26.8475, 850.977, -0.104873, 0.0129849, 2804.08, 5.53331e+06, 10.9534, 84.4317
1.28, -0.64641, 0.00421966, -165.481, 276.539, -0.64641, 0.00421966, 27806.4, 3.43632e+07, 108.619, 524.341, -3.8984, 1072.21, -0.0152281, 0.0163607, 2294.73, 1.27883e+06, 8.96377, 19.5133
1.29, -0.623128, 0.00324824, -159.521, 212.876, -0.623128, 0.00324824, 25807.2, 2.31979e+07, 100.81, 353.971, -11.0651, 1084.54, -0.0432232, 0.0165488, 2446.79, 2.18103e+06, 9.55776, 33.2799
1.3, -0.632444, 0.00188202, -161.906, 123.34, -0.632444, 0.00188202, 26486.5, 1.34427e+07, 103.463, 205.119, -1.79593, 629.036, -0.00701536, 0.00959833, 1847.83, 395445, 7.21808, 6.034
1.31, -0.638899, 0.00527023, -163.558, 345.39, -0.638899, 0.00527023, 27247.5, 3.65374e+07, 106.436, 557.517, -11.4563, 1156.63, -0.0447513, 0.0176488, 2495.75, 1.24657e+06, 9.74904, 19.0211
1.32, -0.655037, 0.00652627, -167.69, 427.706, -0.655037, 0.00652627, 28697.2, 4.62616e+07, 112.099, 705.896, -4.706, 1177.74, -0.0183828, 0.017971, 2361.76, 3.1815e+06, 9.22563, 48.5458
1.33, -0.641851, 0.00307206, -164.314, 201.331, -0.641851, 0.00307206, 27350.8, 2.20265e+07, 106.839, 336.098, -10.3327, 574.54, -0.0403622, 0.00876679, 1842.38, 398849, 7.1968, 6.08595
1.34, -0.630044, 0.00539086, -161.291, 353.296, -0.630044, 0.00539086, 26521.1, 3.52839e+07, 103.598, 538.39, 6.28847, 830.688, 0.0245643, 0.0126753, 2057.59, 540436, 8.03746, 8.2464
1.35, -0.680779, 0.00429056, -174.279, 281.186, -0.680779, 0.00429056, 30804.9, 3.4101e+07, 120.332, 520.34, 1.0494, 579.699, 0.00409922, 0.00884551, 1703.09, 388801, 6.65271, 5.93263
1.36, -0.62759, 0.00962381, -160.663, 630.706, -0.62759, 0.00962381, 26599.5, 6.60602e+07, 103.904, 1008, 11.8264, 888.793, 0.0461969, 0.0135619, 2102.29, 851125, 8.21208, 12.9871
1.37, -0.648483, 0.00219402, -166.012, 143.787, -0.648483, 0.00219402, 27862.2, 1.57292e+07, 108.837, 240.009, 10.6285, 851.75, 0.0415177, 0.0129967, 2080.52, 1.78701e+06, 8.12704, 27.2676
1.38, -0.629653, 0.00831646, -161.191, 545.027, -0.629653, 0.00831646, 26684.6, 6.47527e+07, 104.237, 988.048, 18.409, 534.569, 0.0719102, 0.00815688, 1958.93, 1.76795e+06, 7.65206, 26.9768
1.39, -0.638007, 0.00453907, -163.33, 297.472, -0.638007, 0.00453907, 27133.7, 3.10444e+07, 105.991, 473.7, -15.9425, 1034.5, -0.0622755, 0.0157853, 2341.87, 3.14868e+06, 9.14794, 48.045
1.4, -0.618809, 0.00309564, -158.415, 202.876, -0.618809, 0.00309564, 25457.9, 2.22855e+07, 99.4449, 340.05, -5.6762, 1978.1, -0.0221727, 0.0301833, 3050.08, 4.48382e+06, 11.9144, 68.4176
1.41, -0.618543, 0.00273041, -158.347, 178.94, -0.618543, 0.00273041, 25409.8, 1.8157e+07, 99.2569, 277.054, -10.7312, 1561.39, -0.0419187, 0.0238249, 2701.39, 7.20516e+06, 10.5523, 109.942
1.42, -0.593325, 0.00764269, -151.891, 500.871, -0.593325, 0.00764269, 23734.3, 4.75001e+07, 92.7119, 724.793, 3.75807, 858.179, 0.0146799, 0.0130948, 1929.75, 1.05453e+06, 7.53807, 16.0909
1.43, -0.589503, 0.00641726, -150.913, 420.561, -0.589503, 0.00641726, 23358.1, 3.63277e+07, 91.2428, 554.316, 1.79187, 524.058, 0.00699948, 0.0079965, 1546.74, 207312, 6.04194, 3.16332
1.44, -0.618445, 0.00999965, -158.322, 655.337, -0.618445, 0.00999965, 25887.1, 5.84551e+07, 101.121, 891.954, -1.72567, 756.264, -0.00674089, 0.0115397, 1757.81, 781106, 6.86644, 11.9187
1.45, -0.602561, 0.00396091, -154.256, 259.582, -0.602561, 0.00396091, 24218.9, 2.61942e+07, 94.605, 399.692, -8.4352, 523.64, -0.03295, 0.00799012, 1606.93, 716303, 6.27707, 10.9299
1.46, -0.576164, 0.00969867, -147.498, 635.612, -0.576164, 0.00969867, 22553.6, 6.53716e+07, 88.1001, 997.491, -9.74073, 600.109, -0.0380497, 0.00915694, 1671.71, 517204, 6.53013, 7.89191
1.47, -0.625631, 0.00541566, -160.162, 354.921, -0.625631, 0.00541566, 26169.8, 3.20973e+07, 102.226, 489.766, 7.92413, 286.193, 0.0309536, 0.00436696, 1334.69, 62992.6, 5.21364, 0.96119
1.48, -0.586384, 0.00465804, -150.114, 305.269, -0.586384, 0.00465804, 23008, 2.90385e+07, 89.8748, 443.092, 14.9379, 549.481, 0.0583513, 0.00838442, 1741.24, 281420, 6.80173, 4.29413
1.49, -0.583778, 0.00297419, -149.447, 194.916, -0.583778, 0.00297419, 22694.6, 1.74517e+07, 88.6506, 266.292, -5.105, 941.547, -0.0199414, 0.0143669, 1950.98, 839132, 7.62101, 12.8041
