#temp, E/N mean, E/N var, E mean, E var, E/N mean, E/N var, E2 mean, E2 var, E2/N mean, E2/N var, M mean, M var, M/N mean, M/N var, M2 mean, M2 var, M2/N mean, M2/N var
1.35, -0.652825, 0.000504353, -668.493, 528.853, -0.652825, 0.000504353, 448015, 9.21891e+08, 437.515, 879.184, 4.72673, 3069.46, 0.00461595, 0.00292727, 7638.63, 1.77531e+07, 7.4596, 16.9307
1.36, -0.634983, 0.000713062, -650.222, 747.699, -0.634983, 0.000713062, 424160, 1.27805e+09, 414.219, 1218.84, -44.7635, 1987.48, -0.0437143, 0.00189541, 8513.06, 2.13013e+07, 8.31353, 20.3145
1.37, -0.626819, 0.00086923, -641.862, 911.454, -0.626819, 0.00086923, 413517, 1.48385e+09, 403.825, 1415.11, -12.5773, 3054.26, -0.0122826, 0.00291277, 7554.99, 8.9855e+06, 7.37792, 8.56924
1.38, -0.617333, 0.00118304, -632.149, 1240.5, -0.617333, 0.00118304, 401483, 2.05283e+09, 392.073, 1957.73, -10.1301, 2544.2, -0.00989271, 0.00242634, 7073.93, 3.45566e+06, 6.90814, 3.29558
1.39, -0.621494, 0.00124069, -636.41, 1300.96, -0.621494, 0.00124069, 406958, 2.16164e+09, 397.42, 2061.5, 14.4617, 3125.23, 0.0141228, 0.00298045, 7667.42, 1.09332e+07, 7.48771, 10.4267
1.4, -0.612582, 0.00135964, -627.284, 1425.69, -0.612582, 0.00135964, 395557, 2.25786e+09, 386.286, 2153.26, -6.15227, 4222.52, -0.00600807, 0.00402691, 8574.74, 1.32176e+07, 8.37377, 12.6053
1.41, -0.616953, 0.00115359, -631.76, 1209.63, -0.616953, 0.00115359, 400973, 1.93341e+09, 391.575, 1843.84, -13.7203, 2014.22, -0.0133987, 0.00192091, 6427.54, 4.90429e+06, 6.2769, 4.67709
1.42, -0.588582, 0.00323057, -602.708, 3387.5, -0.588582, 0.00323057, 367294, 4.87648e+09, 358.685, 4650.58, 20.8288, 5760.46, 0.0203406, 0.0054936, 10552.5, 4.26164e+07, 10.3052, 40.6422
1.43, -0.606999, 0.000749011, -621.567, 785.395, -0.606999, 0.000749011, 387784, 1.22301e+09, 378.695, 1166.36, -24.6753, 4654.25, -0.0240969, 0.00443864, 9414.32, 2.87539e+07, 9.19368, 27.4219
1.44, -0.602078, 0.000842832, -616.528, 883.773, -0.602078, 0.000842832, 381635, 1.30349e+09, 372.69, 1243.1, -9.96647, 4311.68, -0.00973288, 0.00411194, 8364.07, 1.14917e+07, 8.16804, 10.9594
1.45, -0.594273, 0.000731877, -608.536, 767.429, -0.594273, 0.000731877, 371734, 1.12381e+09, 363.021, 1071.75, 13.2987, 1715.12, 0.012987, 0.00163567, 5804.64, 5.85962e+06, 5.66859, 5.58817
1.46, -0.605275, 0.00146356, -619.802, 1534.65, -0.605275, 0.00146356, 386334, 2.4031e+09, 377.279, 2291.78, -9.3658, 3485.26, -0.00914629, 0.00332381, 7604.85, 2.79137e+07, 7.42661, 26.6206
1.47, -0.59354, 0.000929267, -607.785, 974.407, -0.59354, 0.000929267, 371033, 1.39339e+09, 362.336, 1328.84, -17.011, 1679.44, -0.0166123, 0.00160164, 6059.45, 6.54059e+06, 5.91743, 6.23759
1.48, -0.602421, 0.00388842, -616.879, 4077.3, -0.602421, 0.00388842, 385290, 6.46952e+09, 376.26, 6169.82, 18.0535, 3298.12, 0.0176303, 0.00314533, 7607.34, 4.59203e+07, 7.42905, 43.793
1.49, -0.590802, 0.00284316, -604.981, 2981.27, -0.590802, 0.00284316, 369654, 4.14929e+09, 360.99, 3957.07, -36.1253, 5770, -0.0352786, 0.0055027, 10910, 3.1068e+07, 10.6543, 29.6287
