#temp, E/N mean, E/N var, E mean, E var, E/N mean, E/N var, E2 mean, E2 var, E2/N mean, E2/N var, M mean, M var, M/N mean, M/N var, M2 mean, M2 var, M2/N mean, M2/N var
0.88, -0.822792, 0.00222704, -421.27, 583.806, -0.822792, 0.00222704, 178224, 4.35068e+08, 348.093, 1659.65, -6.13467, 2258.1, -0.0119818, 0.00861396, 6809.9, 5.16631e+06, 13.3006, 19.7079
0.89, -0.824732, 0.0014433, -422.263, 378.353, -0.824732, 0.0014433, 178864, 2.72909e+08, 349.344, 1041.07, 2.3332, 1774.02, 0.00455703, 0.00676736, 6469.12, 2.48005e+06, 12.635, 9.46065
0.9, -0.816237, 0.0029778, -417.913, 780.612, -0.816237, 0.0029778, 175613, 6.05197e+08, 342.994, 2308.64, -18.3511, 1379.01, -0.0358421, 0.00526051, 6334.44, 2.7573e+06, 12.372, 10.5183
0.91, -0.829681, 0.0031809, -424.797, 833.853, -0.829681, 0.0031809, 181472, 6.28771e+08, 354.437, 2398.57, -3.0152, 3233.8, -0.00588906, 0.012336, 8049.7, 1.23772e+07, 15.7221, 47.2154
0.92, -0.792387, 0.00273846, -405.702, 717.871, -0.792387, 0.00273846, 165503, 4.5577e+08, 323.247, 1738.63, 23.2243, 1810.03, 0.04536, 0.00690471, 7009.24, 1.64365e+07, 13.6899, 62.7001
0.93, -0.811491, 0.00252972, -415.483, 663.15, -0.811491, 0.00252972, 173480, 4.73614e+08, 338.828, 1806.69, -1.86293, 2078.31, -0.00363854, 0.00792811, 6329.1, 9.62172e+06, 12.3615, 36.7039
0.94, -0.792083, 0.00102698, -405.547, 269.215, -0.792083, 0.00102698, 164930, 1.76877e+08, 322.129, 674.731, 0.710533, 740.894, 0.00138776, 0.00282629, 5037.53, 877997, 9.83892, 3.34929
0.95, -0.787075, 0.00285416, -402.982, 748.202, -0.787075, 0.00285416, 163346, 4.96044e+08, 319.034, 1892.26, -1.4126, 3319.15, -0.00275898, 0.0126616, 7431.57, 1.55311e+07, 14.5148, 59.2466
0.96, -0.752159, 0.00106072, -385.105, 278.06, -0.752159, 0.00106072, 148781, 1.69267e+08, 290.589, 645.704, 7.55333, 719.708, 0.0147526, 0.00274547, 4619.79, 588128, 9.02303, 2.24353
0.97, -0.776377, 0.00232946, -397.505, 610.654, -0.776377, 0.00232946, 158827, 4.06551e+08, 310.209, 1550.87, -0.804533, 578.621, -0.00157135, 0.00220726, 4592.51, 214398, 8.96975, 0.817862
0.98, -0.768603, 0.00255618, -393.525, 670.088, -0.768603, 0.00255618, 155741, 4.25326e+08, 304.182, 1622.49, -6.29667, 1415.99, -0.0122982, 0.00540158, 5559.58, 1.90209e+06, 10.8585, 7.25592
0.99, -0.749132, 0.00272491, -383.555, 714.318, -0.749132, 0.00272491, 148043, 4.21126e+08, 289.146, 1606.47, -15.4181, 3325.79, -0.0301135, 0.0126869, 7315.97, 9.71665e+06, 14.289, 37.0661
1, -0.758127, 0.0016645, -388.161, 436.339, -0.758127, 0.0016645, 151315, 2.71731e+08, 295.537, 1036.57, -4.2874, 807.047, -0.00837383, 0.00307864, 4359.19, 338779, 8.51404, 1.29234
1.01, -0.768581, 0.00460418, -393.513, 1206.96, -0.768581, 0.00460418, 156279, 7.47881e+08, 305.233, 2852.94, 11.4059, 599.167, 0.0222771, 0.00228564, 4418.26, 1.13182e+06, 8.62942, 4.31754
1.02, -0.756086, 0.00148026, -387.116, 388.041, -0.756086, 0.00148026, 150467, 2.31356e+08, 293.88, 882.553, -5.768, 2003.44, -0.0112656, 0.00764252, 5547.06, 6.46551e+06, 10.8341, 24.664
1.03, -0.720104, 0.00663117, -368.693, 1738.32, -0.720104, 0.00663117, 137899, 8.5759e+08, 269.335, 3271.45, 23.6191, 5329.62, 0.0461311, 0.0203309, 9426.12, 7.5917e+07, 18.4104, 289.6
1.04, -0.75592, 0.000956097, -387.031, 250.635, -0.75592, 0.000956097, 150268, 1.49341e+08, 293.493, 569.689, -8.6584, 1497.07, -0.0169109, 0.00571085, 5051.11, 494975, 9.86545, 1.88818
1.05, -0.72456, 0.00194926, -370.975, 510.988, -0.72456, 0.00194926, 138369, 2.69318e+08, 270.252, 1027.37, 1.75053, 2117.61, 0.00341901, 0.00807806, 5418.01, 8.16181e+06, 10.582, 31.1348
1.06, -0.781977, 0.00124746, -400.372, 327.014, -0.781977, 0.00124746, 160861, 2.05716e+08, 314.181, 784.745, 10.121, 4702.62, 0.0197676, 0.0179391, 8218.5, 2.20747e+07, 16.0518, 84.2082
1.07, -0.743327, 0.000840339, -380.584, 220.29, -0.743327, 0.000840339, 145295, 1.28532e+08, 283.779, 490.31, -22.6375, 2340.36, -0.0442138, 0.00892777, 6123.65, 1.66333e+07, 11.9603, 63.451
1.08, -0.734627, 0.00315132, -376.129, 826.1, -0.734627, 0.00315132, 142539, 5.00377e+08, 278.397, 1908.79, -14.7094, 2089.47, -0.0287293, 0.00797069, 5569.98, 1.14857e+07, 10.8789, 43.8143
1.09, -0.745218, 0.00329937, -381.552, 864.911, -0.745218, 0.00329937, 146691, 4.90171e+08, 286.506, 1869.85, 20.6592, 1457.51, 0.04035, 0.00555995, 5076.85, 4.31566e+06, 9.91571, 16.4629
1.1, -0.750114, 0.00141621, -384.058, 371.251, -0.750114, 0.00141621, 148122, 2.18117e+08, 289.301, 832.052, -16.1024, 1459.38, -0.03145, 0.00556708, 4663.74, 2.7074e+06, 9.10887, 10.3279
1.11, -0.732208, 0.00245878, -374.89, 644.553, -0.732208, 0.00245878, 141434, 3.5799e+08, 276.238, 1365.62, -23.6545, 2973.78, -0.0462001, 0.0113441, 6739.65, 2.27484e+07, 13.1634, 86.7784
1.12, -0.695851, 0.000416526, -356.276, 109.19, -0.695851, 0.000416526, 127292, 5.42452e+07, 248.617, 206.929, 20.8097, 572.051, 0.0406439, 0.0021822, 3953.73, 2.27382e+06, 7.72213, 8.67395
1.13, -0.695233, 0.0019177, -355.959, 502.715, -0.695233, 0.0019177, 127456, 2.48599e+08, 248.937, 948.332, 5.15133, 1333.07, 0.0100612, 0.00508525, 4354.04, 2.45444e+06, 8.50398, 9.36293
1.14, -0.706901, 0.00265999, -361.933, 697.3, -0.706901, 0.00265999, 131949, 3.59928e+08, 257.714, 1373.02, 6.87887, 2182.61, 0.0134353, 0.00832599, 5257.86, 3.02544e+06, 10.2693, 11.5411
1.15, -0.697315, 0.00160989, -357.025, 422.023, -0.697315, 0.00160989, 128149, 2.11817e+08, 250.29, 808.016, -8.9068, 1710.86, -0.0173961, 0.00652643, 4671.46, 5.43658e+06, 9.12395, 20.7389
1.16, -0.708277, 0.00207481, -362.638, 543.9, -0.708277, 0.00207481, 132318, 2.90083e+08, 258.434, 1106.58, -3.64453, 1079.71, -0.00711823, 0.00411878, 3972.79, 1.14824e+06, 7.75935, 4.38017
1.17, -0.685218, 0.00243102, -350.831, 637.278, -0.685218, 0.00243102, 123986, 3.07464e+08, 242.161, 1172.88, 6.67187, 3839.73, 0.013031, 0.0146474, 6752.6, 9.6844e+06, 13.1887, 36.9431
1.18, -0.71653, 0.00125525, -366.863, 329.057, -0.71653, 0.00125525, 135185, 1.76434e+08, 264.034, 673.043, 2.47453, 1785.37, 0.00483307, 0.00681063, 4619.2, 1.39575e+06, 9.02187, 5.32438
1.19, -0.690102, 0.0025513, -353.332, 668.808, -0.690102, 0.0025513, 125789, 3.29508e+08, 245.682, 1256.97, -6.20907, 1291.79, -0.0121271, 0.00492778, 4108.48, 2.63134e+06, 8.02438, 10.0377
1.2, -0.680022, 0.00158501, -348.171, 415.5, -0.680022, 0.00158501, 121910, 2.04202e+08, 238.105, 778.968, -1.33287, 1759.58, -0.00260326, 0.00671225, 4534.65, 6.3663e+06, 8.85674, 24.2855
1.21, -0.691017, 0.00297758, -353.801, 780.556, -0.691017, 0.00297758, 126228, 3.87131e+08, 246.539, 1476.79, -9.20067, 2166.7, -0.0179701, 0.0082653, 5048.51, 2.78186e+06, 9.86037, 10.612
1.22, -0.693344, 0.00515058, -354.992, 1350.19, -0.693344, 0.00515058, 127647, 6.84178e+08, 249.311, 2609.93, -5.8922, 1188.89, -0.0115082, 0.00453524, 3823.37, 2.4513e+06, 7.46752, 9.35098
1.23, -0.654103, 0.00297112, -334.901, 778.862, -0.654103, 0.00297112, 113220, 3.58084e+08, 221.132, 1365.98, -8.06093, 777.45, -0.015744, 0.00296574, 3531.31, 1.49407e+06, 6.8971, 5.69941
1.24, -0.66012, 0.0029406, -337.981, 770.861, -0.66012, 0.0029406, 115286, 3.37766e+08, 225.169, 1288.47, 11.9003, 1187.04, 0.0232427, 0.00452821, 3965.64, 1.84276e+06, 7.74539, 7.02956
1.25, -0.623505, 0.0019921, -319.234, 522.216, -0.623505, 0.0019921, 102719, 2.30898e+08, 200.623, 880.806, -40.1623, 1363.46, -0.0784419, 0.00520118, 5514.07, 5.74462e+06, 10.7697, 21.914
1.26, -0.672524, 0.00250338, -344.333, 656.246, -0.672524, 0.00250338, 119509, 3.10019e+08, 233.416, 1182.63, -19.4317, 1436.51, -0.0379525, 0.00547984, 4298.34, 4.16131e+06, 8.39519, 15.8742
1.27, -0.661624, 0.00538161, -338.752, 1410.76, -0.661624, 0.00538161, 116452, 6.71306e+08, 227.444, 2560.83, 21.7444, 2991.31, 0.0424695, 0.0114109, 5904.45, 7.91109e+06, 11.5321, 30.1784
1.28, -0.635644, 0.00107934, -325.45, 282.944, -0.635644, 0.00107934, 106497, 1.18595e+08, 208.002, 452.402, 2.02373, 922.408, 0.0039526, 0.00351871, 3271.56, 2.75619e+06, 6.38976, 10.514
1.29, -0.637404, 0.00170959, -326.351, 448.16, -0.637404, 0.00170959, 107252, 1.85315e+08, 209.477, 706.921, 1.78067, 1396.04, 0.00347786, 0.00532547, 3814.85, 1.39996e+06, 7.45088, 5.34041
1.3, -0.652422, 0.00163047, -334.04, 427.419, -0.652422, 0.00163047, 112313, 1.73623e+08, 219.361, 662.319, -15.8864, 1726.49, -0.0310281, 0.00658604, 4435.44, 4.8299e+06, 8.66297, 18.4246
1.31, -0.632966, 0.00249432, -324.078, 653.871, -0.632966, 0.00249432, 105985, 2.6473e+08, 207.001, 1009.86, 13.5189, 2419.49, 0.026404, 0.00922961, 4906.36, 1.22017e+07, 9.58273, 46.5457
1.32, -0.670242, 0.00247366, -343.164, 648.456, -0.670242, 0.00247366, 118708, 3.04283e+08, 231.851, 1160.75, -3.3932, 2428.99, -0.00662734, 0.00926585, 4719.86, 6.57048e+06, 9.21848, 25.0644
1.33, -0.620054, 0.00184594, -317.468, 483.902, -0.620054, 0.00184594, 101571, 2.09219e+08, 198.382, 798.105, 12.8759, 825.529, 0.0251483, 0.00314914, 3335.22, 967733, 6.5141, 3.69161
1.34, -0.635944, 0.00198017, -325.603, 519.089, -0.635944, 0.00198017, 106843, 2.18184e+08, 208.679, 832.307, 4.01573, 2116.58, 0.00784323, 0.00807412, 4462.82, 1.28837e+07, 8.71645, 49.1475
1.35, -0.652209, 0.00279835, -333.931, 733.57, -0.652209, 0.00279835, 112550, 3.29915e+08, 219.824, 1258.53, 24.4427, 319.06, 0.0477397, 0.00121712, 3164.01, 727153, 6.17971, 2.77387
1.36, -0.643451, 0.00287294, -329.447, 753.124, -0.643451, 0.00287294, 109592, 3.22384e+08, 214.047, 1229.8, -5.94027, 1114.57, -0.0116021, 0.00425176, 3386.3, 1.35986e+06, 6.61386, 5.18745
1.37, -0.614433, 0.00256214, -314.589, 671.649, -0.614433, 0.00256214, 99950.3, 2.59473e+08, 195.215, 989.813, 14.464, 1512.5, 0.02825, 0.00576974, 3901.56, 3.79108e+06, 7.62024, 14.4618
1.38, -0.637434, 0.00310638, -326.366, 814.319, -0.637434, 0.00310638, 107643, 3.77294e+08, 210.24, 1439.26, -5.238, 1810.13, -0.0102305, 0.00690508, 3963.87, 3.32552e+06, 7.74193, 12.6858
1.39, -0.649958, 0.00247397, -332.778, 648.537, -0.649958, 0.00247397, 111706, 2.91694e+08, 218.176, 1112.72, 18.7983, 2275.99, 0.0367154, 0.00868221, 4815.64, 7.77538e+06, 9.40555, 29.6607
1.4, -0.602938, 0.00639291, -308.704, 1675.86, -0.602938, 0.00639291, 97290.3, 5.83557e+08, 190.02, 2226.09, 27.9149, 4310.36, 0.0545214, 0.0164427, 7188.24, 1.31527e+07, 14.0395, 50.1735
1.41, -0.608139, 0.0024838, -311.367, 651.112, -0.608139, 0.0024838, 97921.8, 2.67748e+08, 191.253, 1021.38, 21.2622, 2821.75, 0.0415277, 0.0107641, 5406, 3.65786e+07, 10.5586, 139.536
1.42, -0.61349, 0.00327549, -314.107, 858.651, -0.61349, 0.00327549, 99841.8, 3.74294e+08, 195.003, 1427.82, -2.67147, 2202.9, -0.00521771, 0.00840341, 4324.5, 1.51496e+07, 8.44629, 57.7912
1.43, -0.601687, 0.0030326, -308.064, 794.978, -0.601687, 0.0030326, 96026.5, 2.90844e+08, 187.552, 1109.48, -19.0757, 2046.56, -0.0372572, 0.007807, 4491, 5.10165e+06, 8.77148, 19.4613
1.44, -0.58959, 0.00215275, -301.87, 564.331, -0.58959, 0.00215275, 92014.3, 2.12546e+08, 179.716, 810.8, -4.12, 1750.71, -0.00804688, 0.00667841, 3855.99, 5.45656e+06, 7.53123, 20.8151
1.45, -0.564251, 0.00181159, -288.897, 474.897, -0.564251, 0.00181159, 84263.8, 1.44673e+08, 164.578, 551.884, 14.8043, 1887, 0.0289146, 0.00719834, 4146.18, 7.33189e+06, 8.098, 27.9689
1.46, -0.591641, 0.00219503, -302.92, 575.413, -0.591641, 0.00219503, 92673.5, 2.10583e+08, 181.003, 803.311, -23.3404, 1580.49, -0.0455867, 0.0060291, 4144.92, 6.02373e+06, 8.09555, 22.9787
1.47, -0.565569, 0.00240516, -289.571, 630.497, -0.565569, 0.00240516, 84810.8, 2.27432e+08, 165.646, 867.584, -0.8886, 1384.09, -0.00173555, 0.0052799, 3396.18, 2.83448e+06, 6.63316, 10.8127
1.48, -0.611052, 0.000392056, -312.859, 102.775, -0.611052, 0.000392056, 98319.3, 4.1631e+07, 192.03, 158.81, 7.3926, 1945.91, 0.0144387, 0.00742304, 3929.76, 3.32264e+06, 7.67532, 12.6748
1.49, -0.595208, 0.00135338, -304.746, 354.78, -0.595208, 0.00135338, 93559.2, 1.22731e+08, 182.733, 468.181, -23.1919, 968.852, -0.0452967, 0.00369588, 3451.77, 2.77831e+06, 6.74174, 10.5984
