#temp, E/N mean, E/N var, E mean, E var, E/N mean, E/N var, E2 mean, E2 var, E2/N mean, E2/N var, M mean, M var, M/N mean, M/N var, M2 mean, M2 var, M2/N mean, M2/N var
2.3, -1.57812, 0.041648, -101, 170.59, -1.57812, 0.041648, 10756.7, 7.11671e+06, 168.074, 1737.48, 1.9082, 625.516, 0.0298156, 0.152714, 2577.87, 8890.89, 40.2792, 2.17063
2.32, -1.37793, 0.0308571, -88.1875, 126.391, -1.37793, 0.0308571, 8306.68, 3.84318e+06, 129.792, 938.277, -4.41427, 423.697, -0.0689729, 0.103442, 2450.29, 5984.45, 38.2858, 1.46105
2.34, -1.40365, 0.0575542, -89.8337, 235.742, -1.40365, 0.0575542, 8720.8, 7.87864e+06, 136.263, 1923.5, -1.57613, 234.436, -0.0246271, 0.0572355, 2377.04, 9274.95, 37.1413, 2.26439
2.36, -1.31774, 0.0317209, -84.3355, 129.929, -1.31774, 0.0317209, 7657.85, 3.57336e+06, 119.654, 872.402, 0.719267, 156.251, 0.0112385, 0.0381473, 2339.22, 9093.43, 36.5503, 2.22008
2.38, -1.37265, 0.0621373, -87.8493, 254.514, -1.37265, 0.0621373, 8400.6, 7.63153e+06, 131.259, 1863.17, 4.17307, 245.673, 0.0652042, 0.0599788, 2233.38, 11437.3, 34.8966, 2.7923
2.4, -1.38167, 0.0388573, -88.4271, 159.16, -1.38167, 0.0388573, 8410.6, 4.81995e+06, 131.416, 1176.74, -5.09493, 198.889, -0.0796083, 0.048557, 2161.96, 8155.67, 33.7806, 1.99113
2.42, -1.31017, 0.0161486, -83.8508, 66.1447, -1.31017, 0.0161486, 7533.95, 1.76891e+06, 117.718, 431.863, 3.4664, 100.034, 0.0541625, 0.0244222, 2077.04, 5562.74, 32.4538, 1.35809
2.44, -1.31036, 0.0418305, -83.8631, 171.338, -1.31036, 0.0418305, 7637.33, 4.23713e+06, 119.333, 1034.45, 4.22687, 280.247, 0.0660448, 0.0684197, 1997.49, 4178.65, 31.2108, 1.02018
2.46, -1.26378, 0.0142841, -80.882, 58.5078, -1.26378, 0.0142841, 7044.89, 1.54019e+06, 110.076, 376.023, 5.6558, 68.8913, 0.0883719, 0.0168192, 1953.79, 7200.68, 30.528, 1.75798
2.48, -1.21025, 0.042092, -77.4563, 172.409, -1.21025, 0.042092, 6616.44, 4.59411e+06, 103.382, 1121.61, -5.92267, 65.6634, -0.0925417, 0.0160311, 1856.51, 7770.95, 29.008, 1.8972
